Probeset	slope	pval
11754478_x_at	-0.648112666978232	4.29370935049389e-10
11719813_s_at	-0.824636327683542	4.31420157714436e-10
11719561_s_at	1.19502570299753	4.37638521943133e-10
11721301_a_at	0.50127227863159	4.4000761414088e-10
11725752_x_at	0.936970873375256	4.41769697421427e-10
11757798_s_at	1.72292282918875	4.71789472401574e-10
11717643_a_at	-0.656158441526107	4.71978300931426e-10
11737153_at	0.575924191658278	4.72059869762221e-10
11736067_a_at	-1.01709179581196	4.72352849811057e-10
11735090_s_at	-0.719618733609832	4.72976384053455e-10
11718739_a_at	-0.558195996610858	4.86414518674251e-10
11726298_s_at	0.749304451909432	4.96782168400243e-10
11741504_a_at	2.90454353166247	4.98982361981323e-10
11716574_at	1.42429308802667	5.01332968538042e-10
11718927_a_at	1.42105005816538	5.03431936491006e-10
11741369_a_at	-2.66576256892332	5.08887992009015e-10
11718163_a_at	-2.71810875122938	5.20348898797959e-10
11718213_a_at	-1.23835480558255	5.21036955845374e-10
11764037_s_at	-0.515581017644639	5.26212800103359e-10
11745459_a_at	1.23371832285022	5.26442745440483e-10
11746561_a_at	1.88859328334212	5.31611368967817e-10
11750569_a_at	-0.533823170011437	5.37096120360302e-10
11715288_s_at	2.56833905761019	5.48554403543088e-10
11725096_s_at	-1.06166686215502	5.51770944715517e-10
11755618_a_at	0.741861856592971	5.59024698638877e-10
11721629_a_at	1.6225719342477	5.60423374189603e-10
11739201_a_at	-0.313044168525541	5.61251471481464e-10
11719246_a_at	0.986670361424797	5.74552583595941e-10
11716729_a_at	-0.874141255750121	5.76730937657787e-10
11718728_a_at	0.664064962693473	5.78392238995633e-10
11718890_x_at	1.15105390144306	5.88310709577816e-10
11723205_a_at	-1.21542755280033	5.88736853811587e-10
11749333_a_at	-0.638897644481972	6.07133799772851e-10
11732106_a_at	-2.87397499104331	6.34612024408522e-10
11726299_x_at	0.602033901104102	6.34771987533322e-10
11753804_x_at	-0.528369211989574	6.36423044207332e-10
11748855_a_at	-0.743846742418334	6.3748374733721e-10
11733068_s_at	1.28751411771787	6.38385144907734e-10
11720947_x_at	-0.70940527071815	6.59832229786463e-10
11726113_a_at	0.797548253103417	6.74634410769988e-10
11740980_x_at	0.846160140282709	6.78133121195041e-10
11729113_a_at	-0.515567358981813	6.78515810536017e-10
11725098_s_at	-0.760622404360397	6.80702421756846e-10
11732218_x_at	-0.81688353513296	6.86919813594442e-10
11755966_x_at	1.32961602033052	6.91514043814304e-10
11758446_s_at	1.09337712995611	6.99195093437999e-10
11746469_x_at	0.76454271924411	7.02617308725282e-10
11748536_a_at	-1.24334009253248	7.0754647472693e-10
11716874_x_at	-0.598668505361306	7.10353487896177e-10
11716839_a_at	1.87435301640871	7.16005469317788e-10
11755745_x_at	0.998446619682841	7.39052206673974e-10
11723338_a_at	1.31636625143241	7.72715796044417e-10
11725751_a_at	0.9032115366058	7.78775284305868e-10
11719810_at	-0.602238296159851	7.99567643199887e-10
11751966_a_at	-0.531100627834125	8.11470175710282e-10
11718979_a_at	-0.766962045470413	8.2038844029545e-10
11745932_x_at	0.602357899580752	8.74879030144817e-10
11746997_x_at	-0.888625665946543	9.03195838880652e-10
11740278_s_at	0.820171119742015	9.1930867113823e-10
11743466_at	-0.634051351181357	9.35885359478018e-10
11717249_s_at	-0.468236000691314	9.42994673843923e-10
11744683_s_at	-0.690889385109887	9.4752961001557e-10
11727209_a_at	-0.611134707461428	9.47588367050612e-10
11716459_at	-0.992128131499452	9.48795680911211e-10
11752670_a_at	1.26500979799626	9.49576566721754e-10
11727867_a_at	2.36808087130085	9.78361323802116e-10
11754856_a_at	-0.725616713268889	9.8347502071901e-10
11718100_s_at	-0.636179498245801	9.85093439456799e-10
11716116_at	-0.400094983097499	9.85254656942573e-10
11724083_a_at	-0.669809229608861	9.86531210952536e-10
11716816_a_at	-0.664884063544406	1.02726883158269e-09
11720946_at	-0.92152752829512	1.04015087083161e-09
11749905_a_at	2.66023369479207	1.04580524541512e-09
11743045_a_at	0.515400247359689	1.05512696671377e-09
11730616_at	0.505265122885002	1.06697118424243e-09
11756661_a_at	0.621199483514232	1.07451608583745e-09
11716093_a_at	1.270144076879	1.07635748829571e-09
11718422_s_at	0.784528417342961	1.07816568240038e-09
11756301_x_at	-0.966243172854205	1.08748415013399e-09
11749400_a_at	-0.320396061818078	1.09607916867027e-09
11733106_x_at	0.547120710879675	1.09622757434378e-09
11749896_a_at	-1.05515212039693	1.10443811886606e-09
11716698_s_at	0.675928633800219	1.10681350878672e-09
11748544_s_at	1.30326257171591	1.11073349725442e-09
200006_PM_at	-0.245391118337138	1.11411933867541e-09
11724414_a_at	1.1202677817435	1.13850746533546e-09
11721435_at	1.55485178761645	1.14825215719626e-09
11751377_a_at	-0.742955757697527	1.1654686097455e-09
11756544_a_at	0.644669041608238	1.17911632044987e-09
11747952_x_at	-0.810798083280538	1.18822501067237e-09
11753964_x_at	-0.662510039444619	1.19588048464865e-09
11716780_s_at	1.04350335760409	1.19637073500662e-09
11732375_a_at	-0.870291378596569	1.20738615560815e-09
11723019_at	1.27383298780387	1.20931525442066e-09
11753421_a_at	1.26019181269144	1.24722204390349e-09
11752680_a_at	0.7406825693395	1.25399757172447e-09
11759551_at	1.13442251360738	1.25543305009025e-09
11758660_s_at	1.02598099840937	1.26365383542101e-09
11761734_x_at	-0.577917772344683	1.26890812012546e-09
11750222_a_at	1.13640866728822	1.28259256909628e-09
11731436_at	0.329826361646342	1.30419058829899e-09
11722698_a_at	-0.460315000160489	1.31760146707961e-09
11718383_a_at	-0.514219380993129	1.35666845261982e-09
11745762_x_at	-0.728370428566352	1.39530787036823e-09
11715467_s_at	-0.99635010551968	1.43198242346437e-09
11716500_a_at	-1.37358918492339	1.44052809224269e-09
11750279_a_at	1.88917838361562	1.45736228703694e-09
11745878_x_at	1.0358007988117	1.46269678024203e-09
11715202_s_at	0.574129695999476	1.47187496054598e-09
11720230_at	0.488786936298049	1.48737442945144e-09
11740578_a_at	-0.591584395189458	1.48878478591516e-09
11738414_a_at	1.0431566468217	1.50225153558914e-09
11716203_a_at	-1.64545537362282	1.52834796523177e-09
11719854_a_at	-0.447531115861846	1.5352913397284e-09
11755356_x_at	-0.590805502986847	1.55564829178581e-09
11715290_s_at	0.707714252383392	1.55774919208538e-09
11717326_at	1.35551254743241	1.55792864584193e-09
11756590_a_at	-0.567193611265927	1.55885903621026e-09
11717560_at	1.04109065433354	1.56152777975698e-09
11716292_a_at	-1.40792829832621	1.5670109153756e-09
11723517_a_at	0.819754395845056	1.58645690858949e-09
11733857_x_at	0.95805854763746	1.59320045613031e-09
11716573_a_at	1.52482221127083	1.60285472318395e-09
11747277_a_at	-0.574171893045153	1.61115254442539e-09
11755377_a_at	0.71656223909207	1.61469348676462e-09
11723416_x_at	0.785648568308871	1.63585631440818e-09
11728719_a_at	1.66988851240808	1.66305389063165e-09
11716805_s_at	2.394321777242	1.67780069474302e-09
11745047_a_at	-0.659210173071148	1.6922968008316e-09
11715845_s_at	0.655636525198193	1.71168669433812e-09
11746123_x_at	0.417982729309304	1.73956373753221e-09
11743444_s_at	0.47668071110637	1.78380025576626e-09
11755663_s_at	1.29725686282375	1.83535965990251e-09
11737718_a_at	-0.488220364189487	1.85551199491528e-09
11758536_s_at	1.00669464640766	1.86468998073092e-09
11757278_x_at	0.779992569739291	1.86852953907534e-09
11715674_s_at	0.999682827219141	1.96588212059244e-09
11743354_a_at	0.611805854924341	1.97221911583279e-09
11729386_s_at	0.886165314246093	1.98562434066104e-09
11716741_x_at	0.653383897051929	1.99402031150468e-09
11755251_x_at	1.42148630094659	2.00353476992211e-09
11758639_s_at	-0.688998766675515	2.01209923792736e-09
11742857_at	-0.529173393020539	2.03466993648103e-09
11743184_a_at	-0.669254723628838	2.04645100764052e-09
11755309_x_at	0.929979317620134	2.05174281248165e-09
11715557_at	-0.560897795976509	2.05785373727162e-09
11749897_x_at	-1.04488160483986	2.11385463318256e-09
11751084_s_at	1.06599242563351	2.11719613565927e-09
11718763_a_at	-0.460110127729255	2.11875536778299e-09
11720786_a_at	-0.545061532798089	2.12013937361744e-09
11755458_a_at	-0.446397880842815	2.14583316681287e-09
11734193_a_at	0.710940255447987	2.15059763682345e-09
11750160_a_at	0.410082046875836	2.15796447500609e-09
11754316_a_at	0.522733764555455	2.1709659066886e-09
11718025_at	0.680246021877404	2.17513230877931e-09
11721472_a_at	-0.458822994219509	2.20131822618489e-09
11750538_x_at	-0.616261011414352	2.21174643431109e-09
11756230_a_at	1.24263638855482	2.22248523405994e-09
11750078_a_at	-0.567364488666295	2.22293902217284e-09
200023_PM_s_at	0.46141563552898	2.26251862282694e-09
11718607_x_at	-0.615286538666102	2.27946087807795e-09
11755255_a_at	-0.651065546224541	2.30699038429054e-09
11717015_a_at	-0.376652474900615	2.33117069216924e-09
11722085_a_at	-0.624392586456507	2.42334839532062e-09
11745435_a_at	0.610915836498291	2.4240572015032e-09
11724933_a_at	-0.538691131177713	2.44301668380136e-09
11724454_at	-0.886006848857266	2.45445330386916e-09
11725645_a_at	0.756819220433899	2.46939271278675e-09
11730737_a_at	-0.747256704297739	2.50465232664709e-09
11736172_at	0.76867341842231	2.51880503176572e-09
11722898_s_at	0.462308208979232	2.5206678060973e-09
11720193_x_at	-0.789287595377556	2.52422859665719e-09
11722705_at	1.74632530809408	2.56113797487392e-09
11716293_x_at	-1.46981314411469	2.58383232317432e-09
11746523_x_at	1.01676093565131	2.60529863275102e-09
11757409_x_at	0.614019229455214	2.60624974304536e-09
11722324_a_at	0.767797345902981	2.61214426101658e-09
11753665_x_at	0.883701277118416	2.64591484412865e-09
11717377_s_at	-0.692618143300187	2.74328300834626e-09
11758163_s_at	0.866533594485122	2.7578845112768e-09
11751672_x_at	0.579480072635247	2.85082261959114e-09
11739146_a_at	1.28041455698402	2.8570177977734e-09
11715507_s_at	0.604501708583481	2.86636771806672e-09
11722040_a_at	-0.757355789901882	2.8918429623073e-09
11756133_a_at	-0.612002618138748	2.89269976268646e-09
11721770_x_at	-0.907338268619423	2.89525830551307e-09
11757291_s_at	-0.629052908690434	2.90002761444281e-09
11725920_a_at	0.599329843504358	2.93023317812887e-09
11717190_s_at	1.36957226241674	2.95170177780574e-09
11721539_at	1.02304995393664	2.96129829377083e-09
11741012_a_at	1.3711659000576	2.97517661005098e-09
11733918_a_at	-0.368956539084825	3.00670970277148e-09
11753018_x_at	-0.576433913376205	3.01626381534194e-09
11718930_a_at	0.961394804504703	3.09559852121702e-09
11733690_s_at	0.363222794380014	3.09955764667389e-09
11715918_s_at	0.591270823128777	3.11976184435525e-09
11745890_x_at	0.878374108970897	3.13215463082566e-09
11720315_x_at	-0.635474140474299	3.15142107578155e-09
11740071_x_at	-0.610271061082501	3.18198496616482e-09
11745232_s_at	-0.910010849638617	3.18802446758374e-09
11744390_s_at	-0.562343375139168	3.21211577750689e-09
11729081_at	-0.86087852290538	3.21319384041733e-09
11726286_a_at	-0.499575781595631	3.21566410508158e-09
11729674_a_at	-0.570793818844718	3.22358714971195e-09
11730338_a_at	1.30361291960786	3.28045331098365e-09
11757321_a_at	0.768108270754474	3.30078092688192e-09
11743989_a_at	-0.857570037463579	3.34620044131274e-09
11744264_a_at	-0.794019833493369	3.43990331742984e-09
11758179_s_at	1.44371155436806	3.44250104938748e-09
11719934_a_at	-1.58280654594101	3.48260999291225e-09
11715978_a_at	0.519071492607385	3.49491161649363e-09
11716448_a_at	-0.447696665466357	3.51383664332314e-09
11741197_s_at	0.928620670504801	3.52623484651795e-09
11746562_x_at	1.27940669509242	3.53185635673482e-09
11727035_at	0.641713841400027	3.53733687491747e-09
11731325_a_at	-2.53955840753011	3.57416336869404e-09
11723871_a_at	3.62212924123007	3.57588498402725e-09
11749255_x_at	-0.671131825683273	3.60437004531025e-09
11725372_x_at	1.2352797618584	3.68499198924112e-09
11725706_s_at	1.19548609593564	3.70790883694692e-09
11748766_a_at	0.967154766264489	3.72808065214572e-09
11757958_s_at	0.966327946869662	3.77454055781831e-09
11728446_a_at	0.97269175667873	3.79200734788724e-09
11725152_at	-1.36357177718661	3.80085705844252e-09
11721004_x_at	0.831796515940446	3.82969922454436e-09
11755496_a_at	-0.318622616520216	3.87944393363073e-09
11720314_s_at	-0.4806684026647	3.9030534971785e-09
11736173_at	1.13338235597714	3.90308362602341e-09
11754945_x_at	-0.550532399927651	3.9204109834263e-09
11757649_a_at	-0.594462784027184	3.92215008799514e-09
11717652_s_at	1.30110419163107	3.97220541510844e-09
11738073_s_at	1.30110419163107	3.97220541510844e-09
11759223_a_at	-0.573429709495935	4.03870515135148e-09
11715922_x_at	-0.564519216386932	4.05416189094238e-09
11729917_at	1.01706358219682	4.08943054084549e-09
11755772_a_at	0.952556686911613	4.09258923440729e-09
11728055_at	0.486297417949462	4.09732019456187e-09
11748770_a_at	-0.437928264348519	4.15379819950462e-09
11715466_at	-1.22503265751039	4.16056204082051e-09
11750416_a_at	-1.78176331187647	4.19787223283154e-09
11723753_a_at	-0.553971752312984	4.22383758425608e-09
11747961_a_at	1.23777489605937	4.28619386194549e-09
11736522_a_at	0.988404882237486	4.31021611044754e-09
11752486_a_at	-1.50919200917238	4.31855740063473e-09
11746069_a_at	0.859398535957369	4.38668828472257e-09
11724321_s_at	0.572391440789254	4.40310976571633e-09
11724748_at	0.334494134616875	4.408812714433e-09
11716813_a_at	0.743020081655966	4.46011678643672e-09
11723217_x_at	0.823067188069169	4.46166330870221e-09
11727106_a_at	-0.369159474454749	4.46380491967632e-09
11745828_x_at	1.31219030139063	4.52951010871676e-09
11717984_s_at	-0.533539393013651	4.55017321704798e-09
11739541_a_at	1.21963329951332	4.61180042263734e-09
11757894_x_at	1.12702250164545	4.61577440238335e-09
11746519_x_at	-0.767607414707153	4.71244171894464e-09
11758314_s_at	-0.758309141465833	4.73127133825967e-09
11757903_s_at	1.10395931930136	4.75355367164173e-09
11715850_x_at	0.511493909929377	4.7806078936426e-09
11750770_a_at	-1.79542927223715	4.81250053100137e-09
11764036_s_at	-0.623507384073215	4.82382998098715e-09
11749307_x_at	0.839913093425633	4.8641900781908e-09
11751211_a_at	0.963444880637563	4.89168192904787e-09
11756952_a_at	-0.565557195967039	4.89821420403294e-09
11746269_a_at	-1.35646925521132	4.90868138065345e-09
11760913_at	-0.842089001433781	4.91216355327609e-09
11756564_a_at	-0.616429440634872	4.92802286988167e-09
11758123_a_at	-1.06175371949823	5.00065938258504e-09
11721538_a_at	-0.749151221310152	5.00824927673971e-09
11727087_a_at	-0.596065721634614	5.05414887477641e-09
11715432_a_at	0.934599651667727	5.05832149406672e-09
11744024_a_at	-0.677215941710899	5.07413059210472e-09
11740073_a_at	-0.833872749776334	5.07864001696509e-09
11754361_s_at	0.484974585536761	5.12467957808895e-09
11747878_a_at	-0.775248195644763	5.1418283405814e-09
11721683_a_at	-0.59353460125756	5.28159933416263e-09
11754723_a_at	-0.702767596695449	5.28723402179947e-09
11756435_a_at	-0.544095960102932	5.29161875805654e-09
11732212_at	0.839721107887451	5.30770518320291e-09
11744384_x_at	-0.339027367593066	5.34265033891125e-09
11720062_s_at	0.662486878565862	5.43067896051405e-09
11721003_at	0.808568674802949	5.45305592927726e-09
11757865_a_at	1.78002631567104	5.45988386932997e-09
11720653_a_at	0.826910471455897	5.47981882093339e-09
11741263_s_at	1.35217262050253	5.55672469720034e-09
11757450_s_at	0.857601293156679	5.62237076542837e-09
11716585_a_at	-0.432118924150894	5.64040677833704e-09
11750014_x_at	-0.373931153601877	5.66652000444099e-09
11718275_x_at	0.416407088214149	5.67509882289295e-09
11725902_s_at	1.25691454393638	5.84019775829353e-09
11743034_x_at	0.43879695814457	5.86066238501629e-09
11756511_a_at	1.33992520237516	5.89827080887737e-09
11746215_a_at	-0.542846906249364	5.91143428034366e-09
11717093_at	-0.694719742772661	6.02791534009685e-09
