PROBEID	LowvsGlass_FC	LowvsGlass_pval
11730404_at	-2.617089586	4.35E-11
11733871_a_at	-1.789685747	4.41E-11
11716401_a_at	-2.055734454	4.44E-11
11718979_a_at	1.70168269	4.58E-11
11726298_s_at	-1.680982205	4.61E-11
11759191_at	1.629593144	4.62E-11
11720213_x_at	1.611390079	4.63E-11
11716095_s_at	-2.320317538	4.67E-11
11719559_at	-2.182556883	4.74E-11
11754918_s_at	-1.846754521	4.85E-11
11722950_a_at	-2.370165096	4.90E-11
11732393_a_at	-3.365303282	4.95E-11
11755618_a_at	-1.67233266	4.97E-11
11720062_s_at	-1.582808676	5.03E-11
11721770_x_at	1.875581909	5.07E-11
11715697_a_at	1.630958667	5.07E-11
11744185_a_at	-2.02990739	5.13E-11
11735090_s_at	1.646746785	5.19E-11
11742138_a_at	-2.726761521	5.19E-11
11724454_at	1.848053918	5.21E-11
11720052_s_at	1.606383782	5.22E-11
11723672_a_at	1.724405555	5.25E-11
11752588_s_at	1.626294395	5.25E-11
11750308_s_at	1.646288568	5.26E-11
11725047_x_at	-1.866345262	5.28E-11
11755772_a_at	-1.935299281	5.30E-11
11744999_a_at	1.68406337	5.32E-11
11753775_x_at	1.520055177	5.34E-11
11758672_s_at	3.772753706	5.43E-11
11729081_at	1.816143907	5.48E-11
11746346_s_at	1.649863576	5.58E-11
11745232_s_at	1.87905963	5.59E-11
11718786_a_at	-2.201456605	5.63E-11
11718892_s_at	-2.246592668	5.64E-11
11734146_at	-2.669888426	5.66E-11
11717830_a_at	-1.766919975	5.73E-11
11750180_x_at	2.134701772	5.78E-11
11722310_a_at	-1.79956076	5.94E-11
11749391_x_at	-1.791954289	6.05E-11
11756078_a_at	-2.049512608	6.13E-11
11723517_a_at	-1.765105476	6.25E-11
11756237_a_at	-1.679759361	6.29E-11
11758163_s_at	-1.823276793	6.29E-11
11730948_x_at	1.742129253	6.36E-11
11745421_a_at	1.771728833	6.40E-11
11758955_at	-1.690272154	6.42E-11
11758437_s_at	-2.017228001	6.47E-11
11730549_a_at	-2.2996359	6.52E-11
11724800_a_at	-1.818107504	6.54E-11
11728793_s_at	-1.68912727	6.54E-11
11716813_a_at	-1.673675782	6.55E-11
11722324_a_at	-1.702668226	6.56E-11
11747721_s_at	1.577437637	6.70E-11
11745890_x_at	-1.8383024	6.71E-11
11719538_at	-1.94291833	6.72E-11
11728714_a_at	-1.779986871	6.72E-11
11716664_x_at	1.922548997	6.72E-11
11723847_a_at	-2.239201146	6.82E-11
11745762_x_at	1.656766662	6.91E-11
11757450_s_at	-1.812023032	6.95E-11
11723416_x_at	-1.723867115	6.97E-11
11730234_x_at	-1.692478993	7.04E-11
11748855_a_at	1.674635069	7.07E-11
11753485_a_at	-1.873640615	7.09E-11
11738623_s_at	-1.701349863	7.20E-11
11748828_a_at	-1.615364779	7.29E-11
11720029_a_at	-1.793516637	7.29E-11
11724083_a_at	1.590862591	7.31E-11
11719447_s_at	2.247261176	7.34E-11
11760913_at	1.792643986	7.41E-11
11744138_at	-2.30248596	7.44E-11
11738030_s_at	-1.588466409	7.45E-11
11725497_a_at	1.634701356	7.46E-11
11744264_a_at	1.733898964	7.47E-11
11756712_a_at	1.714140681	7.56E-11
11727067_a_at	-2.674848472	7.59E-11
11741772_a_at	-1.840444833	7.66E-11
11746519_x_at	1.702444084	7.68E-11
11718541_a_at	-1.892484485	7.72E-11
11727268_at	-1.902239904	7.78E-11
11715506_a_at	-1.560502902	7.81E-11
11756820_a_at	-2.961542027	7.82E-11
11730449_a_at	-1.779331926	7.86E-11
11755084_x_at	-1.739791948	8.01E-11
11729387_x_at	-1.89769922	8.02E-11
11758355_s_at	-2.010817097	8.05E-11
11717552_s_at	-1.792039432	8.06E-11
11754959_a_at	-1.90881287	8.20E-11
11749255_x_at	1.592321689	8.25E-11
11739068_a_at	-1.958104066	8.25E-11
11736319_at	-1.920578595	8.33E-11
11716141_a_at	1.662565361	8.36E-11
11715988_x_at	1.537048042	8.39E-11
11719438_at	-1.810735853	8.40E-11
11753939_x_at	1.707661518	8.54E-11
11731049_at	-2.393870524	8.55E-11
11721034_at	-2.067450858	8.55E-11
11734193_a_at	-1.636870576	8.56E-11
11716143_a_at	1.597536927	8.69E-11
11723250_a_at	1.625395105	8.73E-11
11749208_a_at	2.569662093	8.74E-11
11721004_x_at	-1.779900404	8.77E-11
11718656_at	1.933536773	8.80E-11
11717377_s_at	1.616213897	8.87E-11
11727730_a_at	-2.70820818	8.88E-11
11757321_a_at	-1.703035219	8.99E-11
11754357_a_at	-2.315672815	9.07E-11
11740073_a_at	1.782463766	9.12E-11
11753594_x_at	-1.648824387	9.15E-11
11746986_x_at	1.545738562	9.29E-11
11721000_at	-1.73507428	9.33E-11
11755020_a_at	1.773492304	9.40E-11
11756456_a_at	1.747943663	9.45E-11
11753964_x_at	1.582834087	9.53E-11
11756448_x_at	1.605364712	9.60E-11
11715470_x_at	1.529134628	9.63E-11
11725746_a_at	-1.717590023	9.63E-11
11754773_a_at	-2.689681278	9.63E-11
11752680_a_at	-1.670966221	9.66E-11
11721538_a_at	1.680803675	9.94E-11
11749333_a_at	1.557138903	1.00E-10
11751377_a_at	1.673601161	1.00E-10
11740148_x_at	-2.017542793	1.02E-10
11723215_s_at	-2.92729596	1.02E-10
11732131_x_at	2.05381473	1.04E-10
11749588_a_at	1.822182673	1.04E-10
11757702_s_at	-1.72917491	1.05E-10
11720653_a_at	-1.773882526	1.06E-10
11719955_a_at	1.769847947	1.06E-10
11715867_x_at	1.647326523	1.06E-10
11728791_at	-1.942961169	1.07E-10
11744474_s_at	-1.703720982	1.07E-10
11738996_a_at	-1.903664151	1.08E-10
11754314_a_at	-2.391679806	1.08E-10
11741965_x_at	-2.098272286	1.08E-10
11716987_a_at	-1.828819295	1.09E-10
11731303_a_at	-2.088883999	1.09E-10
11720193_x_at	1.728220854	1.10E-10
11725080_a_at	1.633664509	1.10E-10
11746330_a_at	1.624491726	1.11E-10
11727820_a_at	1.57101192	1.12E-10
11715918_s_at	-1.506573254	1.13E-10
11717093_at	1.61856998	1.13E-10
11754478_x_at	1.567116753	1.14E-10
11749318_a_at	1.980209965	1.16E-10
11744880_a_at	-2.073893117	1.17E-10
11756923_s_at	-2.863028553	1.18E-10
11723365_a_at	1.657850484	1.19E-10
11720032_a_at	-3.006243163	1.19E-10
11727209_a_at	1.527460113	1.19E-10
11725957_x_at	1.484752866	1.20E-10
11730981_x_at	-1.620232714	1.20E-10
11718538_x_at	-1.655905658	1.21E-10
11736172_at	-1.703702481	1.21E-10
11754573_a_at	-1.881430307	1.22E-10
11719810_at	1.518069978	1.23E-10
11719343_x_at	-2.524763154	1.24E-10
11720523_at	1.679696096	1.24E-10
11721003_at	-1.751472911	1.24E-10
11721185_at	-1.597163656	1.26E-10
11727574_at	-1.942779062	1.27E-10
11723217_x_at	-1.769163261	1.28E-10
11746180_a_at	-1.900111794	1.28E-10
11721140_a_at	-1.732448542	1.29E-10
11758566_s_at	1.707449322	1.30E-10
11737153_at	-1.490632057	1.31E-10
11729297_at	-1.968709998	1.32E-10
11755912_s_at	-1.940538707	1.33E-10
11720028_x_at	-1.679007683	1.34E-10
11717994_a_at	-3.552360382	1.34E-10
11725645_a_at	-1.689761017	1.36E-10
11725956_a_at	1.498975998	1.36E-10
11755377_a_at	-1.64326168	1.37E-10
11720003_at	-1.680534842	1.38E-10
11754183_s_at	-1.673480917	1.39E-10
11744137_a_at	-1.526896832	1.41E-10
11740719_a_at	2.116909153	1.41E-10
11751935_a_at	2.017877802	1.42E-10
11753435_x_at	1.578470187	1.43E-10
11739000_a_at	-1.500781317	1.43E-10
11748068_x_at	1.821963572	1.44E-10
11758907_at	-2.151148118	1.47E-10
11718537_s_at	-1.856465229	1.47E-10
11745543_x_at	-1.813645495	1.48E-10
11729066_a_at	-1.700515802	1.50E-10
11733212_a_at	-1.848926434	1.51E-10
11747678_x_at	1.504263717	1.51E-10
11753018_x_at	1.491158809	1.51E-10
11735751_a_at	1.66690208	1.54E-10
11759922_a_at	-2.022162004	1.54E-10
11715709_x_at	-1.799272414	1.54E-10
11728523_a_at	-2.712910579	1.57E-10
11731525_at	1.520702638	1.57E-10
11718728_a_at	-1.58454097	1.57E-10
11722040_a_at	1.690389592	1.57E-10
11718276_x_at	1.595738787	1.58E-10
11717643_a_at	1.575880831	1.58E-10
11747809_a_at	-2.14423552	1.62E-10
11741582_a_at	1.559440586	1.62E-10
11716640_a_at	1.856823387	1.63E-10
11744339_a_at	-1.636720201	1.64E-10
11716876_a_at	1.843782835	1.64E-10
11754202_a_at	-1.776472986	1.65E-10
11754344_s_at	2.174503093	1.65E-10
11725310_at	2.346156612	1.71E-10
11757291_s_at	1.546549391	1.74E-10
11739539_a_at	-1.690345203	1.75E-10
11716698_s_at	-1.597624801	1.75E-10
11715290_s_at	-1.633214467	1.77E-10
11755933_x_at	-2.423743943	1.78E-10
11754365_s_at	-1.580105386	1.78E-10
11736232_at	-2.070665903	1.81E-10
11746611_a_at	-1.972239011	1.83E-10
11737480_x_at	1.736884116	1.84E-10
11728094_s_at	-1.847604786	1.84E-10
11718385_at	-2.124378844	1.87E-10
11726688_at	2.406412524	1.88E-10
11716816_a_at	1.58544086	1.88E-10
11748346_s_at	-1.668018656	1.89E-10
11720780_a_at	-1.588462003	1.90E-10
11730339_a_at	-1.897867467	1.91E-10
11731153_a_at	1.768290859	1.92E-10
11719045_a_at	-1.717337642	1.96E-10
11729048_a_at	-1.726822945	1.96E-10
11721627_a_at	-1.870829402	1.97E-10
11743517_a_at	-2.508666856	1.97E-10
11748793_a_at	1.936443726	1.98E-10
11749888_x_at	-1.787352509	1.98E-10
11749869_x_at	-1.89559204	1.99E-10
11722346_a_at	-1.733365428	2.02E-10
11747938_x_at	-1.667492983	2.02E-10
11743089_a_at	-2.062661966	2.03E-10
11746174_s_at	1.543036328	2.04E-10
11749990_x_at	-2.133915727	2.04E-10
11720927_a_at	1.703557137	2.06E-10
11723414_a_at	-1.770509166	2.08E-10
11724885_at	-1.648900757	2.09E-10
11725370_s_at	-2.055578015	2.11E-10
11744370_a_at	-2.130560474	2.11E-10
11728277_x_at	1.479885843	2.13E-10
11715447_at	1.505849874	2.16E-10
11737208_a_at	-2.939973679	2.16E-10
11715564_s_at	-1.639662266	2.18E-10
11742692_a_at	1.477483784	2.18E-10
11751415_a_at	-1.849306412	2.19E-10
11734149_x_at	1.788094617	2.21E-10
11717047_s_at	-1.467729338	2.21E-10
11749812_s_at	-2.288745954	2.22E-10
11752832_x_at	-1.689814911	2.23E-10
11739926_a_at	-2.053642087	2.25E-10
11754629_s_at	1.610673494	2.26E-10
11721205_a_at	-2.238431503	2.28E-10
11754529_x_at	1.484357821	2.30E-10
11718025_at	-1.60241299	2.31E-10
11742872_s_at	-2.490523674	2.32E-10
11715380_s_at	-1.590449829	2.34E-10
11729338_x_at	-2.030402332	2.34E-10
11758872_at	1.788236479	2.35E-10
11743670_s_at	-2.141556189	2.35E-10
11736916_a_at	-1.497588639	2.36E-10
11716741_x_at	-1.57285306	2.37E-10
11722564_at	-1.487028385	2.38E-10
11718100_s_at	1.554207898	2.39E-10
11745000_x_at	1.670148896	2.40E-10
11724407_s_at	1.873018572	2.42E-10
11743466_at	1.551916946	2.42E-10
11756661_a_at	-1.538153499	2.43E-10
11749877_x_at	-1.965093608	2.44E-10
11721141_x_at	-1.665450894	2.46E-10
11717511_a_at	1.566896808	2.48E-10
11756544_a_at	-1.563380601	2.52E-10
11748175_x_at	-1.748904198	2.52E-10
11717730_s_at	-1.632050358	2.57E-10
11721445_x_at	-1.611477801	2.57E-10
11718169_a_at	1.67645321	2.57E-10
11728332_a_at	-1.739552916	2.58E-10
11756756_a_at	1.838106719	2.59E-10
11721683_a_at	1.508939122	2.62E-10
11720068_a_at	-1.635080221	2.67E-10
11725890_s_at	-1.711905849	2.68E-10
11720928_at	1.907985848	2.68E-10
11719534_a_at	1.622407131	2.70E-10
11744413_x_at	1.512088218	2.70E-10
11739666_a_at	1.606154943	2.73E-10
11755295_x_at	1.619945426	2.73E-10
11739973_s_at	-2.373099328	2.73E-10
11763704_a_at	-2.162005472	2.74E-10
11722330_at	-1.998099917	2.74E-10
11732596_a_at	-1.91097753	2.79E-10
11722121_a_at	1.621836546	2.83E-10
11730846_x_at	-1.608706218	2.85E-10
11741065_a_at	2.026944531	2.85E-10
11717290_s_at	1.799305163	2.87E-10
11715923_a_at	1.623528047	2.87E-10
11727243_a_at	-2.074996171	2.88E-10
11726114_at	-1.607637574	2.88E-10
11723621_at	-1.877531408	2.91E-10
11758118_s_at	1.519937751	2.93E-10
11751711_s_at	1.790531999	2.94E-10
11756668_x_at	-1.474828611	2.94E-10
11720621_s_at	-1.484006441	2.94E-10
11745047_a_at	1.579217818	2.96E-10
11739903_a_at	-1.554525694	2.98E-10
11758428_s_at	-1.911174727	2.98E-10
11732152_a_at	-1.982460739	2.98E-10
11740089_x_at	-2.218232855	2.99E-10
11743184_a_at	1.590251253	3.00E-10
11715413_s_at	-1.719319219	3.01E-10
11758122_s_at	-1.778849492	3.03E-10
11744184_a_at	-2.079765074	3.03E-10
11751394_s_at	-2.566931068	3.05E-10
11720547_a_at	1.70391337	3.06E-10
11715369_s_at	1.579582087	3.08E-10
11750261_a_at	1.59595437	3.09E-10
11715557_at	1.475186948	3.11E-10
11717995_x_at	-2.944091551	3.13E-10
11754723_a_at	1.627624156	3.16E-10
11719106_a_at	1.649408793	3.17E-10
11723908_at	-1.693167717	3.22E-10
11736348_a_at	-1.681939912	3.24E-10
11719853_s_at	-2.1755116	3.24E-10
11757674_x_at	-1.672036733	3.25E-10
11732261_a_at	-2.023787385	3.27E-10
11727035_at	-1.560181468	3.28E-10
11719323_at	-1.674766211	3.29E-10
11747677_a_at	1.481217766	3.31E-10
11715845_s_at	-1.575310836	3.34E-10
11746855_a_at	1.504432492	3.35E-10
11760964_x_at	-1.852068364	3.38E-10
11759135_x_at	-3.006404461	3.41E-10
11739951_a_at	2.110906553	3.42E-10
11760020_x_at	-1.791780632	3.43E-10
11715232_x_at	1.534717791	3.47E-10
11718686_x_at	1.678607749	3.48E-10
11761538_x_at	1.763267703	3.51E-10
11745697_a_at	1.894217514	3.54E-10
11720654_a_at	-2.210085679	3.55E-10
11743061_at	1.485331989	3.57E-10
11716847_a_at	1.597300606	3.59E-10
11720315_x_at	1.553448206	3.59E-10
11722691_at	1.513075834	3.62E-10
11734006_a_at	1.829625658	3.63E-10
11739453_a_at	1.740068577	3.65E-10
11732104_a_at	1.605064651	3.66E-10
11730552_a_at	-1.819852237	3.67E-10
11736021_a_at	1.64025414	3.67E-10
11727098_at	2.781601976	3.69E-10
11727182_at	-2.509966619	3.70E-10
11721436_a_at	-2.595664944	3.74E-10
11755311_a_at	1.59504443	3.76E-10
11723892_at	-1.966045761	3.76E-10
11739097_x_at	1.761176974	3.77E-10
11743443_x_at	-1.779388073	3.78E-10
11758225_s_at	-1.770378678	3.79E-10
11725209_at	1.785248316	3.80E-10
11750538_x_at	1.532897266	3.87E-10
11740578_a_at	1.506900746	3.89E-10
11755367_s_at	-1.932257367	3.90E-10
11747709_a_at	1.713575832	3.90E-10
11737764_a_at	1.815985138	3.91E-10
11755255_a_at	1.570327581	3.91E-10
11732132_a_at	1.868624912	3.91E-10
11745289_a_at	-1.639551682	3.92E-10
11730952_a_at	-1.619505696	3.93E-10
11719683_a_at	1.564479332	3.94E-10
11717327_at	-2.164582237	3.96E-10
11747400_a_at	1.609177579	3.98E-10
11752963_a_at	1.912362057	3.98E-10
11715665_a_at	-2.117689171	3.99E-10
11720053_x_at	1.565029489	3.99E-10
11718296_a_at	-1.851864256	4.02E-10
11727783_s_at	-1.550796049	4.05E-10
11743093_a_at	-1.636834656	4.10E-10
11716268_at	1.614299735	4.11E-10
11755738_x_at	-2.938235638	4.12E-10
11757915_s_at	2.345910335	4.16E-10
11726299_x_at	-1.51785492	4.20E-10
11737831_a_at	-1.604136098	4.21E-10
11756810_a_at	-1.722335703	4.23E-10
11739413_at	-1.711242975	4.25E-10
11724418_a_at	1.788677041	4.29E-10
11745932_x_at	-1.518195836	4.30E-10
11744077_at	1.642485433	4.33E-10
11743775_s_at	1.612006036	4.37E-10
11733071_a_at	1.550561473	4.37E-10
11756133_a_at	1.528379294	4.37E-10
11715202_s_at	-1.488779088	4.40E-10
11746991_a_at	-1.701080851	4.45E-10
11744024_a_at	1.599050988	4.46E-10
11722839_at	1.573059759	4.49E-10
11748576_a_at	1.744440386	4.51E-10
11749934_s_at	1.603273188	4.52E-10
11745965_a_at	1.732657066	4.54E-10
11715994_x_at	-1.589688711	4.54E-10
11726726_s_at	1.927572949	4.55E-10
11763340_s_at	-2.013817326	4.57E-10
11732247_s_at	1.586099037	4.57E-10
11715675_a_at	-1.705995343	4.60E-10
11734546_s_at	1.550256835	4.62E-10
11757938_s_at	-1.557905806	4.63E-10
11745435_a_at	-1.5272284	4.64E-10
11750078_a_at	1.481814123	4.65E-10
11751837_a_at	1.465320805	4.66E-10
11756118_s_at	-1.899441479	4.67E-10
11723632_a_at	-1.610896711	4.68E-10
11722085_a_at	1.54156165	4.68E-10
11758106_at	-1.510331032	4.70E-10
11724021_at	1.478562175	4.73E-10
11731154_x_at	1.693022861	4.74E-10
11754104_x_at	1.498259797	4.74E-10
11756471_a_at	-1.683780359	4.77E-10
11720672_a_at	-1.714740363	4.78E-10
11740021_at	-2.670015074	4.78E-10
11720132_a_at	1.694179889	4.80E-10
11758308_s_at	1.600765383	4.81E-10
11757409_x_at	-1.53051717	4.83E-10
11716874_x_at	1.514318324	4.83E-10
11718161_at	-1.639947935	4.88E-10
11727476_s_at	-1.536348864	4.89E-10
11731076_a_at	-1.655291908	4.92E-10
11717189_x_at	1.482262127	4.98E-10
11750214_a_at	1.627136969	5.03E-10
11731710_x_at	-2.130293989	5.10E-10
11719739_s_at	-1.778478111	5.10E-10
11728695_at	1.654838441	5.11E-10
11763697_s_at	1.818142869	5.14E-10
11727198_a_at	-1.821687975	5.19E-10
11732213_x_at	-2.014841627	5.22E-10
11723516_a_at	-1.78827504	5.24E-10
11754434_a_at	1.645445655	5.25E-10
11741186_at	1.707836767	5.30E-10
11718035_at	1.500331676	5.32E-10
11756876_a_at	1.520558568	5.32E-10
11756682_x_at	-1.640524687	5.33E-10
11738644_a_at	1.872419914	5.42E-10
11749789_a_at	-1.6729262	5.45E-10
11722840_s_at	1.537260218	5.45E-10
11749196_a_at	1.47744666	5.50E-10
11746347_s_at	1.788754126	5.51E-10
11740362_a_at	-2.097736729	5.53E-10
11748362_s_at	1.684854081	5.60E-10
11725521_x_at	-1.473103736	5.65E-10
11720410_s_at	1.636404672	5.69E-10
11756590_a_at	1.481638622	5.69E-10
11755015_s_at	-1.872340251	5.71E-10
11718933_s_at	2.252489847	5.74E-10
11750080_a_at	-1.538759957	5.80E-10
11744276_a_at	-1.759590273	5.90E-10
11722983_at	-2.465323797	5.99E-10
11750315_x_at	-1.815363233	6.01E-10
11743354_a_at	-1.528170859	6.05E-10
11718739_a_at	1.472426884	6.08E-10
11715870_a_at	1.506200999	6.10E-10
11716988_s_at	-1.502600198	6.16E-10
11748749_a_at	1.565928817	6.18E-10
11727061_a_at	1.712058197	6.19E-10
11745730_a_at	1.574641262	6.19E-10
11756649_a_at	1.515193077	6.24E-10
11741149_x_at	1.494597725	6.26E-10
11718607_x_at	1.531862215	6.30E-10
11743442_s_at	-1.722103938	6.34E-10
11725365_at	-2.176875284	6.38E-10
11745274_a_at	-1.934471868	6.39E-10
11755356_x_at	1.50608741	6.43E-10
11719069_s_at	1.638367612	6.43E-10
11719524_a_at	-1.658167115	6.45E-10
11742703_x_at	1.490125041	6.46E-10
11736898_s_at	-1.767173636	6.47E-10
11733923_a_at	2.291212655	6.50E-10
11737142_at	-1.563871303	6.53E-10
11743135_s_at	-2.130566985	6.59E-10
11754660_a_at	1.703401204	6.64E-10
11756314_a_at	-1.757232259	6.70E-10
11733849_a_at	1.445292336	6.81E-10
11718475_s_at	1.546116393	6.84E-10
11727824_at	1.606087396	6.84E-10
11720258_a_at	1.529968147	6.88E-10
11727947_at	-1.972224396	6.89E-10
11745818_x_at	-1.582743897	6.91E-10
11736114_a_at	1.706885935	6.91E-10
11756953_a_at	-1.830551119	6.94E-10
11720744_a_at	1.869281474	6.95E-10
11715922_x_at	1.47889458	6.98E-10
11760686_x_at	-1.81841155	6.99E-10
11722343_at	-1.672548805	7.09E-10
11756442_a_at	-1.791516791	7.13E-10
11720313_a_at	1.558959082	7.16E-10
11717742_a_at	-1.545255451	7.18E-10
11753434_a_at	1.549479299	7.18E-10
11720786_a_at	1.459082575	7.29E-10
11727240_a_at	1.600040379	7.30E-10
11753367_a_at	-1.553920897	7.33E-10
11719719_at	1.512230573	7.37E-10
11721199_a_at	-1.576756135	7.39E-10
11757390_s_at	-2.775808437	7.41E-10
11744277_x_at	-1.773901442	7.47E-10
11724220_s_at	1.681232911	7.52E-10
11754756_a_at	-2.333542143	7.60E-10
11730106_a_at	-2.572260669	7.61E-10
11757649_a_at	1.509910236	7.63E-10
11720192_at	1.914174451	7.68E-10
11731152_s_at	1.66775987	7.69E-10
11718685_a_at	1.550840628	7.70E-10
11718986_a_at	-1.933715567	7.78E-10
11750511_x_at	-1.611521089	7.79E-10
11749183_a_at	-1.845777246	7.82E-10
11761734_x_at	1.492693304	7.83E-10
11759223_a_at	1.488056917	7.86E-10
11746934_a_at	1.703684884	7.93E-10
11755239_a_at	1.89567547	7.94E-10
11735818_a_at	-1.466936493	7.99E-10
11718465_s_at	-1.581606055	8.08E-10
11740071_x_at	1.526545997	8.15E-10
11726566_a_at	1.634631041	8.15E-10
11733850_x_at	1.409391702	8.22E-10
11720239_a_at	1.498634464	8.24E-10
11764036_s_at	1.540616075	8.25E-10
11725920_a_at	-1.515012654	8.30E-10
11719179_a_at	1.808443281	8.30E-10
11751672_x_at	-1.494310623	8.30E-10
11720197_a_at	1.680572492	8.50E-10
11747277_a_at	1.488822634	8.53E-10
11733106_x_at	-1.46116663	8.61E-10
11715507_s_at	-1.520453514	8.68E-10
11751163_a_at	1.618523591	8.69E-10
11754316_a_at	-1.436675028	8.73E-10
11740983_x_at	-1.602614795	8.74E-10
11724625_a_at	-2.066922347	8.75E-10
11715556_a_at	1.536800677	8.78E-10
11750569_a_at	1.447760711	8.80E-10
11752128_a_at	1.459180456	8.80E-10
11758362_s_at	1.867321965	8.84E-10
11751356_s_at	1.495275722	8.85E-10
11724088_a_at	-1.789393961	8.86E-10
11752554_a_at	1.945277389	8.87E-10
11756564_a_at	1.533076236	9.04E-10
11724224_a_at	1.476736954	9.04E-10
11728331_a_at	-1.700197514	9.11E-10
11749550_a_at	1.562819114	9.15E-10
11718604_a_at	-1.599383571	9.16E-10
11725478_at	-1.774147471	9.17E-10
11731622_x_at	-1.824222842	9.17E-10
11757152_s_at	1.65999122	9.18E-10
11720717_a_at	-1.669129588	9.21E-10
11730099_a_at	-1.758988545	9.28E-10
11758266_s_at	1.422519885	9.29E-10
11733029_x_at	1.440373709	9.30E-10
11722392_a_at	1.509626963	9.40E-10
11754324_s_at	-1.828506442	9.43E-10
11742444_a_at	1.45416734	9.44E-10
11755581_a_at	-1.748896239	9.49E-10
11718618_a_at	1.68518384	9.52E-10
11737821_a_at	1.661295351	9.53E-10
11715696_a_at	1.934782616	9.54E-10
11755702_x_at	1.508824398	9.66E-10
11725073_s_at	-1.521343595	9.67E-10
11746616_a_at	-1.643284874	9.67E-10
11725342_a_at	1.612993949	9.68E-10
11739403_at	-1.703031974	9.72E-10
11731833_a_at	-1.720803931	9.76E-10
11736318_a_at	-2.253012238	9.77E-10
11721719_at	1.457849586	9.83E-10
11757558_s_at	-1.816680163	9.86E-10
11724321_s_at	-1.486986388	9.88E-10
11729605_a_at	-1.805902347	9.93E-10
11716663_a_at	1.924525931	1.00E-09
11716513_a_at	1.54075263	1.01E-09
11756435_a_at	1.458106361	1.02E-09
11730940_a_at	-1.66996608	1.03E-09
11742702_a_at	1.613680563	1.03E-09
11751170_a_at	1.45388905	1.04E-09
11720579_a_at	-1.657195114	1.04E-09
11756465_s_at	-1.636322645	1.04E-09
11726301_a_at	1.466113547	1.05E-09
11752166_x_at	-1.813242391	1.06E-09
11760428_at	-1.894503896	1.06E-09
11758344_s_at	1.50063061	1.07E-09
11755845_x_at	1.438878436	1.07E-09
11721760_a_at	1.435860576	1.08E-09
11744319_a_at	1.872234487	1.08E-09
11746423_a_at	1.574829597	1.08E-09
11715642_s_at	-1.542729545	1.08E-09
11729953_a_at	-1.773150727	1.08E-09
11747960_x_at	1.486315592	1.09E-09
11746737_a_at	-1.663788106	1.10E-09
11727841_a_at	-1.508396599	1.10E-09
11720409_s_at	1.645042029	1.10E-09
11753081_a_at	1.437470355	1.11E-09
11743129_at	-1.779922332	1.11E-09
11727807_at	1.909527459	1.12E-09
11756952_a_at	1.479958987	1.13E-09
11716142_x_at	1.634771622	1.13E-09
11732728_at	-1.749142521	1.15E-09
11725117_a_at	1.521557265	1.15E-09
11755435_a_at	-1.557331637	1.15E-09
11723660_x_at	1.649598951	1.16E-09
11716595_s_at	-1.433669413	1.16E-09
11746697_a_at	1.538536018	1.18E-09
11751101_a_at	1.808317635	1.18E-09
11750578_a_at	1.633180535	1.18E-09
11742766_a_at	-1.630310724	1.19E-09
11738624_x_at	-1.864118181	1.19E-09
11729820_at	1.628775088	1.20E-09
11749330_a_at	1.706386815	1.20E-09
11745465_x_at	-1.991562933	1.20E-09
11720652_a_at	-1.794290772	1.20E-09
11716304_a_at	-1.667954233	1.21E-09
11746985_s_at	-1.512289541	1.21E-09
11718227_a_at	1.720602261	1.22E-09
11759097_a_at	-1.954655165	1.22E-09
11735359_a_at	1.46676427	1.22E-09
11717301_at	-1.401437636	1.22E-09
11723482_s_at	-1.595138727	1.24E-09
11754945_x_at	1.464626089	1.24E-09
11758717_x_at	1.509173485	1.27E-09
11727849_a_at	1.441076406	1.27E-09
11739025_a_at	-1.468086132	1.27E-09
11734661_a_at	-1.642374366	1.28E-09
11747859_s_at	1.515585628	1.28E-09
11743045_a_at	-1.429390641	1.28E-09
11754037_x_at	1.49365095	1.29E-09
11715808_a_at	1.629922416	1.29E-09
11716873_a_at	1.565596801	1.30E-09
11727087_a_at	1.511588787	1.31E-09
11742086_a_at	1.79611955	1.31E-09
11719098_a_at	-1.43131049	1.31E-09
11723659_a_at	1.639793392	1.32E-09
11721242_s_at	-1.490691239	1.32E-09
