"Sample_CD122_negative 2"	"Sample_CD122_positive 2"
"Sema4c"	0.0768108916216443	2.84408073030586
"D430040D24Rik"	-4.76365831902528	-4.83103242003542
"Fam178b"	-4.97878794224898	-4.83103242003542
"Cox5b"	7.60597652379481	6.98553450663976
"Actr1b"	6.97355139732499	6.74719621780101
"Zap70"	3.24140580670413	7.88938063453063
"Tmem131"	6.10722988911075	6.48327827891105
"RP23-328J8.2"	-2.98716450631159	1.37467010774097
"Vwa3b"	-4.97878794224898	1.60153989640223
"Inpp4a"	0.81160049562769	5.0846284986984
"4930439A04Rik"	-4.97878794224898	-4.83103242003542
"Coa5"	7.95111170938935	7.34711502049822
"Unc50"	6.53207962973692	5.67235570612433
"Mgat4a"	5.27725691625575	4.89772516452357
"2010300C02Rik"	0.337903591358053	2.23980244703205
"Tsga10"	2.68787929706156	-4.83103242003542
"Lipt1"	1.98828377919729	2.06132144251821
"Mitd1"	4.28553166814217	5.5889150893554
"Mrpl30"	6.69010767876115	6.75210248794525
"Txndc9"	6.08568679703194	6.29937619716049
"Eif5b"	5.92912454007231	5.79346095721973
"Rev1"	4.77210805683646	0.355492868124529
"Aff3"	7.03937585575986	6.21524511846388
"Gm16150"	-4.89536886326365	2.33381642470956
"Gm16151"	-4.81194978427833	1.20599918741242
"Gm16152"	-2.6987870404237	0.157249307333277
"RP24-390D21.4"	-4.79671259389965	-0.233348213005927
"Chst10"	2.03626355941766	4.99046933471597
"Pdcl3"	6.20550860479245	6.82699152984195
"RP23-101P2.6"	-4.29173028327262	-4.83103242003542
"Npas2"	-1.27255124685206	-4.83103242003542
"Rpl31"	8.57044534052855	8.11055187416169
"Tbc1d8"	4.51836097735121	2.16915711034232
"Cnot11"	6.36726729947594	6.0326607621676
"Gm15832"	-4.97878794224898	-4.83103242003542
"Snord89"	-4.89536886326365	-4.83103242003542
"Rnf149"	5.15327028786599	5.11020644800409
"Rfx8"	-4.97878794224898	-4.83103242003542
"Map4k4"	4.71497090069635	6.06631311080793
"Il1r2"	2.26617807819508	-4.83103242003542
"Il1r1"	3.97839341745809	2.75243158800646
"Il1rl2"	3.99214922990946	3.34621070043428
"Il1rl1"	2.17336973271751	-4.83103242003542
"Il18r1"	3.97140676305079	6.82637496325834
"Il18rap"	4.95162821323074	9.00237854197229
"Slc9a2"	-4.79671259389965	-4.83103242003542
"Mfsd9"	-0.726910021563589	1.23047829651072
"Mrps9"	5.8687436685492	5.07291050716848
"Gpr45"	-4.89536886326365	-0.359067612848168
"Tgfbrap1"	5.15159845107718	4.80545136786465
"AI597479"	5.00339844435681	5.77331489668658
"Fhl2"	2.08850006052332	5.1826562942929
"Nck2"	5.70319587175207	6.34865935115874
"RP23-435E15.3"	-4.29757403655624	0.355492868124529
"Uxs1"	5.30387749224139	5.37335240352894
"Gm19587"	-4.76365831902528	-2.35247636096429
"Tpp2"	7.3531227509616	7.60328510810743
"Tex30"	5.53835051095083	3.90055976662035
"Kdelc1"	5.46864285639102	2.44515751144991
"Bivm"	3.85510273443995	4.59454543148351
"Ercc5"	3.79013502408908	3.54977696865204
"Txn-ps1"	-4.29173028327262	-0.693876768292017
"Gulp1"	-4.58077518307945	-4.83103242003542
"Col3a1"	-4.97878794224898	-4.83103242003542
"Col5a2"	-4.97878794224898	-4.83103242003542
"Wdr75"	6.36660530667589	6.06239749124032
"Gm5526"	-1.27255124685206	1.99732957145339
"Slc40a1"	5.75884598404401	4.41170262882862
"Gm8326"	-4.79671259389965	-1.48445413565309
"Dnah7c"	-4.97878794224898	-4.83103242003542
"Slc39a10"	5.47635768793758	4.8297967375997
"Gm8337"	-4.79671259389965	-2.35247636096429
"Sdpr"	-4.03482855442014	-4.83103242003542
"Nabp1"	4.00993310598477	7.0826878371735
"Myo1b"	1.13845060439213	-4.83103242003542
"Stat4"	4.76184828352989	7.93811248888084
"Gm3940"	-4.67179373097715	1.23047829651072
"Stat1"	4.26431067459296	6.65592393055005
"Gls"	7.00159998266635	7.37783651557453
"Nab1"	6.25261449487628	6.24626352968279
"Tmem194b"	3.09851736791638	5.26649992237735
"Mfsd6"	3.96844676249204	5.09844381464179
"Inpp1"	3.73491775255105	5.46213960167761
"Hibch"	5.96855710284539	4.4216032283195
"1700019D03Rik"	-4.83103242003542	-2.63645367103463
"Pms1"	3.57034146965868	4.36919943502411
"Ormdl1"	5.41350026890537	5.15429322088528
"Osgepl1"	4.26431067459296	3.04144105548653
"Asnsd1"	3.83994144625278	3.46400373788775
"Dnah7a"	-4.97878794224898	-4.83103242003542
"Stk17b"	6.57947674688064	8.8802292561063
"Hecw2"	-4.97878794224898	-4.83103242003542
"Ccdc150"	-4.77316212142748	-4.83103242003542
"Gtf3c3"	5.46395416800526	4.42656547225809
"Pgap1"	-1.16777555805711	1.55171903272324
"Ankrd44"	6.6618668722078	7.74207546385094
"4930444A19Rik"	-4.67179373097715	1.96875432411085
"RP23-388I22.1"	-4.97878794224898	1.32230109932555
"RP23-68O7.2"	-4.81194978427833	-2.35247636096429
"Sf3b1"	8.73814858151499	8.6739548338853
"Coq10b"	3.14228977000214	4.4216032283195
"Gm17971"	-4.97878794224898	-4.83103242003542
"Hspd1"	9.13388194836152	7.45215592109373
"Hspe1"	7.59783767748133	6.20045998179589
"Mob4"	5.64998700750883	6.50254298725024
"Rftn2"	2.81975565778829	2.06132144251821
"Mars2"	4.56884836444053	2.62136984901787
"Boll"	-2.98716450631159	-4.83103242003542
"Gm8292"	-3.7965336533002	-2.63645367103463
"Plcl1"	-2.50436892231967	-4.83103242003542
"RP23-453N3.4"	-4.8565812004128	-2.63645367103463
"Satb2"	-4.97878794224898	-4.83103242003542
"4930558J18Rik"	-1.24863985801332	-4.83103242003542
"1700066M21Rik"	3.88766188965826	-0.558232037663428
"Tyw5"	2.33756456542062	1.88716245254868
"9430016H08Rik"	4.78084183400009	4.5817711086161
"Spats2l"	-4.97878794224898	2.72963815036613
"Kctd18"	3.24855818040674	3.31321089664
"Sgol2"	4.26096534805071	4.19377843969745
"Aox4"	-2.63645367103463	-4.83103242003542
"Aox2"	-4.97878794224898	-4.83103242003542
"RP24-191N24.2"	-4.97878794224898	-4.83103242003542
"Bzw1"	9.22452930041409	8.93555039394879
"Clk1"	4.76521873359697	5.81849329652962
"Ppil3"	4.92104076590037	4.70308849521381
"Nif3l1"	5.9917247761236	5.91407625580657
"Orc2"	5.95424418576578	5.2098357659482
"Gm15834"	-4.83103242003542	-1.8958527126167
"Fam126b"	4.99620676668342	3.81093491741429
"Ndufb3"	7.13025367336748	6.69217915528807
"Gm10068"	-4.79671259389965	-1.2332923023275
"Gm20257"	1.01923266217473	3.28450983757128
"Cflar"	5.4096589171934	5.3760597037414
"Casp8"	7.30196368641287	7.58431973339901
"RP24-273P12.4"	-3.92757958657396	2.85429339082745
"Trak2"	4.8779732048572	5.78920548183699
"Stradb"	5.65722104771535	4.19377843969745
"Tmem237"	4.35012727484681	4.33347794448694
"G730003C15Rik"	-2.6987870404237	-4.83103242003542
"Mpp4"	-2.63645367103463	-4.83103242003542
"Gm29017"	-2.35247636096429	-4.83103242003542
"Gm19125"	-4.97878794224898	-4.83103242003542
"Als2"	5.03067772526942	4.65553660389567
"Fzd7"	2.03626355941766	-4.83103242003542
"Gm973"	-0.549426048822072	-4.83103242003542
"Sumo1"	7.76056916073952	7.34823427413871
"Nop58"	8.10498128600375	6.55085719256819
"Bmpr2"	1.42388401588287	-4.83103242003542
"Fam117b"	6.16315826417445	6.96886578302964
"RP23-27C10.2"	-3.92757958657396	-4.83103242003542
"Gm18829"	-4.97878794224898	-4.83103242003542
"Ica1l"	-4.97878794224898	-4.83103242003542
"Wdr12"	7.67027145416989	5.52690210952174
"Carf"	3.19402702561931	-4.83103242003542
"Nbeal1"	4.31584910045338	5.29812968606527
"Cyp20a1"	5.41869258750093	4.28553166814217
"RP23-264G9.1"	-4.97878794224898	-4.83103242003542
"Abi2"	5.07730583845945	6.08007419968064
"Raph1"	-1.8958527126167	4.64729798488472
"Eif4a-ps4"	4.67367268143664	3.93520109441681
"Cd28"	1.69290155905106	4.69221909821934
"Ctla4"	-4.79671259389965	1.90154709630809
"Icos"	3.8951449005241	5.11554381875296
"Pard3b"	2.96756940685694	3.13470110445077
"Pard3bos1"	-4.97878794224898	-4.83103242003542
"Gm11599"	-4.8565812004128	-2.63645367103463
"Nrp2"	2.00795723396623	3.69871321592886
"Gm4208"	2.75181923534944	2.34416939848904
"Ino80d"	4.73221912904023	3.2020587148588
"Ino80dos"	3.34163109172121	2.25269030298431
"Gm20342"	4.14582965481199	0.604310901402715
"Ndufs1"	7.29888933169299	7.01073141139862
"Eef1b2"	8.16495105334701	7.69747360663911
"Gm11605"	-4.76365831902528	-2.35247636096429
"Fastkd2"	6.11257978468057	4.79487429661661
"Klf7"	2.71135371439676	3.8293764730388
"Gm13748"	-4.11946615198807	-4.83103242003542
"Creb1"	6.15099832691067	6.62320846166232
"Mettl21a"	4.46726574450513	3.32984476915556
"2810408I11Rik"	3.48499705276901	1.90154709630809
"Ccnyl1"	1.61871290149991	3.40781454752208
"Fzd5"	-1.8958527126167	2.29790330686386
"Plekhm3"	3.01377326105577	5.00219716579515
"Rpl10a-ps1"	1.44094595939834	2.34416939848904
"Idh1"	7.19233942071141	2.99047480089366
"Pikfyve"	4.5592132893229	-4.83103242003542
"Rpe"	6.54041165504811	5.43345778305407
"Kansl1l"	3.53105482472171	2.57372110830396
"RP24-429G21.5"	-4.67179373097715	1.44295609816474
"RP24-429G21.3"	-1.7545417296761	-0.693876768292017
"RP24-429G21.2"	-4.97878794224898	-0.938031992840618
"RP24-429G21.1"	-4.77316212142748	-4.83103242003542
"RP24-429G21.7"	-2.50436892231967	-4.83103242003542
"Acadl"	7.27292692174113	7.7039836055797
"Rpl31-ps14"	-4.89536886326365	-1.8958527126167
"Lancl1"	6.50275623960513	6.27046873210067
"Gm29114"	-4.97878794224898	-4.83103242003542
"Ikzf2"	5.21866378238069	5.62031282726347
"Gm28112"	-2.6987870404237	-4.83103242003542
"Bard1"	1.82874939639787	4.18893655479319
"Atic"	6.71071382213122	4.72148009663053
"Fn1"	-4.83103242003542	-4.83103242003542
"Gm5256"	-4.53507991321395	-1.48445413565309
"Gm8885"	-4.8565812004128	-2.35247636096429
"Mreg"	-0.20361821545271	-4.83103242003542
"Gm25360"	-4.77316212142748	-4.83103242003542
"D230017M19Rik"	-3.92757958657396	-4.83103242003542
"Gm23472"	-4.89536886326365	-1.8958527126167
"Gm24497"	-4.89536886326365	-4.83103242003542
"Gm25939"	-4.8565812004128	-2.63645367103463
"Pecr"	4.86916119502703	-4.83103242003542
"Xrcc5"	4.12354570123941	6.21909380634165
"Smarcal1"	5.54434636928412	5.17950219505623
"Rpl37a"	9.71723680325248	9.80379615692722
"Igfbp5"	-4.97878794224898	-4.83103242003542
"Tns1"	5.41225982984684	2.42634814296035
"Rufy4"	-4.29757403655624	-4.83103242003542
"Cxcr2"	3.3319233082204	-4.83103242003542
"Arpc2"	9.56130797905091	9.84978853767515
"Aamp"	7.76570602797377	7.54447209526577
"Pnkd"	4.33890168202427	5.60708471972405
"RP23-280F6.5"	-4.79671259389965	-0.938031992840618
"Tmbim1"	5.99855832671884	4.60798067139055
"RP23-280F6.6"	-4.79671259389965	-4.83103242003542
"Slc11a1"	-3.92757958657396	-4.83103242003542
"Ctdsp1"	3.19402702561931	4.22628427746747
"Usp37"	6.02409203849363	6.21909380634165
"RP23-102B12.2"	-2.50436892231967	-4.83103242003542
"Rqcd1"	7.29297532773573	6.73807910818636
"Plcd4"	-4.97878794224898	-4.83103242003542
"Zfp142"	3.82852495914085	3.91047162314816
"Gm25035"	-4.97878794224898	-4.83103242003542
"Bcs1l"	4.86527423306287	4.5748008083584
"Rnf25"	4.54347810701614	4.83248183954289
"Stk36"	-4.97878794224898	-4.83103242003542
"Ttll4"	5.20737358936644	2.84870273267474
"Cyp27a1"	-2.11359285280422	-4.83103242003542
"Wnt6"	-2.35247636096429	-4.83103242003542
"Wnt10a"	-4.97878794224898	-4.83103242003542
"Nhej1"	1.54040550765533	2.54475374731857
"Cnppd1"	6.80042972078565	7.16178538990135
"Fam134a"	6.36087578523214	6.80348458239428
"Zfand2b"	4.89185093216946	5.38409834065107
"Abcb6"	-3.7965336533002	0.105282587450871
"Atg9a"	4.14582965481199	4.88385021462391
"Ankzf1"	4.28094554115617	3.07895648696027
"Glb1l"	3.86049116667424	-4.83103242003542
"Stk16"	7.23477231475932	5.14483675036645
"Tuba4a"	10.3495787688826	7.35050463402259
"A630095N17Rik"	-4.79671259389965	-4.83103242003542
"Dnajb2"	2.588781247877	3.63135332664394
"Ptprn"	-3.12428150475059	-4.83103242003542
"Dnpep"	6.47390885332537	5.78292838086204
"Gmppa"	5.86341083351588	5.34777451064526
"Chpf"	4.85717519470884	6.94674008172032
"Obsl1"	-4.78402795708366	-2.63645367103463
"Stk11ip"	5.66512221440894	5.84725400144385
"Slc4a3"	-4.97878794224898	-4.83103242003542
"Farsb"	7.76681414763797	6.8078781265448
"RP24-300L5.1"	-4.97878794224898	0.157249307333277
"Acsl3"	4.30494262578105	-4.83103242003542
"Utp14b"	2.95832376724214	-4.83103242003542
"Gm6159"	-4.81194978427833	-1.8958527126167
"Gm5830"	-4.53507991321395	-2.0075681461513
"Ap1s3"	-1.0537633963724	1.28573828997299
"Wdfy1"	4.43519797510999	5.46573745492964
"Mrpl44"	6.58437252971219	5.92419911176827
"Serpine2"	7.41775767736433	-0.693876768292017
"Gm5529"	-4.29757403655624	-1.05257687296376
"Fam124b"	2.36476010446912	3.6152434185676
"Cul3"	7.48822820834001	7.67169119343316
"RP24-193D9.3"	-4.83103242003542	1.55171903272324
"Dock10"	7.72539714584066	8.50760392161158
"RP23-328G14.3"	-0.549426048822072	2.27837673574646
"RP23-328G14.2"	-4.29173028327262	-4.83103242003542
"RP23-328G14.1"	-4.81194978427833	2.07926154489368
"Rhbdd1"	5.02024480587205	5.31847069643311
"Col4a4"	-4.97878794224898	-4.83103242003542
"C430014B12Rik"	-4.8565812004128	-4.83103242003542
"Mff"	6.69240599988097	7.06575072278833
"Gm28942"	-4.97878794224898	0.421009047892737
"Gm17764"	-4.89536886326365	1.01257726964037
"Agfg1"	6.42749402667757	6.9037683652758
"Pid1"	0.779290714942791	-4.83103242003542
"Trip12"	6.98142487970823	6.41214369758489
"RP23-447L15.3"	-4.79671259389965	-4.83103242003542
"Fbxo36"	2.84260103522355	2.72963815036613
"Rpl19-ps1"	-4.58077518307945	-1.34178944454766
"Gm18342"	-4.97878794224898	-0.781643734886421
"A530032D15Rik"	-4.67179373097715	0.942042960957574
"A530040E14Rik"	-4.67179373097715	0.781108745326689
"Sp110"	6.62875130383443	7.41589699995144
"Sp140"	3.96844676249204	4.39477494448076
"Gm10552"	-4.97878794224898	-0.359067612848168
"Sp100"	6.82347933300392	9.17453592535381
"A630001G21Rik"	4.33890168202427	3.6750130975897
"Cab39"	7.99108775724891	8.32293933072203
"Itm2c"	8.434596265231	9.05704767060402
"Gpr55"	-4.97878794224898	3.43313776770286
"Psmd1"	8.36461104267053	7.46132298070287
"Gm22786"	-4.97878794224898	-0.233348213005927
"Armc9"	2.77233529527937	2.65066615018002
"Gm16341"	-4.67179373097715	1.93933965586174
"B3gnt7"	2.80560404686875	4.29988740240978
"Ncl"	10.3678951575897	9.10784065728481
"C130036L24Rik"	2.20103253309334	-4.83103242003542
"Nmur1"	0.506611389637083	-4.83103242003542
"Ptma"	10.8844938702476	9.93176121988001
"Pde6d"	6.12023019566991	5.42739369793741
"Cops7b"	5.65985420078991	4.8129662697547
"Dis3l2"	5.83081860413134	6.28407768619281
"Gm29055"	-4.77316212142748	-1.8958527126167
"RP23-26I10.2"	0.58555747265046	-4.83103242003542
"RP23-26I10.5"	-3.92757958657396	0.686246547310061
"Gm6136"	0.58555747265046	1.71230692307658
"RP24-286D13.3"	-4.97878794224898	0.157249307333277
"Eif4e2"	7.04905982328018	7.25712991900777
"Efhd1"	-4.97878794224898	-4.83103242003542
"Gigyf2"	5.86341083351588	5.16114749269201
"Ngef"	-4.97878794224898	-4.83103242003542
"Inpp5d"	7.95765582202001	8.77451351305839
"Atg16l1"	5.07204970945613	5.24090069342237
"Dgkd"	6.82243710861772	7.37234334345848
"Gm19582"	-4.58077518307945	1.20599918741242
"RP23-473M13.2"	-4.97878794224898	-2.63645367103463
"RP24-398O5.2"	-3.92757958657396	1.60153989640223
"Usp40"	3.57034146965868	4.76876800483102
"Ugt1a7c"	4.26862540168901	-4.83103242003542
"Ugt1a6a"	-3.12428150475059	-4.83103242003542
"Dnajb3"	-2.11359285280422	-4.83103242003542
"Mroh2a"	-2.11359285280422	2.92347497326314
"Hjurp"	7.63923692557104	7.33262873725709
"Glrp1"	1.06728573646477	-1.8958527126167
"Arl4c"	2.68072859599957	5.93495430538641
"Sh3bp4"	-4.97878794224898	-2.0075681461513
"Agap1"	4.34792300262239	-4.83103242003542
"RP23-102K8.1"	-4.29173028327262	-4.83103242003542
"Gbx2"	1.09287948289808	-4.83103242003542
"D130058E05Rik"	2.89784431269932	-4.83103242003542
"Cops8"	6.47180956661078	6.65592393055005
"Col6a3"	-4.97878794224898	-4.83103242003542
"Mlph"	-3.7965336533002	-4.83103242003542
"Rab17"	2.95088599326968	2.16915711034232
"Lrrfip1"	7.07957126095963	7.568906221535
"Rbm44"	-0.660896512059591	-4.83103242003542
"Gm7776"	-2.42081585612862	0.492683174188165
"Ramp1"	8.93555039394879	6.9037683652758
"Ube2f"	6.13110460975368	5.83478893846321
"Gm7785"	-3.64071319367224	-0.938031992840618
"Scly"	4.69931794928203	5.58034398066242
"Espnl"	0.653598527927217	-4.83103242003542
"Klhl30"	-2.93372941385615	-4.83103242003542
"Fam132b"	-4.8565812004128	-4.83103242003542
"Ilkap"	5.98974924488497	6.27956855238991
"Hes6"	6.45866362652123	6.23542903384121
"Per2"	3.3520860163533	-4.83103242003542
"Traf3ip1"	3.70142266965241	3.44387400618097
"Asb1"	3.7261182152185	4.280671078435
"Hdac4"	4.70778446150221	6.94942630415305
"Ndufa10"	7.71480129726795	7.44664043165886
"Myeov2"	6.87658174485748	6.55548269346091
"Otos"	1.69290155905106	3.33918881491276
"Gpc1"	7.41890390432675	6.96702253458596
"Dusp28"	3.70142266965241	2.62136984901787
"Rnpepl1"	5.8103299249186	7.14352765481919
"9430060I03Rik"	-4.58077518307945	-4.83103242003542
"Capn10"	4.19419362930826	4.70308849521381
"Gpr35"	-4.97878794224898	-4.83103242003542
"Mterf4"	3.6141660717259	3.41821653123507
"Pask"	4.26862540168901	2.27837673574646
"Ppp1r7"	6.41955471644009	6.36576464778339
"Hdlbp"	8.3501986833906	7.5211896380065
"Sept2"	7.05899657648842	6.50627553862273
"Farp2"	-1.45102823706496	-4.83103242003542
"Stk25"	6.32208488752419	5.67235570612433
"Bok"	-0.338397179335283	-4.83103242003542
"Thap4"	4.96489326696013	2.65066615018002
"Atg4b"	6.56936092121055	5.92181523930777
"Dtymk"	7.56556141734732	6.30405592735813
"Ing5"	5.35331775565336	5.39797089502686
"D2hgdh"	4.3437089823328	4.96594839393184
"Gm6086"	-2.0075681461513	-4.83103242003542
"Pdcd1"	6.96644521681981	6.46538730318228
"Gm7895"	-4.58077518307945	-0.359067612848168
"Fam174a"	5.49527681339902	5.13994396993917
"RP23-192P10.3"	-4.97878794224898	-4.83103242003542
"Gm15427"	4.70271230795915	5.46213960167761
"St8sia4"	6.94502944333727	6.72152389642575
"WI1-2075L23.1"	-4.76365831902528	-4.83103242003542
"Panct2"	-3.12428150475059	-4.83103242003542
"D1Ertd622e"	5.54928078170886	5.91014970211976
"Ppip5k2"	6.93303659473572	6.80042972078565
"Gin1"	4.35012727484681	3.68157245053934
"Pam"	4.41842818125695	3.815919518049
"Gm3531"	0.58555747265046	1.80725736928135
"B230216N24Rik"	-4.97878794224898	-4.83103242003542
"1810006J02Rik"	-2.0075681461513	3.84373959022465
"Gm7967"	-4.97878794224898	-4.83103242003542
"Gm29460"	-4.97878794224898	-4.83103242003542
"Tdpx-ps1"	-4.11946615198807	-1.2332923023275
"Gm28187"	-4.78402795708366	-4.83103242003542
"Gm3608"	0.260581896511225	2.02280117638225
"Pign"	5.50028877984026	4.71190362455316
"Gm28404"	-4.97878794224898	-4.83103242003542
"2310035C23Rik"	4.25529458616859	5.15063245998846
"RP24-283P23.1"	-4.97878794224898	-4.83103242003542
"Tnfrsf11a"	0.157249307333277	-2.63645367103463
"Gm7160"	0.120965956051476	3.25418656713931
"Zcchc2"	4.69075635973231	4.67884605468675
"Phlpp1"	2.96756940685694	4.69221909821934
"Bcl2"	7.63187573839708	9.05443406546947
"D630008O14Rik"	-3.64071319367224	0.529574074001276
"RP23-395G18.1"	0.548746335597761	1.93933965586174
"Kdsr"	6.38572542172214	5.88997187693646
"Vps4b"	7.22073773161682	7.89868918408085
"Gm15388"	-4.97878794224898	-4.83103242003542
"Dsel"	-4.29757403655624	-4.83103242003542
"Tsn"	7.57748440284803	7.64553770277756
"Nifk"	7.57278225710954	6.55897747543032
"Clasp1"	5.75341404026208	5.5855391706083
"Gm22710"	-4.53507991321395	-4.83103242003542
"Tfcp2l1"	-4.97878794224898	-4.83103242003542
"Ralb"	5.74081031902475	4.76242006254346
"Gm27184"	-4.76365831902528	0.267763442312529
"Tmem185b"	-4.03482855442014	-1.05257687296376
