"Sample_CD122_negative 2"	"Sample_CD122_positive 2"
"Sppl2a"	6.21363434195413	6.43502804122673
"Ap4e1"	3.73491775255105	4.87244644925392
"Blvra"	5.0862192854478	5.53360563948286
"Ncaph"	6.03715838779077	6.77087327249075
"Itpripl1"	2.32349553463098	3.46400373788775
"1810024B03Rik"	1.74128269343331	2.52761853607452
"Snrnp200"	7.67962060217396	7.85549814519687
"Ciao1"	6.00250728310937	6.32145217450998
"Tmem127"	5.82502796064335	6.48942746118808
"RP23-206D14.7"	-4.89536886326365	-1.05257687296376
"Stard7"	8.0515139066696	7.421383689483
"Dusp2"	6.21972207808171	8.6237473305726
"Gpat2"	-3.64071319367224	-4.83103242003542
"Fahd2a"	3.78561123608561	4.45638078378364
"Kcnip3"	4.96005788860225	3.36398758449878
"Zfp661"	2.77233529527937	-4.83103242003542
"Mrps5"	6.25212877228801	5.36323716139831
"Nphp1"	3.63364232135971	2.71889525334995
"1500011K16Rik"	4.69931794928203	2.69193114543758
"Bub1"	5.91113481104225	6.16834096749736
"Acoxl"	-4.83103242003542	3.09731157298946
"Bcl2l11"	4.66835520046862	7.94095931557013
"Gm14005"	3.47418999406018	1.88716245254868
"Anapc1"	8.18085929992418	7.61198612973123
"Mertk"	-4.97878794224898	-4.83103242003542
"Tmem87b"	3.37980343757229	4.78379323927399
"Zc3h8"	1.45944038994854	2.676394168066
"Gm10762"	2.37345895739754	2.2085709911131
"Zc3h6"	0.927422282225496	3.78954734467912
"Ttl"	0.157249307333277	2.38512206597118
"Polr1b"	7.04771330606065	4.67356342772291
"Chchd5"	4.11054710242521	4.39477494448076
"AI847159"	-3.92757958657396	2.99047480089366
"Gm14026"	-4.77316212142748	-1.48445413565309
"Gm14029"	-4.81194978427833	4.56922397817499
"RP23-160G19.9"	-4.29173028327262	-4.83103242003542
"RP23-160G19.10"	3.67472567143051	3.08542925716443
"Slc20a1"	3.41637806029488	5.44531537222749
"9830144P21Rik"	-4.29173028327262	0.529574074001276
"Ckap2l"	5.25522219803966	5.18830438836931
"Gm14023"	-4.97878794224898	-4.83103242003542
"Spcs2-ps"	-1.24863985801332	0.355492868124529
"Sirpa"	6.54204677451178	-4.83103242003542
"Gm14046"	-4.77316212142748	-0.938031992840618
"Stk35"	4.06395351694688	-2.63645367103463
"Tgm3"	-4.97878794224898	-4.83103242003542
"Snrpb"	8.92849124810992	8.72260074098188
"Nop56"	8.04419917420812	7.06131834369855
"Idh3b"	6.90723275983936	6.47365987405236
"Gm14044"	-4.76365831902528	-0.693876768292017
"Cpxm1"	-0.660896512059591	-4.83103242003542
"Pced1a"	4.18358308419003	4.10138727273684
"Vps16"	6.12375235819135	6.96201680449253
"Ptpra"	7.35810522374859	7.10770643044279
"4930473A02Rik"	-4.89536886326365	-0.0369042182369844
"Mrps26"	6.35236600385539	6.07582970561766
"Ubox5"	5.29542384084904	4.29676416555591
"Fastkd5"	4.17523029341146	2.2085709911131
"Lzts3"	-4.97878794224898	-4.83103242003542
"Ddrgk1"	5.8371347675978	5.69634435126881
"Itpa"	6.43104638042374	5.66329201694321
"4930402H24Rik"	3.48499705276901	4.67356342772291
"Gm14057"	-4.77316212142748	-4.83103242003542
"A730017L22Rik"	1.45944038994854	3.72879614593091
"Atrn"	6.37375676732999	5.28339146684231
"Gfra4"	-4.97878794224898	-4.83103242003542
"Hspa12b"	-4.78402795708366	-2.63645367103463
"1700037H04Rik"	6.6139534566389	6.29400988818868
"Spef1"	-4.81194978427833	-4.83103242003542
"Cenpb"	5.46087255953561	5.26436370031986
"Cdc25b"	4.80116913875458	7.35529417017116
"Ap5s1"	0.976519932200624	4.11683172760856
"Mavs"	5.23929141534722	6.17243965111567
"Pank2"	6.7936935005835	6.98642969074978
"Rnf24"	0.749596195850714	-4.83103242003542
"Gm14284"	4.08931334923742	3.85651366313874
"Smox"	4.54671648180846	5.75937398343543
"Prnp"	1.61871290149991	5.63151304100676
"Rassf2"	6.19661623481768	6.97490560376107
"Slc23a2"	5.17483141298016	5.04624087478207
"Gm14051"	-4.77316212142748	-4.83103242003542
"Tmem230"	4.75161184339114	5.08867445852505
"Pcna"	7.93983330323301	7.25101157893918
"AV099323"	-4.79671259389965	-0.0369042182369844
"Cds2"	5.57228249147775	6.68884124538421
"Gpcpd1"	4.57907987437274	6.24129715205178
"1110034G24Rik"	2.61490251970908	4.84053800403488
"Trmt6"	6.39572957833061	6.40583119640947
"Mcm8"	4.68375312167303	4.822002802284
"Crls1"	5.77074914379276	5.49420452764738
"Lrrn4"	-1.0537633963724	3.6750130975897
"Bmp2"	-4.97878794224898	-4.83103242003542
"Tmx4"	8.26373578699801	5.40074728797673
"Gm14038"	-4.77316212142748	-2.35247636096429
"Plcb1"	0.506611389637083	-4.83103242003542
"Plcb4"	4.67367268143664	4.20576062355011
"Mkks"	4.93431464060959	4.5222188362116
"Slx4ip"	2.47410719602127	2.71889525334995
"Jag1"	-4.97878794224898	3.23033276053253
"Btbd3"	2.47410719602127	-4.83103242003542
"Tasp1"	4.89688898418673	5.65928087366684
"Rps19-ps7"	-4.67179373097715	-1.48445413565309
"Esf1"	4.78554072444389	4.06889951804037
"Ndufaf5"	4.22755690386286	4.32622390016168
"Macrod2"	2.85507840360652	-4.83103242003542
"Flrt3"	-4.97878794224898	-4.83103242003542
"Kif16b"	5.51102807766565	5.27244735779044
"Kif16bos"	-4.97878794224898	-4.83103242003542
"Snrpb2"	6.28130650986319	6.4216843581679
"Dstn"	8.66896234464036	4.28553166814217
"Rrbp1"	6.91861055661366	5.5889150893554
"Gm11687"	-4.8565812004128	-1.34178944454766
"Snx5"	7.28624160365553	7.77614550984869
"Snord17"	-4.67179373097715	-4.83103242003542
"Mgme1"	4.61873722205157	4.08868111943977
"Csrp2bp"	5.71686442788595	4.5748008083584
"Zfp133-ps"	-4.77316212142748	-4.83103242003542
"Polr3f"	5.09394859026687	6.19603265947652
"Rbbp9"	4.05654386060187	4.8129662697547
"Sec23b"	7.58117152635409	7.77171886945217
"Gm561"	2.84260103522355	3.77662047303637
"Dtd1"	6.44804054244914	5.31228146621904
"Slc24a3"	2.4444969872712	-4.83103242003542
"BC039771"	-4.97878794224898	-4.83103242003542
"Rin2"	-4.11946615198807	-4.83103242003542
"Naa20"	6.40318764111019	5.63009874119423
"Crnkl1"	5.75884598404401	6.41721405671461
"Ralgapa2"	4.85155777890821	5.13994396993917
"A930019D19Rik"	-4.97878794224898	-4.83103242003542
"Gm14117"	-4.79671259389965	-1.8958527126167
"Kiz"	4.45912774855026	3.29459475694459
"Xrn2"	7.72237712100105	8.17634599429577
"Thbd"	3.63821899150372	-4.83103242003542
"Cd93"	7.09349490285287	4.84340442707631
"Nxt1"	6.43104638042374	5.55156800620162
"Gzf1"	5.51882758025018	3.43313776770286
"Napb"	1.69290155905106	-4.83103242003542
"Cst3"	8.65250042405633	7.42804805552493
"Zfp120"	3.66402366409689	5.5889150893554
"Zfp937"	-0.973132429266259	-4.83103242003542
"Gm14125"	-4.11946615198807	-4.83103242003542
"3300002I08Rik"	-3.92757958657396	-4.83103242003542
"Gm10130"	-0.0106192926924099	3.06277455553449
"Zfp442"	-1.0537633963724	-2.63645367103463
"Gm14121"	-4.67179373097715	-1.8958527126167
"Cst7"	8.86634942725374	7.30801711087619
"Apmap"	7.38711249715105	6.58022260576923
"Gm14123"	-4.11946615198807	-4.83103242003542
"Acss1"	6.69120364167813	6.72767644484707
"E130215H24Rik"	-3.01910566649901	-4.83103242003542
"Gm26681"	-3.01910566649901	-4.83103242003542
"Entpd6"	6.24353616248382	6.09268497024736
"Pygb"	6.19111227459635	7.05465246023077
"Abhd12"	5.9047106301124	5.49076179050155
"Gins1"	5.42118611010596	3.42690811792771
"Ninl"	0.260581896511225	-4.83103242003542
"Nanp"	-2.93372941385615	0.105282587450871
"Gm14148"	-4.83103242003542	-2.63645367103463
"Gm14150"	-4.29173028327262	-0.0369042182369844
"Nsfl1c"	6.93253206498927	6.52199617418138
"Gm14167"	-4.89536886326365	-4.83103242003542
"Fkbp1a"	8.30135541176814	7.8381140824766
"Sdcbp2"	-4.97878794224898	-4.83103242003542
"Psmf1"	6.17095201834152	7.04560377696099
"Angpt4"	-4.81194978427833	-4.83103242003542
"Fam110a"	4.51646603273575	3.89264047892655
"Slc52a3"	-1.7545417296761	3.43852355516919
"Srxn1"	1.30907205254039	4.22063833996644
"Rps15a-ps7"	-2.93372941385615	-0.558232037663428
"Tbc1d20"	6.21581605012714	6.71409908451418
"Rbck1"	7.93811248888084	8.06688559572413
"Trib3"	-4.89536886326365	2.48269517094872
"Gm14165"	-4.11946615198807	0.421009047892737
"Sox12"	4.54879152036816	2.52761853607452
"Zcchc3"	0.989377497346586	-4.83103242003542
"6820408C15Rik"	-4.97878794224898	-4.83103242003542
"Gm14161"	-4.97878794224898	-4.83103242003542
"H13"	8.22362962110676	7.71683799623934
"Mcts2"	-4.77316212142748	1.57407607542152
"Gm26841"	-4.8565812004128	-4.83103242003542
"Id1"	2.71135371439676	-4.83103242003542
"Cox4i2"	-4.81194978427833	-4.83103242003542
"Bcl2l1"	4.64240427362268	6.43355636041933
"Tpx2"	6.54445708442675	7.40926102669285
"Ttll9"	-0.0337399554771123	-4.83103242003542
"Pdrg1"	6.51718374809712	6.19498393269511
"Ccm2l"	0.260581896511225	-4.83103242003542
"Hck"	3.79905535437604	-4.83103242003542
"Tm9sf4"	6.8699792260588	7.0221660452799
"Tspyl3"	5.46395416800526	7.02013125627141
"Plagl2"	5.73867156305269	5.63371811022283
"Pofut1"	5.61721363914355	4.11036695052757
"Kif3b"	3.19028201622141	3.99537806621874
"2500004C02Rik"	0.699584980092397	-4.83103242003542
"Asxl1"	6.40876677364906	7.0595663126465
"Nol4l"	3.32092959346356	3.6152434185676
"Commd7"	6.75271065468444	6.78118298459118
"Dnmt3bos"	-4.83103242003542	-4.83103242003542
"Dnmt3b"	6.54140797948866	5.46117293621935
"Mapre1"	8.25804429693221	8.05296190798721
"Gm14494"	-3.64071319367224	-1.48445413565309
"Cdk5rap1"	3.37562005954532	3.15038676788616
"Snta1"	-4.97878794224898	-4.83103242003542
"Cbfa2t2"	5.7972090569936	4.5592132893229
"Necab3"	-2.98716450631159	-4.83103242003542
"E2f1"	6.45198888109935	4.94146677643132
"Pxmp4"	5.13729578529808	5.55384179323671
"Zfp341"	-4.83103242003542	-4.83103242003542
"Chmp4b"	3.94741973489122	4.30450010173906
"Rpl5-ps2"	-4.79671259389965	-1.8958527126167
"Raly"	6.92646171916557	6.86188118159339
"Eif2s2"	6.99619526297702	6.79579766399939
"Ahcy"	6.49636180168707	5.32096119349899
"Itch"	6.60921927477861	7.48336091321277
"Gm14227"	-4.8565812004128	-2.63645367103463
"Dynlrb1"	7.3517230132133	7.45289595902019
"Map1lc3a"	3.27120962208655	4.26096534805071
"Pigu"	6.51082980544234	6.50052840208322
"Trp53inp2"	-3.92757958657396	-4.83103242003542
"Ncoa6"	5.23115811108814	6.45767041601466
"Gm14239"	-4.81194978427833	-4.83103242003542
"Acss2"	4.76521873359697	5.6896170564771
"Gss"	4.85155777890821	4.8129662697547
"Trpc4ap"	8.49313808669373	9.30832963824781
"Gm22334"	-4.97878794224898	-1.2332923023275
"Edem2"	8.22188076170478	6.46206324045309
"Procr"	-3.32431177819357	-4.83103242003542
"BC029722"	4.10138727273684	3.9863330348502
"Eif6"	7.9521215786776	7.33608267182231
"Uqcc1"	6.36942724248695	5.87055718309744
"Cep250"	4.42627644101213	5.83478893846321
"6430550D23Rik"	-4.97878794224898	0.686246547310061
"Ergic3"	7.04531377424934	7.05749389212778
"Spag4"	2.20103253309334	-4.83103242003542
"Cpne1"	-4.89536886326365	-4.83103242003542
"RP23-220D12.13"	-0.20361821545271	-4.83103242003542
"Rbm12"	5.05357675926617	5.59959409509699
"Nfs1"	6.03358260056546	5.58705628059386
"Romo1"	6.97044577716485	6.22146188319882
"Rbm39"	7.50987870049558	7.48744736893339
"Phf20"	5.50894706122213	5.13016614081247
"Scand1"	5.02870336965977	5.51261013432388
"Cnbd2"	1.54040550765533	0.942042960957574
"Gm14253"	-4.29173028327262	-1.2332923023275
"RP24-114E18.7"	4.62868590021965	3.31321089664
"Epb4.1l1"	-3.01910566649901	-4.83103242003542
"Aar2"	6.03358260056546	5.94164065068602
"Gm14168"	-4.97878794224898	-4.83103242003542
"Dlgap4"	4.62868590021965	6.28884310818604
"4930405A21Rik"	-4.77316212142748	-4.83103242003542
"Myl9"	-4.97878794224898	-4.83103242003542
"Gm14230"	-0.0337399554771123	-2.63645367103463
"Tgif2"	-1.24863985801332	0.105282587450871
"5430405H02Rik"	0.619145807508305	-4.83103242003542
"4930518I15Rik"	-4.78402795708366	-4.83103242003542
"1110008F13Rik"	6.84820752249846	5.84725400144385
"Sla2"	5.64633335997639	7.23293382058231
"Ndrg3"	6.29400988818868	7.17077383317012
"Gm14276"	0.989377497346586	1.32230109932555
"Dsn1"	4.89961453893319	5.17950219505623
"Soga1"	0.779290714942791	-4.83103242003542
"Samhd1"	5.9527569142846	8.08317474832528
"Rbl1"	6.76428479692031	7.04905982328018
"Gm14277"	-4.79671259389965	-2.0075681461513
"Mroh8"	-4.03482855442014	-4.83103242003542
"Rpn2"	9.9090070775835	8.38833669208553
"Manbal"	4.93431464060959	4.9572637192715
"Src"	-4.97878794224898	-4.83103242003542
"Gm14279"	-0.660896512059591	1.17117988208949
"Gm14287"	-4.97878794224898	-2.63645367103463
"Blcap"	5.33999185143515	5.01606454823364
"Nnat"	-4.97878794224898	-4.83103242003542
"2410019O14Rik"	-2.63645367103463	-4.83103242003542
"Ctnnbl1"	6.99928709210062	7.13078127622579
"Gm14176"	-2.98716450631159	-0.233348213005927
"Tti1"	5.73488589847216	4.64729798488472
"Rprd1b"	6.38917378591531	6.36576464778339
"Tgm2"	-3.58457897497586	3.14138838073859
"D630003M21Rik"	-4.97878794224898	-4.83103242003542
"Lbp"	7.5526398449128	-2.63645367103463
"9430008C03Rik"	2.02528017455245	-4.83103242003542
"Ralgapb"	4.59110415835017	5.11554381875296
"Actr5"	5.49243337154559	4.93264534555809
"Ppp1r16b"	2.98675880709933	7.14976953705957
"Fam83d"	2.39966933626166	4.20090453591319
"Dhx35"	4.41842818125695	3.53808471972092
"Mafb"	-4.97878794224898	2.19046773625729
"Top1"	6.26892474422283	5.2681521232544
"Plcg1"	6.09159810599687	3.96375587348233
"Gm27206"	-4.97878794224898	-4.83103242003542
"Zhx3"	3.76997518096612	3.39514886269624
"Chd6"	4.91219937778158	5.52398182352759
"Gm11451"	2.42849874931278	-0.359067612848168
"Srsf6"	8.44409058232548	7.67314120784479
"Ift52"	6.60399711321821	6.5583964329727
"Mybl2"	7.02181752042685	4.05847599213036
"Tox2"	7.02181752042685	3.06277455553449
"Jph2"	-3.32431177819357	-4.83103242003542
"Oser1"	5.66154701152891	5.95178933182197
"2900093K20Rik"	0.749596195850714	-4.83103242003542
"Fitm2"	3.00196099964149	2.27837673574646
"Hnf4a"	0.989377497346586	-4.83103242003542
"Ttpal"	5.99367706448719	7.07477506010931
"Serinc3"	11.5144087048342	11.7836523802771
"0610039K10Rik"	-4.29757403655624	-1.8958527126167
"Pkig"	6.29600936640434	4.91053096850115
"Gm16316"	-4.97878794224898	-4.83103242003542
"Ada"	5.28525303900279	5.47205439939397
"Ywhab"	8.3588750904953	8.95175524929798
"Pabpc1l"	-4.97878794224898	-4.83103242003542
"Tomm34"	6.07381673818417	5.88143023526051
"Stk4"	7.97504510772509	8.37008011428968
"Slpi"	6.7411778947193	-4.83103242003542
"Matn4"	-4.97878794224898	-4.83103242003542
"Sdc4"	-4.97878794224898	-4.83103242003542
"Sys1"	5.25381793079936	6.38302408133527
"Pigt"	5.65928087366684	5.15429322088528
"Wfdc2"	-4.97878794224898	-4.83103242003542
"Wfdc10"	-3.64071319367224	-4.83103242003542
"Dnttip1"	5.63932032861126	5.79269961858988
"Gm11457"	-4.53507991321395	-1.8958527126167
"Ube2c"	6.14733252033873	6.9811672760431
"Snx21"	-4.67179373097715	-4.83103242003542
"Acot8"	3.88766188965826	2.12097851333056
"Zswim3"	3.74556088418829	3.45148822899772
"Zswim1"	5.15529194802042	6.11432611257007
"Neurl2"	-0.780183337186638	1.63647598559898
"Ctsa"	7.71730804949109	8.21445635450275
"Pltp"	-4.11946615198807	-4.83103242003542
"Pcif1"	7.04656784244955	7.63187573839708
"Zfp335"	4.29302780629486	4.20090453591319
"Zfp335os"	1.09287948289808	2.99047480089366
"Mmp9"	-4.97878794224898	2.87241251711447
"Ncoa5"	5.86646658931267	5.98289065669516
"Cd40"	-4.97878794224898	-4.83103242003542
"Slc35c2"	7.568906221535	6.65112811320025
"Elmo2"	6.80042972078565	6.96780652724108
"2810408M09Rik"	4.46366529408669	5.54218166232575
"Slc2a10"	-4.97878794224898	-4.83103242003542
"Eya2"	4.7830493902956	6.12101818784115
"Gm11460"	-4.8565812004128	-4.83103242003542
"Zmynd8"	5.36419240282332	5.09996922617348
"BC046401"	-4.67179373097715	-4.83103242003542
"Gm11464"	-4.97878794224898	0.105282587450871
"Ncoa3"	5.85627223878133	6.41892295901743
"Sulf2"	3.05653983388775	8.4107473103947
"5031425F14Rik"	-4.79671259389965	2.48269517094872
"Prex1"	7.27292692174113	9.20093388086449
"Trp53rk"	3.07855684475462	-4.83103242003542
"Arfgef2"	5.68264155832767	6.37803439224571
"Cse1l"	7.88661223367704	7.03295185538239
"Stau1"	6.25509788299374	5.93829184585545
"Ddx27"	7.19348212082627	6.33244365242491
"Znfx1"	4.96844471667524	5.32303906303667
"1500012F01Rik"	4.28909477333857	4.44270847698219
"Gm14290"	-3.58457897497586	-4.83103242003542
"Ptgis"	-4.97878794224898	-4.83103242003542
"B4galt5"	4.76015569055143	5.36978304393172
"Slc9a8"	5.49846507335201	5.83309932697286
"Spata2"	5.79375597584851	5.40514184482788
"Rnf114"	6.8893278603813	7.86906158614124
"Gm11474"	-4.8565812004128	1.46976291775246
"Snai1"	-4.97878794224898	-4.83103242003542
"Ube2v1"	-3.32431177819357	0.979557589982534
"Tmem189"	5.33999185143515	6.01979319338248
"Cebpb"	6.30802709183927	5.6909887671481
"Ptpn1"	6.55856024318946	7.68237858471607
"Pard6b"	1.63190888182761	5.08318049448177
"E130018N17Rik"	0.337903591358053	-4.83103242003542
"Adnp"	0.749596195850714	1.50430163203719
"Dpm1"	-0.726910021563589	1.75135442760339
"Mocs3"	4.33528039539366	4.54250356924035
"Kcng1"	2.06761759946841	-4.83103242003542
"Nfatc2"	3.57034146965868	6.21718456845454
"Atp9a"	-2.50436892231967	-4.83103242003542
"Zfp64"	5.4070601155628	5.48112676601163
"Zfp217"	4.73221912904023	3.86345232843039
"Gm17619"	-4.76365831902528	-4.83103242003542
"Gm14270"	-2.63645367103463	-1.8958527126167
"Bcas1"	4.74515138211379	-4.83103242003542
"Bcas1os2"	-1.93051557802876	-4.83103242003542
"Gm14269"	-4.53507991321395	-1.8958527126167
"Pfdn4"	4.06033518854115	3.72544637257375
"Dok5"	-4.97878794224898	-4.83103242003542
"Fam210b"	3.65941894599354	6.18557829580374
"Aurka"	5.4780202529341	5.89680145642205
"Cstf1"	6.39634168032305	5.28036030458505
"Cass4"	1.30907205254039	2.07926154489368
"Gm14455"	-4.97878794224898	-4.83103242003542
"Rtfdc1"	7.04531377424934	6.79193558015383
"Gcnt7"	-0.726910021563589	2.78644146944378
"Fam209"	-4.97878794224898	-4.83103242003542
"Gm14303"	4.0796798851474	4.28553166814217
"Bmp7"	2.20103253309334	5.58705628059386
"Spo11"	-2.11359285280422	2.80676130037287
"Rae1"	7.61435842456015	7.15737912695341
"Rbm38"	4.05268254105266	3.54264522135564
"Zbp1"	3.43501042531812	6.18203097645391
"Pmepa1"	-3.64071319367224	2.03626355941766
"Ppp4r1l-ps"	2.72879723760657	-0.781643734886421
"Rab22a"	5.25218344392397	5.62578824469668
"Vapb"	5.56270170107323	5.50131731085783
"Gm14336"	-4.8565812004128	-0.233348213005927
"Stx16"	4.69652834824661	3.95179562321707
"Npepl1"	7.23216657125475	6.36259834289342
"Nespas"	-2.98716450631159	-4.83103242003542
"Gnas"	4.05654386060187	5.18830438836931
"Nelfcd"	6.70007581358733	6.56064063669497
"Ctsz"	8.86204039677397	6.45084801524654
"Atp5e"	7.47059544957777	7.50987870049558
"Slmo2"	6.77463469594002	5.49757406134843
"Zfp831"	1.8589549254342	4.75608025739906
"Edn3"	-4.97878794224898	-4.83103242003542
"Gm14393"	-4.29757403655624	-4.83103242003542
"Gm14439"	-4.79671259389965	-2.63645367103463
"Gm14399"	-0.780183337186638	-4.83103242003542
"Gm14438"	-4.89536886326365	-4.83103242003542
"Gm4724"	-4.11946615198807	0.0409790367317221
"Gm14305"	1.82874939639787	0.740747858902427
"Gm14295"	0.830474079565637	1.44295609816474
"Gm14410"	-0.886941152525443	0.686246547310061
"Gm14418"	-4.67179373097715	-0.233348213005927
"Gm14420"	-0.0106192926924099	-4.83103242003542
"Gm14403"	0.337903591358053	2.6580554243452
"Gm14322"	-3.92757958657396	-0.693876768292017
"Gm14325"	1.09287948289808	1.46976291775246
"Gm14327"	-0.0106192926924099	-0.0369042182369844
"C330013J21Rik"	-4.83103242003542	1.38768109812703
"Gm14326"	2.31138662843806	2.46304239083903
"Etohi1"	3.33630391766383	2.70634679721033
"Gm26869"	-3.32431177819357	-4.83103242003542
"Zfp931"	2.39190315274364	4.07707274902687
"Ppp1r3d"	3.40080840842863	-4.83103242003542
"Fam217b"	2.8896952426386	-1.48445413565309
"Gm14292"	-4.58077518307945	-2.0075681461513
"Taf4a"	4.37857614274971	5.79446239110778
"4921531C22Rik"	1.11961490537878	-4.83103242003542
"Lsm14b"	3.98877448360275	3.77662047303637
"Psma7"	8.87768240087454	8.07454634320313
"Ss18l1"	0.506611389637083	-4.83103242003542
"Mtg2"	4.24125279425106	3.7984663706543
"Osbpl2"	6.34124146305661	5.82036105425209
"Adrm1"	6.84559038762052	6.74907557661018
"Rps21"	7.62107041797419	7.76217955690654
"Mir3091"	-4.79671259389965	-4.83103242003542
"Cables2"	4.91847169988594	6.56324148752499
"Slco4a1"	5.30387749224139	-4.83103242003542
"Mrgbp"	4.80271776236747	4.85404829287004
"Ogfr"	6.33137491655313	7.01433267012635
"Col9a3"	3.37562005954532	1.96875432411085
"Dido1"	6.44853087687463	5.21460674541114
"Gid8"	4.9549365550679	4.69727613183987
"Slc17a9"	4.57907987437274	4.30857854294724
"Ythdf1"	7.24990705754471	7.13142303698122
"Arfgap1"	6.12375235819135	7.21761997368199
"9230112E08Rik"	-1.24863985801332	1.57407607542152
"Ppdpf"	6.32910809410699	6.57351495487341
"Gm14398"	-4.89536886326365	-4.83103242003542
"BC051628"	-4.97878794224898	-4.83103242003542
"Helz2"	3.21308118828476	5.74849622526829
"Gmeb2"	4.59110415835017	5.84988464866663
"Gm7645"	-4.67179373097715	0.205277067290746
"Rtel1"	4.82599763979192	5.83982002668652
"Arfrp1"	5.19982218890913	5.29174999522126
"Zgpat"	4.48959659909696	4.73634107566957
"Lime1"	-4.97878794224898	-4.83103242003542
"Slc2a4rg-ps"	-3.64071319367224	1.57407607542152
"Zbtb46"	-4.83103242003542	0.831001388861336
"Tpd52l2"	6.60247850564531	6.00018220711359
"Dnajc5"	7.58021918657611	7.57054436578069
"Uckl1"	5.29942195557433	5.84834054008779
"Znf512b"	5.45637445421124	5.47535543398808
"Prpf6"	6.65277658985706	7.22918060989342
"Samd10"	4.11054710242521	6.09046860103236
"Tcea2"	1.09287948289808	3.26939361854248
"Rgs19"	7.01218080423839	6.62124086640101
"Oprl1"	-4.97878794224898	-4.83103242003542
"Pcmtd2"	5.71112740760035	6.65277658985706
"Polr3k"	6.78801800304718	6.28748047659863
"Rps24-ps2"	-4.97878794224898	-2.35247636096429
"Zfhx4"	-4.97878794224898	-4.83103242003542
"Pex2"	6.07723134231376	6.55085719256819
"UBC"	0.157249307333277	1.80725736928135
"Pkia"	-4.97878794224898	-4.83103242003542
"Zc2hc1a"	2.65238561529015	-4.83103242003542
"Il7"	-3.7965336533002	-4.83103242003542
"RP24-422L17.1"	-4.67179373097715	-0.693876768292017
"Hey1"	-4.03482855442014	-4.83103242003542
"Mrps28"	6.58950655375979	4.73634107566957
"Gm15467"	-4.77316212142748	-4.83103242003542
"Gm15466"	-4.81194978427833	-4.83103242003542
"Tpd52"	6.16450180051022	5.24997932518175
"Zbtb10"	0.81160049562769	0.906530411881863
"C030034L19Rik"	2.00795723396623	-0.148230090905086
"Zfp704"	5.75533292642237	3.58933520393869
"Pag1"	4.5723193974437	6.4562022053673
"Gm16337"	-4.97878794224898	-0.359067612848168
"Gm24786"	-4.81194978427833	-4.83103242003542
"Fabp5"	6.53823375290536	3.15038676788616
"Gm9833"	-4.11946615198807	0.205277067290746
"Fabp4"	-4.97878794224898	-4.83103242003542
"Impa1"	7.02854908011392	6.59216061506492
"Zfand1"	3.94015347609176	5.31612851239423
"Snx16"	0.506611389637083	-4.83103242003542
"Gm8935"	-4.81194978427833	-2.35247636096429
"Lrrcc1"	4.96210137436455	3.94302856855016
"E2f5"	-0.726910021563589	3.7587524666064
"1810022K09Rik"	6.61073881849553	6.13664713163829
"Car13"	0.653598527927217	-4.83103242003542
"Car1"	-0.100126179348447	-4.83103242003542
"Car3"	2.66935089623344	-4.83103242003542
"Car2"	6.09400809407788	8.71673587482476
"Gm9733"	0.337903591358053	-4.83103242003542
"Ythdf3"	6.42533567056457	6.53810647078637
"Gm5844"	-2.6987870404237	-2.0075681461513
"Cyp7b1"	-4.97878794224898	-4.83103242003542
"Armc1"	6.15529736265864	6.42703182502927
"Mtfr1"	6.00250728310937	5.78105709667235
"Pde7a"	5.75884598404401	7.11420660187912
"1700064H15Rik"	-4.79671259389965	-0.558232037663428
"Trim55"	-4.76365831902528	-4.83103242003542
"4632415L05Rik"	1.8853452580244	1.50430163203719
"Cp"	-1.24863985801332	-4.83103242003542
"Hps3"	4.52075145095778	4.7518444626211
"Hltf"	5.50028877984026	7.20704926907485
"Gyg"	7.39914544433558	6.77345320656408
"Cpa3"	8.18874582969875	4.50700609385069
"Mir7007"	-4.8565812004128	-4.83103242003542
"Cpb1"	-3.01910566649901	-4.83103242003542
"Gm7488"	-1.16777555805711	1.20599918741242
"Tbl1xr1"	7.40765670002464	5.61883160789571
"RP24-487F9.1"	-4.67179373097715	0.205277067290746
"Gm7536"	1.98828377919729	2.676394168066
"Ect2"	6.21972207808171	5.52398182352759
"Nceh1"	6.39072812635136	5.59664561246633
"Tnfsf10"	4.66835520046862	6.19498393269511
"Fndc3b"	5.94164065068602	-4.83103242003542
"Pld1"	3.28174005230846	4.83618821310196
"Tnik"	2.9800003019761	5.21154999736622
"RP24-172H5.1"	-4.97878794224898	-4.83103242003542
"Eif5a2"	2.52876691626705	4.43314081215326
"RP24-388D8.4"	-4.83103242003542	-4.83103242003542
"Rpl22l1"	6.28778012967053	6.01979319338248
"Mecom"	-4.97878794224898	-4.83103242003542
"Mynn"	5.01251010837828	5.72271463794132
"Lrrc34"	-4.78402795708366	-4.83103242003542
"Sec62"	6.1625950363508	6.93879675739558
"RP24-393I15.4"	-4.77316212142748	-4.83103242003542
"Gpr160"	6.63416398191492	4.78084183400009
"Phc3"	3.95199021040646	4.27001263307308
"Prkci"	5.59664561246633	4.5374569733792
"Skil"	3.24140580670413	5.99297561062542
"Zmat3"	-3.12428150475059	3.955567737631
"Pik3ca"	5.86406844710466	5.51915594359814
"RP23-372I17.5"	-4.97878794224898	-4.83103242003542
"Zfp639"	5.6268401286756	5.82502796064335
"RP23-372I17.3"	-4.83103242003542	-4.83103242003542
"Mfn1"	5.63067822759916	5.99128095118135
