"Sample_A_Adult_mTEC 2"	"Sample_B_Adult_cTEC 2"	"Sample_C_Embryonic_mTEC 2"	"Sample_D_Embryonic_cTEC 2"
"Arhgef4"	0.97107255145606	2.52902475872371	2.68574319833181	1.73169309850907
"Fam168b"	6.85475435122161	7.20271849423235	7.60310656264771	7.52487349261839
"Plekhb2"	8.22918547763456	7.09136074034021	6.70712862815893	5.00658948082142
"Hs6st1"	6.40824738862764	6.3883837186478	7.08999461135087	6.62926042135747
"Uggt1"	7.97143977005223	7.5312426886804	8.03746824118793	7.69841382643433
"Neurl3"	4.98673883853153	1.28515326173113	2.31872258935627	2.18917613161881
"Arid5a"	5.64140925347089	3.50558130420056	4.80186874295371	3.09536703644452
"Kansl3"	6.68879215760931	5.73924906577091	4.95798803207691	5.54842263201963
"Fer1l5"	0.486498494131038	1.19305744522473	1.07740321076423	1.51976248613173
"Lman2l"	5.38885869774198	5.6298367921428	5.22131084063032	4.96909387697417
"Cnnm4"	3.86273790691055	3.11604093744898	3.07159928699968	3.16625855781265
"Cnnm3"	4.94076804540762	5.69010106734315	5.29249681478259	5.26252225202734
"Ankrd39"	1.33749502784961	2.67081684680304	2.0975570203173	3.20471643343168
"Sema4c"	6.28524477903851	6.643428051007	6.86368069325399	5.90673853227068
"D430040D24Rik"	-0.0665926730264654	1.86528865117857	1.39562086790678	1.83684772377062
"Fam178b"	1.80459312422487	2.40291615972703	1.32692114558071	1.69679532910295
"Cox5b"	7.78579900879799	7.10616874536273	7.36520063630314	7.47269984971759
"Actr1b"	6.52481612908436	6.74480656589414	6.94002291400773	7.04259793236174
"Zap70"	-0.715944183114646	3.43317095744311	-3.86449083459789	-2.09121723054575
"Tmem131"	6.70124478093473	6.54455251418545	6.80599132068746	7.64464014780731
"RP23-328J8.2"	-4.24570121166879	0.0802691331029918	-0.238953815333504	1.44056403920894
"Vwa3b"	0.664999542950599	1.05027714213347	-0.391227086471594	1.61146128119496
"Cnga3"	0.198090431197204	-0.0135970521219881	1.83684772377062	-0.590833653142929
"Inpp4a"	1.69679532910295	3.17418488016407	2.01320857602838	3.3789757153109
"Coa5"	7.3844742809357	7.43711712619035	7.78475907889017	7.15972070989552
"Unc50"	6.40874023467305	6.52350407345357	6.47493662146445	5.92547739495468
"Mgat4a"	6.75525510489022	4.35151597048016	6.31814437526189	4.80186874295371
"2010300C02Rik"	4.00597540770475	6.92412249734126	4.78943459492936	7.66463766866344
"Tsga10"	2.10769178937939	3.73001162530487	2.7938092397492	3.54198425321795
"Lipt1"	0.401591226456077	3.15827792627519	2.34520883899874	3.06441308667364
"Mitd1"	3.80429572029917	4.97849315421775	4.09001735066	4.21247220455903
"Mrpl30"	5.96960555886854	5.79180824356159	6.06827481783082	6.02800087344062
"Txndc9"	6.59401870070294	6.39293270821862	6.35823326012574	6.3411350118585
"Eif5b"	5.82765107719669	6.2338275674125	5.20329959206167	6.05301166664416
"Rev1"	2.7378437710537	3.54849683638611	3.2661742184834	4.53804602109869
"Aff3"	1.24432860923093	2.76439802823754	0.91989567783768	2.49110792808045
"Lonrf2"	2.63669540741436	3.6899713014688	2.12055936640325	2.5343133936727
"Chst10"	0.0997496728936515	0.754177544755053	1.75053748977102	2.12397153641825
"Pdcl3"	6.08169845149825	6.40965599509986	6.07621742051841	5.95073987973317
"Npas2"	6.29886038705648	5.19104031370998	4.71817986690583	2.34089331631415
"Gm3617"	-4.09799144490433	-0.121692138454999	-3.86449083459789	-1.74334402233855
"Rpl31"	7.5547581649122	6.93379581464348	7.7084410971445	7.41549977809442
"Tbc1d8"	7.0091601607346	6.09354313461422	6.60262614101087	5.63460567965668
"Cnot11"	5.56688720173602	5.73351219474412	5.88004516661577	5.96166199753032
"Rnf149"	5.59725901985929	6.07915696297877	5.53137966674376	5.63879854578702
"Creg2"	-3.8494605864885	2.21385200712639	-4.22565862449779	2.23361698127301
"D930019O06Rik"	-5.83362007123914	2.06797462273261	-4.22565862449779	0.619372908446026
"Map4k4"	5.66793459280226	5.03947691507649	4.97173328844845	4.96596576090786
"Il1r2"	6.23766611233308	4.77667186668551	5.97244192779939	4.28360114345121
"Gm16894"	0.564851874770864	2.9842585946319	1.42320415026166	1.71468978487306
"Il1r1"	6.34067133774122	6.26103774252288	6.50955201196992	6.62527571939872
"Il1rl2"	6.23497643900536	3.98034637443753	6.4650310119936	4.89569671864214
"Il18r1"	5.92975442493756	3.82568515546869	1.0102410839665	0.762499678542013
"Slc9a4"	3.99039563078747	1.79131560751695	0.0802691331029918	-0.234269674688107
"Slc9a2"	6.45116345287571	6.67579010253938	5.40169536426866	5.28928358144186
"Mfsd9"	1.49124883349972	0.550762124304975	1.69679532910295	1.93247110815812
"Pantr1"	2.04830921924585	-4.20667141118947	0.905873203325059	-2.09121723054575
"Pou3f3"	0.564851874770864	-4.20667141118947	0.658780875790842	-1.25861275632873
"Mrps9"	3.91990433820347	4.98401428364472	4.84560875503615	5.79272358589091
"Gpr45"	-1.65400357524306	1.97931947363593	1.13741237702133	4.48571563335685
"Tgfbrap1"	4.86236438071248	5.87184331161453	4.96720040216553	5.52318357270753
"AI597479"	4.76834447383435	5.07754022153508	5.42936893682845	5.75654488302862
"Fhl2"	3.54002780720894	3.19270521321013	-3.29020078716329	0.496503078384421
"Nck2"	6.54159178834466	6.48223972254824	7.12616724457378	6.21109410806972
"RP23-435E15.3"	-0.978370454020194	-1.49116323387059	0.882842328618237	1.35406676934968
"1500015O10Rik"	2.26844213036662	2.51735798333579	0.91989567783768	-0.456582036643451
"Uxs1"	4.55507085367774	2.9842585946319	4.01783291791877	3.63117759568606
"Tpp2"	6.63505694623057	6.1298219442759	6.86274582328044	6.5325759311594
"Tex30"	4.16403762353736	2.79860653046158	4.91446205233324	4.28535834645185
"Kdelc1"	3.52047542048777	4.37530356255069	5.30636665637323	4.77426200003761
"Bivm"	4.25724869258487	5.03086357154509	5.03189152199457	5.11353198979053
"Ercc5"	3.58251135310641	4.79297981397516	4.24914525371957	4.45184908220245
"Mettl21e"	-4.67265602379546	1.4745758101812	0.550762124304975	-0.873722366287094
"Txn-ps1"	-0.301560825413329	0.285232101554875	-0.0135970521219881	1.22023515470627
"Gulp1"	1.50772387386289	4.57179836559296	2.87146072565247	3.91990433820347
"Col3a1"	4.96426822113742	6.18829967785027	4.24244374916499	4.59205997733701
"Col5a2"	5.67939995056711	5.31094095952859	0.866033441093526	1.84976238310726
"RP24-370G18.1"	-4.09799144490433	-0.329051091361581	-4.64489819569827	-2.83582819470414
"Wdr75"	4.80170509786071	5.41610946555846	5.73440331465138	5.47665128231274
"Gm5526"	-0.98544271512805	1.54343871916559	0.216055351241343	1.13295955799221
"Slc40a1"	4.60051533679275	1.05027714213347	2.56676274594589	2.3970705121515
"Dnah7b"	1.00194191476737	1.69527349663322	0.128265930049259	1.15859223493613
"Slc39a10"	6.30868517153682	6.93792847619516	6.76172946572115	7.14553246008729
"Tmeff2"	-1.68223934042194	2.81738760833074	0.285232101554875	1.58893840406573
"Sdpr"	-1.09308740671409	2.61477596495943	-3.86449083459789	-4.20667141118947
"Nabp1"	7.48148165607283	6.03366811736508	5.02256148513044	3.45336469613273
"Gm17767"	4.11066339081766	2.10039810184722	1.59616625434465	-0.391227086471594
"Myo1b"	7.18437902580852	7.22265184326462	7.84697494704918	8.17010947661228
"Stat4"	3.57768437912916	2.19866490464193	4.38554363422953	6.24789789127848
"Stat1"	7.24951156037102	8.35633630914668	6.94824938865213	6.96145573992794
"Gls"	5.66927619146223	5.18763930397736	5.22931615068454	4.8629113324752
"Nab1"	6.13791188307951	6.30184705776467	6.966423182757	6.59570936228829
"Tmem194b"	2.01817479242494	2.57350024982006	3.94320931991086	3.96591324490645
"Mfsd6"	6.71844270135196	4.89090203415268	5.85491984721319	3.62394455731585
"Inpp1"	5.71417124243922	7.31384092335037	4.8326758641002	5.82790221213531
"Hibch"	4.50161506822911	5.32390022564844	4.92486810582331	5.06045736135485
"1700019D03Rik"	1.55768539592802	5.40148591376323	2.56296760468889	3.1442718222452
"Mstn"	4.38990109085517	2.60322172614505	2.35448041957864	1.7778544780285
"Pms1"	1.73526415501063	2.6602632835526	4.26020076469913	4.61161482084379
"Ormdl1"	4.30957302340457	4.48338314984807	5.43918189449975	4.76900797395685
"Osgepl1"	1.79271357482854	3.60075768257118	3.62394455731585	3.91734168722883
"Asnsd1"	1.17944928081203	2.44436108948145	3.17978751777331	3.5870659249411
"Stk17b"	4.9458155009117	4.54030013471102	4.68725225620038	4.81168443313222
"Hecw2"	0.725939715409929	-1.43366183250901	0.529666410196503	2.82431218001106
"Gtf3c3"	4.89288467636949	5.86374735758719	6.0007422733682	6.31724757393463
"Pgap1"	0.837530649845473	-2.83582819470414	2.51506069047213	3.03523348046386
"Ankrd44"	2.29415247877186	5.90259654837811	2.3970705121515	5.52850288563598
"Sf3b1"	8.09436490964272	7.899007840573	8.38844445981093	8.47844247669793
"Coq10b"	4.65912682618225	4.43132957324476	4.15231676056132	3.17978751777331
"Hspd1"	7.95389227630151	7.86939783487304	9.41231561578379	8.14725931882307
"Hspe1"	7.3948647662979	6.88070540487226	9.07656028743723	7.26116455971509
"Mob4"	7.05751172292473	6.88189624366455	8.17208952023717	6.94266740567152
"Mars2"	2.66127641475723	1.8266812003733	4.60868323172533	3.69964653498568
"Gm8292"	-0.590833653142929	0.529666410196503	-2.21652239578685	1.22023515470627
"Plcl1"	-0.0135970521219881	0.171052758456993	-2.3858547925599	-0.756079215593325
"Satb2"	2.96385481692778	-2.83582819470414	2.19037837859941	2.22258646633782
"9130024F11Rik"	-0.47432441692015	0.450803926011547	-3.86449083459789	-4.20667141118947
"4930558J18Rik"	-1.09308740671409	-4.20667141118947	1.95766395441584	2.50802389529563
"1700066M21Rik"	3.10318807139473	3.99510089017142	4.36506726204967	4.6506259015602
"Tyw5"	2.16964660487402	3.42855030270521	3.59410888922499	3.73146985576288
"9430016H08Rik"	3.93493053800952	4.49899452146053	4.90304933756588	4.71894422131907
"Spats2l"	6.34067133774122	7.11772377893076	5.32953728075627	6.51778345448839
"Kctd18"	3.02812313587989	4.11844623138242	4.22753881673682	4.22776942658936
"Sgol2"	1.39013453661752	2.43196399392441	4.05400724579525	4.30762080344954
"Aox1"	1.52569115945311	5.35953319022858	-4.64489819569827	0.762499678542013
"Aox3"	3.4188776982811	1.61305015495491	-1.98598545832248	0.28857169726863
"Aox4"	6.25982341283199	3.9483544705792	3.68393765565281	4.4359610956015
"Aox2"	1.23826440621067	2.06797462273261	-1.25861275632873	1.68239717861453
"Bzw1"	8.70374214294226	8.2441173197385	9.51872124074549	9.36844352496547
"Clk1"	5.43146767912521	5.41169876280267	5.02634163158463	5.44931842677094
"Ppil3"	3.78071211413646	4.43132957324476	4.84717726500767	4.479007819135
"Nif3l1"	5.11818851088811	5.4976701831189	5.80558664574234	5.67920718711315
"Orc2"	4.44561119361436	4.76900797395685	5.31724176007856	4.96009022045814
"Fam126b"	5.26951381490491	4.93903622784926	4.69720626807896	4.28775705559024
"Ndufb3"	6.97527045246957	6.3883837186478	6.53625584979595	6.30500321697658
"Als2cr12"	0.0508670815069765	-0.121692138454999	-1.98598545832248	-2.83582819470414
"Gm20257"	0.429660723866101	1.75642026102666	0.839935150485872	0.242343593670289
"Cflar"	7.19534994113279	6.2366631372871	6.03240094055697	5.75762726989599
"Casp8"	6.23135655371138	5.77004485972321	6.20360099774317	4.75598367231964
"RP24-273P12.4"	-0.345696176154975	-1.76338660950955	-0.456582036643451	-0.329051091361581
"Trak2"	5.36456618142867	4.9675567991908	5.30312108372855	5.30404363762936
"Stradb"	4.54030013471102	5.56670109556046	5.15515450299323	4.97792392245309
"Tmem237"	3.89350605806406	4.12400277048644	4.5821871627962	4.26921360155666
"G730003C15Rik"	-2.57009619110146	1.43877851095816	0.839935150485872	2.13330739415378
"Mpp4"	-2.83582819470414	-0.0665926730264654	-4.64489819569827	-1.48236587675502
"Als2"	4.36506726204967	4.26675474775583	4.17080137278832	5.25468538495362
"Fzd7"	6.44860133739016	7.35456341218218	7.35931706997694	7.18285293425288
"Gm26813"	-4.22565862449779	-1.09308740671409	1.06475709855656	1.10812460989767
"Gm973"	-0.715944183114646	1.62972664794372	-3.93178749280174	-0.456582036643451
"Sumo1"	6.85725462895575	6.76620358103329	7.32078435532709	7.2067925558389
"Nop58"	6.06051796838245	6.13410262551895	7.15093051958279	7.07841820057908
"Bmpr2"	4.2851303604795	5.63425059839716	4.92083460811047	5.3706807430903
"Fam117b"	5.16772383827433	5.48242455214131	5.76400296802565	6.21219903236392
"RP23-27C10.2"	-2.09121723054575	0.754177544755053	-0.285876886576338	1.50772387386289
"Ica1l"	0.128265930049259	-4.20667141118947	-0.121692138454999	2.20935127315836
"Wdr12"	4.26675474775583	5.09927386537998	5.31071553842112	5.63146617722569
"Carf"	1.55768539592802	3.2358483085884	3.52001301797773	4.13609136096451
"Nbeal1"	5.4213586815847	5.90915939647478	4.98552088937659	5.60535094094141
"Cyp20a1"	3.98279873561458	4.28652209192247	4.38172873956141	4.43217931308816
"Abi2"	6.28297228772576	6.64274189654898	7.28997978097415	7.78579900879799
"Raph1"	4.23477071400478	5.43315198868071	4.76793321522625	5.92256242803019
"Eif4a-ps4"	2.15775893980673	2.58793964891596	3.56086924728058	3.54198425321795
"Gm11588"	0.986671150022214	-4.20667141118947	0.946852765854606	-1.74334402233855
"Gm28449"	-0.0751297286294268	-4.20667141118947	0.128265930049259	-4.20667141118947
"Pard3b"	5.67308154060834	5.14092785957227	4.34297396358314	4.2259484725675
"Nrp2"	6.3411350118585	2.22376900431592	6.3015073989397	0.174659526115813
"Ino80d"	4.66850533818358	4.86032608884528	4.36463375988183	4.41977509570976
"Ino80dos"	0.128265930049259	1.35587014190782	1.0102410839665	1.99275275950599
"Gm20342"	0.664999542950599	1.05027714213347	1.83684772377062	2.34839481909519
"Ndufs1"	6.65074789352854	6.98653323810579	6.96890111997414	7.12697770404929
"Eef1b2"	7.15013224982109	6.70346952396501	7.6921681204975	7.44516789843796
"Zdbf2"	2.84733490555925	-1.97596609847865	4.18599473164574	5.18841339196378
"Adam23"	5.83754830399571	1.74337084394043	6.96523464389105	5.46274021712591
"Fastkd2"	4.2103833465481	4.750331841246	5.71860142090125	5.4997703444497
"Klf7"	3.69086850033996	4.58694698567645	2.89511157333292	3.51481085112448
"Creb1"	5.86202194441755	5.8036588185092	6.78290758531346	6.84897210423425
"Mettl21a"	4.29449402391899	4.86994658628181	5.20171162631664	4.41116483126327
"2810408I11Rik"	-0.174568376840294	-0.47432441692015	2.80429776385878	2.06570622682624
"Ccnyl1"	1.97865646965344	2.20543202989895	4.80828929146412	4.3562096193049
"Fzd5"	1.32692114558071	3.18841260952102	1.32692114558071	3.79912846543273
"Plekhm3"	4.39890722778749	5.01375501552156	4.71968290135546	6.02251883760295
"Rpl10a-ps1"	0.174659526115813	1.05027714213347	1.78986127586812	1.73169309850907
"Akr1cl"	1.47627710465748	-2.21652239578685	-0.98544271512805	2.76024311884636
"D630023F18Rik"	1.36146114337975	2.52309134251096	2.93553296927755	4.08282547204687
"Idh1"	7.29482941666206	7.11772377893076	7.6949710380246	7.64650211243586
"Pikfyve"	4.77043861363112	5.5198074163398	5.20741171939881	5.15202417067924
"Map2"	6.45062340979687	4.26221859938843	6.68405298269316	4.70533787317046
"Gm10558"	-0.667722076358055	-0.17907685754786	-0.456582036643451	-1.25861275632873
"Unc80"	-1.09308740671409	1.24432860923093	-5.20799498610685	-1.25861275632873
"Rpe"	5.63367520662109	6.20605157579969	6.36693283626012	6.40446192866282
"Kansl1l"	4.04829305776438	5.68660945092287	3.67282188410486	5.73332336031037
"RP24-429G21.5"	-4.20667141118947	-0.880401700881039	-0.285876886576338	0.944584369948241
"RP24-429G21.4"	-4.67265602379546	-0.391227086471594	-1.25861275632873	0.69710055501803
"RP24-429G21.2"	-2.83582819470414	0.285232101554875	-2.84826645350341	0.762499678542013
"Acadl"	6.400854243632	7.5086054369573	5.90681169124942	6.52627536275549
"Myl1"	2.78874543326242	-0.17907685754786	1.37221828771331	-1.74334402233855
"Lancl1"	6.68270718352537	8.46176443712959	7.65317530161364	8.60460678725867
"Cps1"	4.03133763058788	2.13330739415378	4.36694239265962	6.68020732469637
"Ikzf2"	1.0373858273113	3.12293836173105	2.31872258935627	2.9075431040211
"Spag16"	1.95385278034558	-4.20667141118947	2.14859020835649	2.47295508759376
"Bard1"	-0.880401700881039	0.585489711136567	1.67160602072273	2.44679808361935
"Atic"	5.4550978076538	6.07374463740046	6.30555992194103	6.57179042244325
"Fn1"	7.27310612295881	8.56094443022969	9.37913348572051	12.3502289105202
"Apol7d"	-5.09897020740518	-0.264921815572025	-0.17907685754786	0.619372908446026
"Mreg"	8.66607613669182	9.17909403086455	9.39770951102994	9.67100195611844
"D230017M19Rik"	1.68239717861453	1.96820256603216	1.41237758622073	3.39724939825334
"Pecr"	2.50095005418104	4.86236438071248	4.74248000861821	5.87945976049814
"Tmem169"	-0.456582036643451	5.96166199753032	2.65291905024842	6.96789586633091
"Xrcc5"	5.25555353588474	7.15806603695238	6.3921232165776	8.0994880383015
"Smarcal1"	3.78753713182825	5.10254791338811	5.00413544887846	5.3795788741545
"Rpl37a"	8.4040805196174	8.02473976936031	8.87651265544211	8.57196211236128
"Igfbp2"	4.93903622784926	7.14082003834054	5.57646536826327	7.88939136336015
"Igfbp5"	8.80488160975197	9.56587927095393	6.29184431914812	4.47030543468052
"6030407O03Rik"	1.78642626171155	3.27233537585096	-5.20799498610685	-4.20667141118947
"Gm29183"	-1.83338716728946	-0.17907685754786	-5.20799498610685	-4.20667141118947
"Tns1"	4.32228056828755	7.6949710380246	3.08694971010134	6.45881061508019
"Arpc2"	8.11707668574684	8.53632402418501	8.302543233608	8.41331221691724
"Aamp"	7.21354269176858	8.27860786277354	7.67195207710101	8.63744011509314
"Pnkd"	5.5076422095544	4.93867191088877	5.11162144173637	5.2325002870746
"Tmbim1"	6.26783588681301	7.25915127106228	6.23284283161171	5.14782537845512
"Slc11a1"	3.26045707507283	0.986671150022214	-3.78988865061397	-2.09121723054575
"Ctdsp1"	1.85930990198472	4.36927160857313	3.10318807139473	3.99760899329273
"Vil1"	6.06306081214628	-0.17907685754786	0.285232101554875	-0.873722366287094
"Usp37"	5.5486237574527	5.12616447170939	5.99414938114363	5.95247685258565
"RP23-102B12.2"	-4.24570121166879	-2.83582819470414	-0.17907685754786	1.02739791062478
"Rqcd1"	5.7284601530677	5.50270644759352	6.52350407345357	6.41933626049105
"Plcd4"	1.93247110815812	3.74166902826309	-1.51821799398643	3.37145503526834
"Zfp142"	3.16625855781265	5.37313192596882	3.81454486621256	5.49064804835923
"Bcs1l"	3.99447472029153	5.66944967571773	4.62640859935429	5.1803755694207
"Rnf25"	4.33192363566565	5.40730317057872	4.73788507988046	5.37382510238645
"Stk36"	2.93393706507983	1.22023515470627	2.91821875409678	4.06739567802062
