"Sample_A_Adult_mTEC 2"	"Sample_B_Adult_cTEC 2"	"Sample_C_Embryonic_mTEC 2"	"Sample_D_Embryonic_cTEC 2"
"Gm13436"	-0.790069986138521	0.245778607826864	0.839935150485872	1.26583264126978
"Pdcl"	6.17315830608349	6.29066080529513	6.2480913827589	6.47430097079375
"Rc3h2"	5.9049721870607	5.72316059089657	6.17886717280474	6.01367062821219
"Zbtb6"	3.8149099207504	3.79912846543273	4.44018775533817	4.59679579375274
"Zbtb26"	1.22023515470627	2.96735896023662	2.70563883327892	2.90164842352628
"Rabgap1"	6.39647861008119	7.10268711255756	7.09748543211079	7.37699209244737
"Strbp"	7.25777394664823	6.31612373610976	7.02467685891583	7.13732923720026
"Gpr21"	-4.22565862449779	-2.57009619110146	1.58732825067627	1.95632315822407
"Gm13543"	-3.29020078716329	-1.97596609847865	0.245778607826864	1.07740321076423
"Crb2"	-5.20799498610685	-4.20667141118947	-0.456582036643451	0.725939715409929
"Dennd1a"	3.93713314609132	6.03617441314137	5.06091149605861	6.1847898262149
"Gm13589"	0.347950049438822	-4.20667141118947	1.68392545954618	-0.53096784033464
"Nek6"	3.63561947959689	3.69934191180495	3.34948127639565	4.93317119594934
"Psmb7"	7.16550956510336	6.82763663885861	7.4324312770646	7.04476572257941
"Gm13586"	-4.09799144490433	-1.29962137342771	-4.09799144490433	0.174659526115813
"Nr6a1"	1.58732825067627	2.42199743430335	2.37129800379714	2.413375857347
"Olfml2a"	6.43464486237192	7.21263191127173	5.70246082196149	6.82665437273281
"Wdr38"	-0.98544271512805	0.807775403498248	-3.73589870441773	-0.981906584574122
"Rpl35"	7.0555532772865	6.80002952794633	7.6365676153555	7.39657817711087
"Arpc5l"	6.29491565994624	6.55690349268183	6.44331533374406	6.41768967417914
"Golga1"	4.50413142922627	4.86570496806455	4.62217627764813	5.0161287706148
"Scai"	2.43940157748659	2.37908122503523	3.77425934184511	4.15054782319183
"Ppp6c"	7.05844371238927	7.30540450910029	7.27482898838873	7.56522576654073
"Gm13456"	1.57339954660721	1.74337084394043	3.29360723765756	3.24321922844826
"Lrp1b"	5.55963424060424	1.65236674656955	4.47237829836371	-1.48236587675502
"Gm13461"	-0.98544271512805	0.905873203325059	1.74337084394043	2.37129800379714
"Kynu"	6.06231994081218	-4.20667141118947	5.05759498762662	-4.20667141118947
"Arhgap15"	-1.15243082798794	1.5085587683176	-4.64489819569827	-4.20667141118947
"Gtdc1"	2.93393706507983	2.9842585946319	3.9483544705792	4.13995265374113
"Zeb2"	-0.0708359426773938	0.351170372263005	1.96820256603216	-0.456582036643451
"Acvr2a"	4.71894422131907	5.81335646761043	5.82290210380193	5.80516258862297
"Orc4"	5.62299481997314	5.75015431598689	6.11567240523479	6.03454402259349
"Mbd5"	3.38755929057357	4.1715763155604	3.58343621271598	4.52784284184169
"Gm13509"	1.37400380502431	2.8135233516551	2.80562866485317	3.49810531566656
"Epc2"	2.34655464285737	3.37145503526834	3.14361605104945	3.63367990060773
"Kif5c"	4.7332058784325	4.53157343329087	3.50558130420056	3.47855017824818
"Lypd6b"	3.93493053800952	4.65818774299684	4.3706852689674	5.69806917597314
"Lypd6"	3.47095354172596	2.08860943598311	4.99455781040142	4.3283553367297
"Mmadhc"	6.87344048096535	6.84118870441764	6.97559416286062	6.79548927343465
"Rnd3"	4.7851606530745	6.81117953108748	4.66832336351616	5.26644716049795
"Gm13493"	4.60452705007936	4.58056617777121	5.15515450299323	5.3145269891865
"Rbm43"	5.13704861677768	6.9011414935339	4.64273964979758	6.04884701298834
"Nmi"	6.21907155633136	6.89247002717439	5.10927699448811	5.43381430611921
"Tnfaip6"	5.34586497049032	1.42320415026166	-5.20799498610685	-0.756079215593325
"Rif1"	6.92036146584262	6.12285347254406	6.41450916402213	6.48432082740702
"Neb"	3.73537774655455	-2.83582819470414	1.39562086790678	-0.234269674688107
"Arl5a"	6.01922093805926	7.09241710939227	7.26692799767819	7.36699208941676
"A430018G15Rik"	-4.64489819569827	0.245778607826864	-2.79373106422445	0.0547453313498076
"Stam2"	6.72566604745058	6.9721350865718	6.62926042135747	6.78813407504419
"Fmnl2"	5.63576216141547	4.86748417089532	5.13855257974453	4.24392928059494
"Gm26603"	0.230487410097143	0.550762124304975	1.86255923711694	1.91774571764297
"Prpf40a"	7.02618839027544	7.01219797795204	7.32539038960229	7.22564234843509
"Arl6ip6"	4.17334767181335	4.18155153912541	5.02953616039873	4.92999146684062
"Rprm"	4.93903622784926	2.32732479844977	4.7051224168962	0.97823975346689
"Galnt13"	-0.345696176154975	-4.20667141118947	1.34542072355059	-0.873722366287094
"Kcnj3"	3.11016241185018	1.02042912634058	0.351170372263005	-4.20667141118947
"Nr4a2"	0.62259329545416	2.38681921690566	2.80562866485317	4.36463375988183
"A930012O16Rik"	-4.20667141118947	0.986671150022214	-0.673733444849718	1.49124883349972
"Gpd2"	5.90850340126712	6.29322517050129	5.97734591690277	6.77202074518019
"Galnt5"	2.98310628131875	1.32692114558071	3.46864449719825	3.77066450578014
"Cytip"	4.22847585941358	2.91254009568029	-2.84826645350341	-2.09121723054575
"Acvr1c"	1.57339954660721	-4.20667141118947	3.90974235030523	-2.83582819470414
"Acvr1"	4.52784284184169	4.38128977470693	3.03523348046386	3.8243259215484
"Upp2"	1.99570911835519	1.99690340669434	1.39562086790678	2.42732087597991
"Ccdc148"	3.23071405772719	1.30328195337789	3.27390777168719	3.07159928699968
"Pkp4"	4.75673306027673	5.52622026793775	5.37749914788416	6.04935334414014
"Dapl1"	7.62451233766377	3.72501789745207	4.04057635839746	-0.0665926730264654
"Tanc1"	6.15500381143435	6.32918734510232	6.08422810529935	6.11910596994966
"Wdsub1"	5.15948352935038	5.70079148453278	5.12429483549503	5.77277275062065
"Baz2b"	6.19992017269062	5.66140156473661	5.35000741123068	5.60213217521568
"Gm13572"	-1.25861275632873	-0.585108552615409	-0.673733444849718	-0.391227086471594
"March7"	6.06584112927069	6.57314394757959	6.8507735092455	7.00505711154694
"Cd302"	0.0802691331029918	2.68574319833181	0.986671150022214	2.51303442806286
"Ly75"	6.12647795013742	10.1228002638029	4.4053786207921	9.83269864897835
"Gm13571"	-3.29020078716329	-0.121692138454999	-4.00843660308458	0.905873203325059
"Pla2r1"	1.34542072355059	1.60429889206848	-3.73589870441773	-1.74334402233855
"Itgb6"	4.68148976745835	1.35587014190782	1.49293422796949	-2.09121723054575
"Rbms1"	7.35987910891758	7.75492015285764	6.68558387044275	7.61425588148664
"Tank"	7.75587525871963	6.08112821582697	7.71567696485054	4.84851794772383
"Psmd14"	7.54444141124979	7.72529566403797	7.82354579185802	7.22265184326462
"Tbr1"	0.0671835901490825	-4.20667141118947	-0.98544271512805	-2.83582819470414
"Dpp4"	4.29148715477053	3.62005847357906	3.72795129817204	2.22258646633782
"Fap"	2.01451536644427	1.57502421417332	3.13192455594939	4.54518603115856
"Ifih1"	6.72103570825901	6.46134736705164	5.70079148453278	5.24681116169323
"Gca"	6.74835749718082	3.38557638220927	5.13158796350744	2.47295508759376
"Kcnh7"	3.05104896640006	0.905873203325059	1.50772387386289	0.0547453313498076
"Fign"	-5.64937867269759	2.85459016907197	0.0802691331029918	2.81607127927758
"Gm13577"	-2.57009619110146	0.351170372263005	1.67160602072273	2.18917613161881
"Gm13578"	-1.29962137342771	-0.98544271512805	-0.238953815333504	0.28857169726863
"Grb14"	3.19370155019792	0.688392507641896	1.91774571764297	3.13192455594939
"Cobll1"	4.92054209085176	6.38898633071628	4.57485182427513	7.01577480794068
"Gm13594"	-4.61912482245725	0.882842328618237	-2.21652239578685	1.22023515470627
"Scn3a"	4.02154748027891	-1.76338660950955	4.79025640747511	3.31338200246807
"Scn2a1"	-0.648449444601529	0.863660578849201	1.0102410839665	2.72811021808572
"Csrnp3"	2.75298500328568	1.02042912634058	1.76251179667926	1.20406492031102
"Galnt3"	4.91446205233324	4.25724869258487	5.09443686566042	4.91878219109245
"Ttc21b"	3.55640381463556	4.45623347868813	4.65953300873874	5.48471133508225
"Scn1a"	-2.09121723054575	5.64237131373659	-0.762406987725622	2.3970705121515
"Scn9a"	4.23079423980069	-1.25861275632873	3.45435284403911	2.65243165297846
"Scn7a"	2.950947800395	4.40214687537876	-2.84826645350341	-2.83582819470414
"B3galt1"	-0.53096784033464	0.688392507641896	-2.09121723054575	0.762499678542013
"Gm13604"	-3.73589870441773	-0.880401700881039	-0.285876886576338	0.397834072224052
"Stk39"	6.26856352975641	6.47164891458482	5.67939995056711	6.21504385751329
"Cers6"	5.71912679991808	6.02800087344062	6.25840186711454	6.76816914324257
"Nostrin"	5.30381926823169	1.19305744522473	1.86255923711694	-0.756079215593325
"Spc25"	4.72626917410928	6.05330820351408	6.82665437273281	7.54091280210899
"Abcb11"	0.496503078384421	0.754177544755053	0.550762124304975	0.658780875790842
"Dhrs9"	1.02739791062478	-0.585108552615409	-5.20799498610685	-4.20667141118947
"Lrp2"	1.46829962741846	-4.20667141118947	4.65044300410019	2.62473333487937
"Bbs5"	1.99570911835519	4.14885729576052	3.15219994849085	4.14149224366657
"Klhl41"	1.65314742692342	-2.57009619110146	1.65314742692342	-0.281002842669889
"Fastkd1"	3.42059266175031	4.14715607221198	4.49833697619116	4.47114961004594
"Ppig"	5.18695550856163	5.5016704825139	5.28724950362308	5.53890113837091
"Ccdc173"	-0.0135970521219881	1.5085587683176	0.741906807445191	1.10812460989767
"Phospho2"	5.43524394249983	5.43976435319599	5.82114736087547	5.35974813288108
"Klhl23"	3.48455036569948	3.92827529156927	5.76829511736179	6.11262878371168
"Ssb"	6.88359938121939	7.18285293425288	7.22828623189981	7.4240418928886
"Mettl5"	3.29360723765756	4.13225336124261	4.4125378935934	4.18541147575894
"Ubr3"	6.13913201355551	6.43237259766872	6.21935522583762	6.19016689480953
"Myo3b"	6.29147616810772	1.69527349663322	4.51896338873942	-0.456582036643451
"Rpl9-ps7"	-4.38828014285798	-0.585108552615409	-1.09308740671409	-0.0135970521219881
"Gad1"	4.85869058755226	-1.25861275632873	0.387831328852698	-4.20667141118947
"Gm26558"	-1.49116323387059	0.450803926011547	0.585489711136567	1.51976248613173
"Gorasp2"	7.58475602724519	7.82844702889756	7.82235773514222	7.68353224660738
"Tlk1"	5.78353024958769	5.58131476956859	5.90488133724512	6.22618043020492
"Mettl8"	2.31872258935627	3.30360981591953	3.63859207099501	3.45957108055203
"Dcaf17"	5.17509355311586	5.22339664819395	5.70824972550827	5.71417124243922
"Cybrd1"	5.54387667396447	5.27739432642871	6.82355347227989	6.16988821531985
"Dync1i2"	7.14902861493166	7.38358903912188	6.95087013599884	6.68367900372941
"Slc25a12"	5.61066480219043	4.19601701655508	4.56193713952674	4.34624831316753
"Hat1"	5.70943307892165	5.75456963672697	6.6588902970901	6.70590202927755
"Metap1d"	0.754177544755053	0.417222465066826	2.47793570145749	1.79058844169254
"Itga6"	8.75206529611902	8.25741903715682	7.51273237527298	6.86274582328044
"Gm13663"	-0.880401700881039	-4.20667141118947	-0.0665926730264654	-4.20667141118947
"Gm17250"	-1.75336531592405	-4.20667141118947	-0.762406987725622	-4.20667141118947
"Pdk1"	4.49009596308841	5.31525100293279	7.15650118933791	7.33380535219594
"Rapgef4"	1.62972664794372	4.18155153912541	2.87939629796423	3.51481085112448
"Rapgef4os3"	-0.648449444601529	1.5085587683176	0.387831328852698	1.55768539592802
"Zak"	6.35528098453369	6.91476493069977	6.77472141289331	6.6502925346942
"Cdca7"	2.69192401552396	5.91664563644942	6.13913201355551	6.24916166315654
"Sp3"	7.12450030769386	6.72889579951999	7.1624070644153	7.21808465263611
"Sp3os"	3.01990467419143	3.24649067483434	3.18410673927156	3.59120619086245
"Ola1"	5.78769725996438	5.42358404936835	6.33965795715263	5.77021749221368
"Cir1"	4.01560434075721	4.43954984528632	3.87028729495416	3.93912201193191
"Scrn3"	3.26045707507283	4.30429287470845	3.45888668990982	4.56193713952674
"Gpr155"	3.4188776982811	2.95722273868902	1.87524047596433	2.09929173714944
"Wipf1"	2.78231161725375	3.86034121830449	3.16933759777524	3.87649103477517
"Chrna1"	4.05350139191117	-0.756079215593325	2.01817479242494	-0.981906584574122
"Chrna1os"	-0.507465535404746	1.35587014190782	1.26583264126978	1.41689620995977
"Chn1"	3.42939497231895	2.31872258935627	2.91821875409678	3.25471406170202
"Atf2"	6.10513797602987	6.69299629269144	6.16189800856006	6.8507735092455
"Atp5g3"	8.98048855434625	8.82774695523486	9.17740062801243	9.56587927095393
"Lnp"	4.05822404871542	4.17941674310813	4.49009596308841	3.99760899329273
"Mrpl23-ps1"	-1.83338716728946	0.656128850899347	1.11589899866684	1.68239717861453
"Mtx2"	6.27218931637914	6.48926752782397	6.71178730600107	6.94427069246794
"Rps6-ps4"	-1.98598545832248	0.198090431197204	0.550762124304975	0.97823975346689
"Hnrnpa3"	6.02806771439028	5.29447990073037	7.09338923242107	6.89780792170599
"Nfe2l2"	6.65999050537616	7.80828470310429	5.69123003523518	6.29453810846553
"E030042O20Rik"	-4.22565862449779	-0.880401700881039	0.171052758456993	1.02739791062478
"Gm13657"	-4.41082959510087	-2.09121723054575	-0.98544271512805	0.242343593670289
"Agps"	6.36836368770866	6.36228256824191	7.54908943978151	7.45367996948186
"Ttc30b"	4.87953574758794	5.30985565652722	4.51261151015095	4.66007986039199
"Ttc30a1"	2.26097827424221	3.12293836173105	3.98279873561458	4.3256963670764
"Pde11a"	0.347950049438822	-4.20667141118947	-1.25861275632873	-1.25861275632873
"Rbm45"	1.32116990482117	1.35587014190782	2.84268647994666	3.46811873332697
"Osbpl6"	4.38739205755156	6.39540579906492	4.94184662410478	7.33504490678723
"Prkra"	3.44714813325894	4.25228718256031	5.27727857746446	5.10884572317692
"Fkbp7"	0.390967642182476	3.96977580417585	1.07740321076423	2.35448041957864
"Plekha3"	5.93674715089312	6.21367059369034	5.75122105314211	5.36705698003868
"Ttn"	5.95231858306441	2.47674927033533	4.18912405717637	-0.121692138454999
"Ccdc141"	3.63561947959689	3.75888335229514	1.06475709855656	3.15517301594525
"Sestd1"	5.08936248828317	4.99232431400385	5.12758654229517	5.43942210179958
"Zfp385b"	0.769860623015133	4.3706852689674	2.30239324510249	5.16066429530502
"Cwc22"	4.23940148382892	4.23332742357043	5.05017685439176	5.03395104350663
"Ube2e3"	7.08269243231195	6.69435318782732	7.05040792299306	6.95670698620389
"Itga4"	0.564851874770864	1.66630100998608	0.351170372263005	-0.456582036643451
"Neurod1"	-0.17907685754786	-2.57009619110146	-0.507465535404746	-1.48236587675502
"Ssfa2"	5.74851638375605	6.34191898484363	5.5895357818992	5.02340633344287
"Pde1a"	-0.585108552615409	-0.121692138454999	-3.78988865061397	0.449301109980395
"Dnajc10"	7.29937374996697	6.60562313015582	7.19253139488705	6.86539647820523
"Nckap1"	8.01440398253028	8.85654031583094	8.71833182027617	8.68230568295872
"Gm13688"	-5.20799498610685	-0.98544271512805	-1.4422497087067	0.124547610928876
"Dusp19"	3.17291041325415	3.79912846543273	3.99680787475673	4.01035122034174
"Nup35"	3.9514400489217	3.95630247249844	4.89661802377027	4.43975477358122
"Gm4735"	-3.93178749280174	-1.67299078855139	0.550762124304975	0.866033441093526
"Zc3h15"	6.34282300257696	6.39293270821862	5.64273667863209	5.43863461292168
"Itgav"	7.39846559730953	7.88881188499563	6.73031183315308	7.36293137419296
"Gm13684"	-2.84826645350341	-0.98544271512805	0.0547453313498076	0.762499678542013
"Fam171b"	5.11133313944992	4.19225786827679	3.68393765565281	2.98662707950971
"Calcrl"	6.8821430315522	5.26644716049795	6.62653143255499	4.07755696855257
"Tfpi"	2.88275955959385	1.80459312422487	2.83805039998564	3.40233243784764
"Ctnnd1"	4.85168709119114	4.83235529099394	5.17640598669413	4.93485174035938
"2700094K13Rik"	5.66484956069669	5.06029084529491	7.18463880132621	7.25915127106228
"Tmx2"	5.70523133701052	6.10676449679089	6.09389509808409	5.76782080072885
"Med19"	5.19771514431543	5.30404363762936	5.76032956335321	5.68106882260022
"Zdhhc5"	7.48833798328373	7.19350290106562	7.56522576654073	7.31384092335037
"Clp1"	4.79892606572871	4.61394918125676	5.06091149605861	4.77144209061429
"Ypel4"	0.28857169726863	-4.20667141118947	-3.29020078716329	0.397834072224052
"Gm19426"	-4.67265602379546	-1.25861275632873	-1.4422497087067	1.61146128119496
"Serping1"	5.06834360516126	5.52861093649608	1.80175741967071	2.60978207007657
"Ube2l6"	7.72281053122098	7.3672668166381	5.61104787852921	6.06707958947037
"Timm10"	4.51221170359849	4.58456555254362	4.49303800368158	4.41116483126327
"Slc43a1"	3.60383574324919	2.26844213036662	2.91254009568029	1.99275275950599
"Slc43a3"	6.14153256218992	3.60075768257118	4.46881783510521	3.91521312771554
"Prg2"	6.74480656589414	4.53785396902504	1.43877851095816	-4.20667141118947
"P2rx3"	2.36610165727595	0.0802691331029918	-0.391227086471594	-0.329051091361581
"Ssrp1"	7.62767462190387	7.66703691660252	8.37020069738921	8.44256143181584
"Tnks1bp1"	5.80901313763042	5.90681169124942	5.30048629027404	6.2366631372871
"Aplnr"	-0.0135970521219881	3.2358483085884	-0.880401700881039	-4.20667141118947
"4833423E24Rik"	7.31596153959925	4.81064253963104	6.95317641670652	0.541116791580082
"Gm1826"	-3.86449083459789	0.0802691331029918	0.245778607826864	0.762499678542013
"Ptprj"	4.66545163627067	3.75131791735838	2.90042164084618	4.0379183092094
"4933423P22Rik"	-3.73589870441773	0.198090431197204	-3.93178749280174	-1.12835954327532
"Nup160"	5.26275653186557	5.54822150658656	6.52763473581504	6.57951870026128
"Fnbp4"	4.50802303858257	4.41425754662153	5.31550141171271	5.59966671122276
"Agbl2"	0.354362196281475	3.49689565950295	0.216055351241343	2.75298500328568
"Mtch2"	7.58048004967254	7.32494489284419	7.60100081864223	7.40628792892797
"C1qtnf4"	1.94320593817805	3.53018335788592	1.41237758622073	2.84268647994666
"Ndufs3"	6.15267801032361	6.44122040901321	6.21416982962874	6.45832552534447
"Kbtbd4"	1.79271357482854	3.74166902826309	3.42321557355363	4.00272917199259
"Ptpmt1"	5.37475542849715	5.11599124992181	4.9097041677266	4.70271605113292
"Celf1"	6.87071283562644	7.07218121625562	7.13781926137318	7.82497789620788
"Rapsn"	-1.25059745402066	-1.29962137342771	0.128265930049259	-4.20667141118947
"Psmc3"	7.81830495428414	8.41441316513408	8.05825793565332	8.07302532263722
"Slc39a13"	3.72207840210578	5.17827589898785	3.90198577219066	4.1817882017317
"Spi1"	3.09807364477592	-4.20667141118947	-0.456582036643451	-4.20667141118947
"Madd"	6.88749072255391	5.22003168677938	6.57520297743119	4.59679579375274
"Nr1h3"	3.2846779361095	3.00555762228781	2.02825894778505	1.07740321076423
"Acp2"	5.38134815799953	5.54528396872778	5.20533039593882	4.98912034311772
"Ddb2"	1.09948228725853	2.21385200712639	2.43940157748659	2.87355971993034
"A330069E16Rik"	0.564851874770864	-0.0135970521219881	-0.590833653142929	1.20406492031102
"Gm17281"	1.05027714213347	-4.20667141118947	-0.507465535404746	-1.48236587675502
"Pacsin3"	4.66124317984837	4.87953574758794	4.07013039573791	3.95262307450427
"Arfgap2"	5.62058287535985	5.89028179853879	5.91222095750546	5.72126894680136
"1110051M20Rik"	5.30286829826374	5.82747750639368	5.5895357818992	6.06975413888282
"Lrp4"	4.11513896918055	4.15204269230172	4.0420183709196	4.31152257018165
"Ckap5"	6.76117874122804	6.1828884074518	7.46006100694361	7.58997984637717
"F2"	3.35873402357518	2.01451536644427	-1.25861275632873	-0.456582036643451
"Zfp408"	2.4990688660451	3.73001162530487	3.68776457568357	4.0420183709196
"Arhgap1"	8.75434232996353	7.82302818231553	7.99106815504622	7.49411098317939
"Atg13"	6.69317288679554	6.23945026909482	5.9957771908398	5.66662715312808
"Harbi1"	4.01066054611245	4.44447269701636	4.81370778786054	4.46907435987125
"Ambra1"	5.90850340126712	5.7479230955514	6.19200252739213	6.20223496190217
"Mdk"	7.52601455050002	6.85838901644337	8.23984857176133	8.56931406461828
"Dgkz"	6.99511067991703	6.00148368160886	6.10942351507805	6.0080568419237
"Creb3l1"	3.10318807139473	4.18465716593332	-1.77313514241351	3.93638330432389
"Phf21a"	5.06322239332571	5.15985997887972	4.68223573536686	5.33036201762895
"Gyltl1b"	4.59815809049175	5.6935592278655	4.29006905586696	4.39620282068071
"Pex16"	5.5325008574156	5.13328010806764	5.07477397047606	4.38968892979528
"1700029I15Rik"	-1.09308740671409	-0.0665926730264654	-0.17907685754786	-0.0135970521219881
"Mapk8ip1"	5.43863461292168	5.8233210120733	4.56540002260643	5.64273667863209
"Cry2"	4.79632824818965	5.85079025427243	4.36463375988183	5.72531138804799
"Slc35c1"	5.58182239568604	4.9283852687352	5.85231543311221	5.01789595173056
"Chst1"	5.3378366376996	0.585489711136567	3.07159928699968	2.60322172614505
"Syt13"	5.6255488127674	3.55169831696691	4.98000541388494	3.0075305940016
"Prdm11"	2.95722273868902	3.75131791735838	4.5479151095042	4.45404313543176
"4631405J19Rik"	-2.83582819470414	-2.57009619110146	-2.09121723054575	0.619372908446026
"Trp53i11"	6.36646494508736	6.04789805851522	5.72929469182856	3.41522799913561
"Tspan18"	4.58855304808704	6.24157836010593	4.22753881673682	6.44991991605403
"Cd82"	9.78531750894802	8.56746629943518	8.47740592858101	6.27899475741837
"Alx4"	1.64850336573801	-4.20667141118947	0.499411753505272	-4.20667141118947
"Ext2"	6.70931186912882	7.11014294532549	6.85835170279124	6.76242534498985
"Accs"	2.24423342844592	3.33704637225417	3.25877218829445	3.22432002838877
"Alkbh3"	4.0420183709196	4.2454132652524	4.51261151015095	4.3845696726783
"Hsd17b12"	6.6669097769983	5.91757479700795	6.59039895906129	5.74685387525608
"Ttc17"	4.8326758641002	4.71713913454266	5.00206791986329	5.24354944425389
"Itpa-ps1"	-0.345696176154975	1.05027714213347	1.4440752825234	2.07769736291589
"2810002D19Rik"	2.52688150812168	3.98597257211413	3.60479754051307	4.17917976951279
"Api5"	7.48715912988741	7.69033388278301	8.25333614228427	8.06195117552001
"Lrrc4c"	3.04769316004739	0.656128850899347	4.02296356191169	-2.83582819470414
"Gm10800"	-1.49116323387059	0.0374547133991539	-1.68223934042194	-0.234269674688107
"B230118H07Rik"	4.04829305776438	5.17827589898785	4.40214687537876	4.81080086877213
"Rag1"	1.28328448159059	5.92731917489546	-2.3858547925599	-0.121692138454999
"Traf6"	7.22029756513855	6.53883522687453	8.06299017420263	6.68367900372941
"Prr5l"	3.67577302842227	4.79632824818965	5.76196559095885	5.54428028028827
"Commd9"	4.42689133330491	5.86049203380655	4.8293210095465	5.55379950579524
"Ldlrad3"	5.54023058231978	4.95440243406413	6.25508143347448	6.44730416282412
"Trim44"	7.03143794586547	6.99812769959488	7.8685725794828	8.12300222361496
"Fjx1"	1.52569115945311	4.00380461270608	4.50852120683887	5.36155561846998
"Pamr1"	6.41427352385224	5.20086888868662	4.14149224366657	1.68239717861453
"Slc1a2"	3.39318866700018	-4.20667141118947	2.26555672489595	0.174659526115813
"Cd44"	7.26116455971509	7.24352647879037	7.59168727618448	5.56378919335868
"Pdhx"	4.95257876545912	5.14782537845512	5.28086723839951	5.15732534554895
"Apip"	4.33770753705056	4.80056679971662	4.61560745858731	4.80389754768616
"Ehf"	8.01118583662105	4.87064637461286	7.3948647662979	2.46185324873605
"Elf5"	0.822572891897347	-2.57009619110146	2.05177726289124	0.837530649845473
"Cat"	6.8463362538436	6.5832641188775	5.99242658669138	6.51458898372065
"Abtb2"	3.37434499103321	3.45385877008592	0.616661062886778	1.51976248613173
"Nat10"	4.34624831316753	4.75176544667886	5.35503119810694	5.38486908042168
"Caprin1"	8.41856097026344	8.41833132891246	9.37556939244002	9.38641589910715
"Lmo2"	4.29449402391899	0.97107255145606	2.08860943598311	-2.09121723054575
"Fbxo3"	6.34282300257696	6.96761323870279	6.60111464867136	6.85475435122161
"Cd59b"	0.769860623015133	2.77023715288013	0.946852765854606	2.51303442806286
"Cd59a"	3.03041842684181	4.66545163627067	2.74286033795866	3.49073164843168
"D430041D05Rik"	1.59616625434465	-0.880401700881039	2.54508563965619	5.37788051643012
"Gm13883"	-5.43737944605885	-4.20667141118947	-0.762406987725622	1.99275275950599
"Hipk3"	8.16890073431168	8.46256568431768	8.02890288683353	9.04354324047687
"4930500J02Rik"	-0.391227086471594	-0.391227086471594	-0.880401700881039	-0.667722076358055
"Cstf3"	5.40169536426866	5.14673628799732	6.13342523362929	6.21921339108449
"Tcp11l1"	3.51481085112448	4.5100212893279	4.97634417676441	5.09443686566042
"Depdc7"	0.529666410196503	3.98597257211413	3.27390777168719	4.5938455823317
"Qser1"	4.53726238591643	5.26523309087357	5.693218122351	6.15350168927056
"Prrg4"	4.72007175230504	5.10747071165444	5.30985565652722	4.82948615322115
"Ccdc73"	-0.391227086471594	1.02042912634058	0.839935150485872	1.61146128119496
"Eif3m"	7.05088549598694	6.84023526328164	7.63326207454435	7.46006100694361
"Them7"	-0.203684996317038	-4.20667141118947	-3.29020078716329	1.30235714683775
"Rcn1"	6.70004934086319	8.53844948467725	8.39264991885954	7.98132186039094
"Pax6"	-0.667722076358055	-1.97596609847865	-0.98544271512805	-0.981906584574122
"Elp4"	4.6387427313672	5.08910301074664	5.77539126187519	5.74156328398103
"Immp1l"	6.04214997248456	5.97079039364715	6.01814437740157	5.90850340126712
"Dnajc24"	4.82829281123046	5.6641298977889	6.03065361065151	5.14322534008465
"Dcdc5"	-2.83582819470414	-2.09121723054575	-0.456582036643451	-2.09121723054575
"BB218582"	-5.30475076688416	1.24432860923093	0.658780875790842	2.25288912070349
"Mpped2"	2.58844338354547	4.78343671647805	5.53647794449053	6.40372502307948
"Arl14ep"	3.68353240406629	4.70271605113292	4.94633212122833	5.58274257554739
"Gm13910"	-0.93235012947525	1.90745798257087	1.11589899866684	2.07769736291589
"Mettl15"	3.52602841089825	4.11290294133313	3.89350605806406	4.04390638651815
"Kif18a"	1.98240311596775	2.4999076437438	5.43918189449975	5.65534884198845
"Bdnf"	4.38739205755156	2.26844213036662	3.36122499496522	-0.234269674688107
"Lin7c"	7.77521401795179	7.29141652498052	7.77384952018291	7.88451518756432
"Lgr4"	6.58410053153103	7.01066771476879	7.27310612295881	7.57577068273421
"Ccdc34"	3.88242660901047	5.6641298977889	4.84851794772383	6.73105446866872
"Bbox1"	5.42246607560555	1.70953748716857	-2.84826645350341	-4.20667141118947
"Fibin"	2.41140112896623	2.40291615972703	-4.09799144490433	0.582715283915735
"Muc15"	4.5635713989569	1.24432860923093	4.88822741418556	-0.981906584574122
"Lpcat4"	6.03109957428273	4.43132957324476	5.71454728119808	3.57865917366909
"Nutm1"	-3.93178749280174	-4.20667141118947	-1.09308740671409	-1.74334402233855
"Nop10"	6.8689891850084	7.27482898838873	7.40359746126899	7.36425068785789
"Slc12a6"	3.21814486181408	2.84820191146055	3.52001301797773	3.40825157620125
"Emc4"	6.11136008727661	5.80131275595243	5.74910937482705	4.85384822556854
"Katnbl1"	4.94398001431703	4.87823532776103	6.3783827094761	5.09288421861658
"Gm13940"	-4.00843660308458	-1.49116323387059	0.550762124304975	0.658780875790842
"Emc7"	6.66322581271171	6.4730117553164	6.2464465031222	5.34667988146217
"Aven"	4.93503426758155	4.17473334246165	5.35298530899253	4.81676637697553
"Ryr3"	1.76857475931024	0.656128850899347	0.882842328618237	1.71468978487306
"Fmn1"	3.98597257211413	1.49124883349972	4.91911680407188	0.0547453313498076
"Grem1"	4.97849315421775	0.245778607826864	5.70890379843724	-0.756079215593325
"Scg5"	6.41308046256621	4.07526067779365	4.07814152906987	-0.0135970521219881
"Arhgap11a"	4.79025640747511	3.22432002838877	6.6199495229811	6.679663714088
"Gm21596"	0.0374547133991539	1.64309822540077	2.15897743339885	2.69951951970985
