gene	pval	qval	mu0	k	t0
8904	Hmbox1	0.439257284411571	0.842308522022683	743.506947961338	0.290514203062853	23.6241981186924
8905	Gm26569	0.439248730963994	0.842308522022683	2.53279285898564	-17.1218389698716	5.96321911727907
8906	Galnt13	0.439333779241942	0.842360612433797	1.82623877663181	-0.852257248303189	4.96909679429075
8907	Tbce	0.439420181074041	0.842431684295535	29.0587164167957	0.0869426252557459	3.96938537445854
8908	Ccdc157	0.439546123024753	0.842483959677931	5.48418637433919	41.965612714033	3.0331525711025
8909	Dus4l	0.439542123413174	0.842483959677931	6.31503104412919	-0.815593076131455	5.18710603444142
8910	Susd2	0.439954784712293	0.84317260423649	2.62687461956477	-17.7216559297744	3.92633270681875
8911	Ica1l	0.440111815000142	0.843378897199239	3.63779518264391	15.6538382210545	2.08762091633349
8912	Kdelr2	0.440232833363181	0.843516142561679	1927.44583802626	-0.0794967157899221	-40.9390446583997
8913	Gm26917	0.440374964629762	0.843693806352274	32582.0078040835	0.171938870075261	43.9503339713609
8914	Ttpa	0.440575102600514	0.843982550146553	5.16765164117651	-0.744534133249479	5.77647416604393
8915	Gpr157	0.440694065705932	0.844047179528722	2.91241646303808	-17.9974429145578	5.9463822512992
8916	Gm15787	0.440905413527536	0.844047179528722	8.38978343846796	-1.34083475720739	5.99628633286201
8917	Gm26563	0.440858436720476	0.844047179528722	93.5046901360079	-0.0963861922057821	-32.7910502200536
8918	Edn1	0.440826194851572	0.844047179528722	42.3854686314439	0.117986880417695	38.2559953714798
8919	Naa16	0.440811303977051	0.844047179528722	10.1018987102355	-0.632596852580816	6.58286663206565
8920	B930095G15Rik	0.440829848694024	0.844047179528722	176.804667474779	-0.302525170143792	-13.4776776542188
8921	Tmem198	0.441052909253556	0.844234892771408	219.539480009014	0.254927977727585	23.8821953148116
8922	Agtr2	0.441156820456664	0.844339146617126	2.90054883187383	-18.0855496302342	3.92090482448363
8923	Slc44a1	0.441679761567086	0.845055866500791	84.6216452444005	133.220541673732	0.998482322658442
8924	Hdhd3	0.441654922763505	0.845055866500791	85.1037127516237	-0.0905402930828484	-8.42525176821926
8925	Usp31	0.441597569860551	0.845055866500791	129.425443948718	0.174012971437477	24.0832752726688
8926	Gm7097	0.442159025637221	0.845878055319425	1.85900407271949	17.8421177405057	3.04701381694331
8927	Rara	0.442233273721405	0.845925325648786	275.782760347545	0.148762869169401	33.9019790563751
8928	Lsg1	0.442707103986973	0.846736840018095	5.68784993235716	4.00445510448967	2.33608443241333
8929	Palm3	0.443062856561648	0.847322358455224	2.52004985853925	-15.5630671904901	5.91909020960648
8930	Tram2	0.443279185164033	0.847641138394292	2.36367367611664	-17.7058285135885	4.93374842153198
8931	Iba57	0.443427323350115	0.847734546968939	12.3323524164891	290.600041419654	4.01048169361104
8932	Zfp407	0.443385757286998	0.847734546968939	1.86384562864606	-3.00228878686555	5.76284978608029
8933	Calcrl	0.443622492415933	0.847741204126538	32.6669805080661	0.185952962383365	8.95646332191819
8934	Cdr2	0.443649327096122	0.847741204126538	2.14570621434829	-4.04664034765927	5.75577933071492
8935	Cdon	0.443786981524018	0.847741204126538	2.74221417715604	-17.5937514660574	4.92252248328883
8936	Ifrd2	0.443678359495914	0.847741204126538	35.1442958046403	-0.08813172392787	4.18381722968369
8937	Clec3b	0.443757605367323	0.847741204126538	2.027215910453	17.3425260644912	4.05552919455877
8938	Vezt	0.443697581087598	0.847741204126538	80.2000387441266	0.214976963909788	15.7160989797258
8939	Efr3a	0.443791242096803	0.847741204126538	97.7097033056521	1.44762082257354	0.850980159158782
8940	Ldb1	0.443827967023381	0.847741204126538	8.32696989245509	0.627614565842681	1.01334997907769
8941	Srpx	0.443965765845925	0.847909564655522	1.82818719630526	-0.764265077383817	4.69839441341623
8942	Tsg101	0.444221053598233	0.848296732588083	6271.56701564952	-0.0528176708003961	-78.4489933926036
8943	Stip1	0.444267842558868	0.848296732588083	1561.66529974665	-0.261247888854751	-15.0325849997241
8944	Syne1	0.444399100471087	0.848357634392877	1.54194203647044	0.771902677832266	1.76911846781871
8945	Gm16170	0.444363124374474	0.848357634392877	1.26512127595065	1.07885457060807	1.56908166478718
8946	Gm15133	0.444540429753775	0.848532570811029	1.49950841554375	0.81844307879964	2.49409644691848
8947	Inpp5b	0.444792700455354	0.848919207888189	3.57653677626749	3.02533442219627	1.67354398226165
8948	Garnl3	0.444957471889676	0.849138778496659	3.31947084578262	12.7191261018967	2.10714531822517
8949	Adrbk2	0.445417659389306	0.849921997064677	3.48534149608223	17.8917542677318	4.09234934501539
8950	Srprb	0.445618262276168	0.850027040851462	36.9103711763116	-0.759287130979258	7.88440483057293
8951	Rufy1	0.445600079303009	0.850027040851462	4.17920382039398	12.5320157868907	2.02305522268203
8952	Grhl2	0.445622046714821	0.850027040851462	39.4815150806287	0.187638770640557	12.9309907157063
8953	Lclat1	0.445691561558805	0.850064682807791	7.54278023421236	1.41600482394928	1.6097605671476
8954	Ace2	0.445849524712475	0.850270994414812	2.78228375115858	-18.0922903637022	3.9238222755792
8955	6230400D17Rik	0.445955098681788	0.850377360702425	100.171065088975	0.0591155909007395	46.1941160419365
8956	Actr5	0.44634270367105	0.850657595088879	11.3125848946506	-16.2282343135825	6.92953659421645
8957	Cfap57	0.446331050401766	0.850657595088879	1.63648553377972	15.0612607968031	1.04484809141527
8958	Gm12146	0.446351139142443	0.850657595088879	1.47018646213754	1.0677679659356	1.87961519469719
8959	Gm9776	0.446230729577971	0.850657595088879	5.34917464504881	0.383436180261959	0.478046284601181
8960	Ntn3	0.446224344954524	0.850657595088879	2.1211522913047	-17.5001732750198	4.97186168398505
8961	Smg8	0.44656129719987	0.850963141500389	9.00812784684462	-0.552123834130497	6.00596814706803
8962	Rps15a-ps7	0.446744673785043	0.851122620724466	1.73814595465261	-1.43629831110517	6.61988054453079
8963	Rbm3	0.446727124320206	0.851122620724466	210.330286350839	-237.528798339672	7.00002811984457
8964	Cycs	0.446815434453301	0.851130465590539	200.411289193007	-51.0697057827994	3.00269993687514
8965	Cdt1	0.446848478801779	0.851130465590539	156.462135627179	-0.176624984381215	-18.3540063419723
8966	1110059E24Rik	0.446898567664284	0.851130932571416	234.170704298227	-0.0422699868884143	-30.1501887329234
8967	Zfp691	0.447298103908313	0.851697971457009	2.11149423898702	-15.2045168857722	4.96807151128026
8968	Gm26790	0.447345930311426	0.851697971457009	231.81258223953	-0.20134287871562	-20.7125975157061
8969	Spast	0.447329442481493	0.851697971457009	38.0993537548757	-918.923719819412	6.99929235415399
8970	Pi4k2b	0.447527949473998	0.851949527894982	39.9341655911915	-912.610566049711	3.99872841598483
8971	Gm12043	0.447583100893134	0.851959539722568	4.03074620484545	-0.759304383223838	8.0786124629235
8972	Ccdc9	0.447850462504263	0.852373439336023	2.97108594298954	0.479147313042892	2.68223170251005
8973	Mfsd8	0.448080312436335	0.852583178070197	6.03485586824107	17.7067081966875	1.12965847784018
8974	Smpdl3b	0.448110448769033	0.852583178070197	62.6569143566859	-1.9921566964941	-0.206955618526715
8975	Npc1	0.448104960256239	0.852583178070197	12.981436035745	0.18648083563268	3.99051686681798
8976	Ggnbp1	0.448571214916469	0.853364757788951	2.35446888497123	-0.849704517754956	6.31668424670687
8977	Ano8	0.448772663426353	0.853628859493576	2.75713291389721	1.3028159266373	1.52403441124027
8978	Slc25a39	0.448860009919936	0.853628859493576	4218.4864203286	-0.0413437901072885	-92.3085682413985
8979	Cbx8	0.448815857288849	0.853628859493576	4.51793325379096	16.7702169170791	1.1021801238992
8980	Ptpn1	0.448971979819419	0.853674242360917	20.1698384922644	1.21920383212214	0.971615895574596
8981	Cerk	0.448983858669676	0.853674242360917	11.0941311960068	-21.5215771431138	6.86307047864374
8982	Garem	0.449099145960506	0.85379837635511	3.51144592859645	-0.7881613144195	5.58250284245542
8983	Scn3b	0.449298522980343	0.854082330893059	297.987208305386	0.17963103672879	30.2391858132221
8984	Limd1	0.449914547332302	0.855062972759753	69.4609595559362	21.9763417836549	3.94835851734975
8985	Bricd5	0.449884521348948	0.855062972759753	9.10836715250434	0.794290880316832	0.441220875732848
8986	Slc16a7	0.450232410900601	0.855571850493953	23.4233238213586	-1.7942424858925	6.43591088800218
8987	Klhl17	0.450380466533042	0.855757966676113	211.822770534329	0.0747149129324638	43.1358915833849
8988	Sertad3	0.450969348462177	0.856400421968432	27.067952167614	-0.529737027652483	8.1006291176133
8989	Papd5	0.450933861979085	0.856400421968432	86.065931896404	-0.141691459975313	-17.5714348433781
8990	Tmed8	0.450964224329415	0.856400421968432	18.6933408760005	2507.43172178693	2.00016427742768
8991	Dis3	0.45078929540697	0.856400421968432	17.0244725779521	-32.6492916926262	7.00455444755859
8992	Capn15	0.450889804005957	0.856400421968432	87.8239169649833	-0.182868651422865	-16.001914096629
8993	Lsm8	0.451085131609805	0.856525042518518	131.107768664708	-33.0037870672751	2.99930077913819
8994	4930556J24Rik	0.4513843563524	0.856997917397551	8.73328562642206	0.581272355224442	0.836976136300494
8995	St6galnac6	0.451790304353095	0.85721588358172	1.90997211183703	0.838774244380174	4.02675274800527
8996	Cobll1	0.451800360285516	0.85721588358172	5.4366350780718	-0.447892876311049	7.26293568356128
8997	Phxr4	0.451770862517774	0.85721588358172	17.2429108842216	-0.0702360607577719	-41.8855567419324
8998	Cspg5	0.451790304353095	0.85721588358172	1.90997211183703	0.838774244380174	4.02675274800527
8999	Dgcr14	0.451718393225585	0.85721588358172	13.2968321116731	-17.1120491895916	5.9529491881386
9000	B630019A10Rik	0.451790304353095	0.85721588358172	1.90997211183703	0.838774244380174	4.02675274800527
9001	Usf1	0.452005858984571	0.857451230156703	140.099338801491	0.0680112463962312	39.2756638691579
9002	Tatdn1	0.45202482864082	0.857451230156703	16.240021536789	1.27152131404471	0.736909383546102
9003	Zfp59	0.452123609722721	0.857543347731333	1.54417532259786	-0.659595459530165	5.12824618260242
9004	Gm12940	0.45219385764866	0.857581331986731	6.35997028206455	-4.48112578971063	6.40265835278251
9005	Enah	0.452260035760637	0.857611590299683	293.700290968111	-0.14979979546414	-16.5532353670542
9006	Tmx4	0.452430990703329	0.857840506023767	1843.62733785262	0.212402906486887	23.9009225472259
9007	Ddx47	0.452859882141164	0.858558382085325	59.8051386195745	-0.656897459928939	8.89924149302719
9008	Erap1	0.453090198437224	0.858899670128112	66.7578700689695	25.0492344954915	3.94109513920824
9009	Prkd2	0.453435407758811	0.859363265581516	12.3110751879819	-0.13835563819598	3.88701029942627
9010	Serp2	0.453413425957376	0.859363265581516	1.43965952292887	-0.919966687113674	5.66819841797968
9011	Cd84	0.453835850862992	0.859549799172189	1.88893954079908	0.799340728979689	3.99176080264562
9012	Bmf	0.45372095704966	0.859549799172189	5.47654496086606	-31.3410296656304	4.99737909334848
9013	Fam212b	0.453835850862992	0.859549799172189	1.88893954079908	0.799340728979689	3.99176080264562
9014	Ntf5	0.453615960420073	0.859549799172189	22.2235250266153	0.411542455006598	-1.63569444865542
9015	Fli1	0.453835850862992	0.859549799172189	1.88893954079908	0.799340728979689	3.99176080264562
9016	Leprel4	0.453749134397054	0.859549799172189	63.7818495205662	0.159218319418143	12.632524539783
9017	Eif2s3x	0.453886862332468	0.859551076986716	31.209861870074	-1.36870579031708	7.6383011744835
9018	Lrrc73	0.454061043317763	0.859785581691519	2.3224433836316	-16.2040796992374	6.94923648679013
9019	Prkag2os2	0.454235210730338	0.859829338036941	102.493357226299	-0.0806576977561463	-34.3561911225588
9020	Agbl3	0.454173861278251	0.859829338036941	13.4883330701157	1.14724798861511	1.27364808513475
9021	Ddx10	0.454200892794833	0.859829338036941	5.632580388244	-16.8004133518992	6.8979187183918
9022	Top3b	0.454312945656065	0.859881163824315	14.2435946206606	1.17759054466267	1.00247511566013
9023	Sstr2	0.4544387712441	0.860023989556051	1.90941133262974	-0.828690997199639	3.98269441001335
9024	Adi1	0.454607267047562	0.860247527937076	137.414718135772	0.220082119301181	-3.38555814788584
9025	Btbd7	0.454705053827902	0.860337229824405	10.1689271219916	-1.2773625277434	6.22736331888338
9026	Nvl	0.454883244297546	0.860502371801712	86.1811171753079	-0.0613285257275932	-32.1884609448994
9027	Cpxm2	0.454893119597918	0.860502371801712	1.6995261316611	17.6593273253891	3.04005652957248
9028	0610040J01Rik	0.455074854875187	0.860655468141399	10.0684346812837	3.55272725028619	6.77129758335859
9029	Usp43	0.455071035151624	0.860655468141399	3.19812243747907	-15.7140920516416	3.97103915523867
9030	Aqp1	0.455141026843895	0.860685290629718	2.55753653549567	17.7745938677752	4.07152282944791
9031	Gimap4	0.455709343557219	0.861473790610325	1.86858817184344	0.767319553197187	3.96193435573516
9032	Gnb3	0.455709343557219	0.861473790610325	1.86858817184344	0.767319553197187	3.96193435573516
9033	Atp8a2	0.455618145239156	0.861473790610325	26.7750331539203	-36.9566938106793	4.96599493774749
9034	Ubp1	0.455850869360445	0.861645942572389	30.3876987252088	0.374497082948405	1.67427507981567
9035	Pnpla2	0.455905307755739	0.861653462671499	155.623754291594	0.109728270114217	33.5606549522896
9036	Helb	0.456087165748397	0.861858572832355	123.965639127767	-0.173493431818056	-24.9196277921747
9037	Stc1	0.45611477645151	0.861858572832355	5.41449394299263	-69.141401321694	4.96870768516824
9038	Adrm1	0.45631909873371	0.862149250937909	79.4150814339655	0.0854047142464156	4.48319957545475
9039	Abca5	0.456527827517549	0.862448189256519	8.14949130772209	2.35986868746112	2.25180131430078
9040	4930480K23Rik	0.456606955507948	0.862502253567889	2.5330010976286	17.7833343277124	4.07078976477008
9041	Higd2a	0.456786958954311	0.862746832330917	136.030288360897	-0.0500541931975806	7.70637787903586
9042	Clic6	0.456900799596884	0.862866407201548	2.00993407173435	-1.1183619183385	5.26623109134698
9043	Dennd5a	0.457028070767533	0.863011316645626	7.56883216660493	0.964658104448119	1.85944932671028
9044	Dclre1a	0.45711477795964	0.863079605090537	4.3735815421573	-1.58141012791872	5.68285858566398
9045	Rassf1	0.457168319088376	0.863085264428205	18.221986064788	437.615435104148	4.9995562062952
9046	Igsf21	0.457263719571547	0.863169939797009	2.15751072788831	-1.36674446021437	5.72076198355539
9047	Inhbb	0.458160872720573	0.86337103962016	6.45903330652422	0.476463432386644	3.72918760055682
9048	Tprn	0.458257570391789	0.86337103962016	125.800843070775	0.173489471118847	27.192052180122
9049	Nek6	0.457546872533114	0.86337103962016	98.5601932568996	-0.125641483779076	-14.5758035619048
9050	Inafm2	0.457712210560017	0.86337103962016	39.3118360468999	-0.100036978672439	-11.4549020613124
9051	Hdgf	0.457870784996373	0.86337103962016	356.616939368338	-0.0481574971250014	-25.4273406129288
9052	Ttc24	0.458133599290183	0.86337103962016	2.25288282683567	-1.76710934857576	5.53258495442055
9053	Wdr3	0.458482582998104	0.86337103962016	14.398915597789	-340.347349038108	3.99821984989904
9054	Vav3	0.458329866000107	0.86337103962016	42.0477396770277	18.2414052305247	1.97935064108014
9055	Ptpn12	0.458466019942381	0.86337103962016	144.323355530671	0.116485342687434	37.3455261694152
9056	Gm26636	0.457889378486006	0.86337103962016	7.04880175574212	0.591052898961307	0.567829265282489
9057	Tmem147	0.458455498340781	0.86337103962016	2745.79187652663	-0.0405517316710701	-85.7617930623718
9058	Esrp2	0.457475378643059	0.86337103962016	9.80170946385371	-1.41308023719201	6.73589084180257
9059	Gna11	0.457660351744079	0.86337103962016	92.1524672522988	0.064469232765215	18.5146196229608
9060	Plxnc1	0.458037884047704	0.86337103962016	3.79103067772708	-15.4684779308949	3.88673563715237
9061	5730455P16Rik	0.457970226956996	0.86337103962016	25.7374769157331	0.0981877128069474	4.11977057036161
9062	Ttc25	0.457521460735611	0.86337103962016	0.79391559648106	-0.366080835931524	8.64158408201225
9063	Pabpc1	0.458384149855153	0.86337103962016	10522.8077183207	0.155539628794146	42.0064655147002
9064	Brd2	0.457929518164884	0.86337103962016	175.52312283746	0.272913638175924	13.1658815175298
9065	Pcdhb22	0.458020550347524	0.86337103962016	4.48759948920583	-17.0444170953341	6.90185496182358
9066	Ndufv1	0.458117826709095	0.86337103962016	170.452217201293	-403.414227912154	7.00443434053347
9067	Arhgef6	0.457765577552379	0.86337103962016	294.317174623457	-0.250611548749456	-14.8888134484481
9068	mt-Atp6	0.458413107248357	0.86337103962016	54.2481454033579	0.0876161884755868	40.9772026880944
9069	Mr1	0.45870659210151	0.86360239985947	7.90394136709182	3.82854212376044	2.68008345037024
9070	Efcab10	0.458701511713549	0.86360239985947	1.12166232787365	-1.77829944461509	6.73422432568164
9071	Wfdc2	0.458856668740645	0.863789711764442	251.247536395612	32.8385588615908	6.03278845626364
9072	Socs2	0.459119407915667	0.864044735288058	267.729378473757	-0.911551551179534	-2.91816030828404
9073	Rab37	0.459102661191149	0.864044735288058	1.8285043160405	0.715919279485118	3.90967398067836
9074	Mbd1	0.459143940501513	0.864044735288058	132.897508447088	0.103792835830954	32.0889436926473
9075	Mapkbp1	0.459252254278402	0.864058119662627	1.27358631610538	0.943265369883964	1.57410464080994
9076	Zfp939	0.459220600990154	0.864058119662627	1.85880079844073	-0.747284183977115	4.05864744635382
9077	Fam160b2	0.45939579986945	0.864232971088545	13.2126277864537	-0.179484776546767	-5.78305481383414
9078	Mettl21a	0.459637535826139	0.864592483120418	361.49778563862	0.0908293863071555	34.3503213646547
9079	Kdsr	0.459912626827409	0.865014650920238	18.0575618271302	0.427026584819932	-0.407406672967012
9080	Iqce	0.460065742838136	0.865207337522468	1.5158307408722	-1.9136819760693	5.91669042186884
9081	Zfp106	0.460270730472771	0.865402223469835	6.86056747400985	-1.22763766116944	5.9187034163039
9082	Pnisr	0.460228317696946	0.865402223469835	16.7151815728172	0.153773265039543	5.6834545483282
9083	Ssc4d	0.460332230090833	0.865422565345268	3.19169714835912	-0.268278628124889	2.58062570568989
9084	Secisbp2	0.460524867836094	0.865689414703781	77.393670869671	-0.154048354961958	-20.0183908501847
9085	Vegfb	0.460618529596839	0.865770171865231	124.889039193068	-0.0612644335259365	-35.9199719914518
9086	Gm7160	0.460845686401295	0.866101798479916	4.92935299715398	0.83402516929557	2.32403144611369
9087	Xrra1	0.461106971061919	0.866402138848298	1.80322111010993	0.688134273082066	3.87902586412121
9088	Selm	0.461065640406386	0.866402138848298	57.1992503520246	-0.136798987465917	-19.8847589005878
9089	Gm17690	0.461528891060251	0.867099498706662	5233.25702423188	0.13029463347072	45.0595364793198
9090	Alpl	0.461801301910905	0.867420419253175	1.82859691051599	-0.710338765072943	4.0971389261936
9091	Tmem132e	0.461801301910905	0.867420419253175	1.82859691051599	-0.710338765072943	4.0971389261936
9092	Nt5e	0.462092093567002	0.867871160333273	1.21175158208792	1.47928909041963	1.52811998493893
9093	Lrrc39	0.46219218159284	0.867963674571576	1.67175933140218	-16.6899668025308	5.95861061155644
9094	Gm26786	0.462457289573401	0.868366029992896	28.3718674869969	-0.230262750644477	-4.91859184879636
9095	Sdr42e1	0.462510515909206	0.868370485944541	414.365452863826	-0.202336991434511	-19.3311162149093
9096	Pnpo	0.462666735438828	0.868568290935952	275.323355050359	-0.122574699023855	-20.3984135053253
9097	Lsm11	0.462801356879587	0.868725510616228	10.5898024913634	-1.1827025152492	7.05035928092803
9098	Lnx1	0.462869193772931	0.868757348083817	431.469079365172	-0.233326566215338	-17.7760475527863
9099	Gm11412	0.463144943845657	0.868988359642725	2.87301016499384	-17.5321281804114	3.95338173991646
9100	Lrrc45	0.463129509728485	0.868988359642725	2.24442424242903	1.46401830521628	1.67280414807309
9101	Plxna3	0.463107267814125	0.868988359642725	3.10916240562832	-17.6575955151848	5.91399041478849
9102	3110070M22Rik	0.46350929057009	0.869576427793327	2.26478715526556	-14.2829201466436	6.92112650498511
9103	Pfn1	0.463651008137837	0.86958889884899	1740.52243602494	0.0129402631814087	111.814911175622
9104	Pcyt2	0.463603074093235	0.86958889884899	142.06104099458	-0.0745918106905079	-25.1751313068746
9105	Lipo1	0.463668711877492	0.86958889884899	5092.54127926937	0.0957695410059781	59.7554496776347
9106	Gm10044	0.463961312851343	0.869851051630383	2.18760335659761	-17.0392414718343	3.93736929213035
9107	Btaf1	0.463948941533553	0.869851051630383	84.4753114190209	-0.120404755060516	-9.4651308155612
9108	4933412A08Rik	0.463923606008866	0.869851051630383	17.9215261785205	0.0315916639891637	64.0698225244127
9109	Timm10	0.464306512352203	0.870275664539629	710.008548647115	-0.0718643958910658	-39.6806521148244
9110	4930547M16Rik	0.46434068749242	0.870275664539629	1.79715313610645	-0.67678638955949	4.13492320641239
9111	Ephx3	0.46434068749242	0.870275664539629	1.79715313610645	-0.67678638955949	4.13492320641239
9112	Insr	0.464404766618654	0.870300240867003	256.955263094711	-0.124919907892567	-24.3768474535241
9113	Tnfrsf25	0.464636694031787	0.870352806854628	1.75582371315416	0.642461596775246	3.82387201646364
9114	Serpina1b	0.464636694031787	0.870352806854628	1.75582371315416	0.642461596775246	3.82387201646364
9115	Tecpr2	0.464636694031787	0.870352806854628	1.75582371315416	0.642461596775246	3.82387201646364
9116	A930003A15Rik	0.464636694031787	0.870352806854628	1.75582371315416	0.642461596775246	3.82387201646364
9117	Ctnnbip1	0.465120986740932	0.871160492062508	260.638347728236	-0.0956958026830962	-17.9038034032572
9118	Polr2b	0.465169909031737	0.871160492062508	140.261873137091	-0.0772024716543948	-9.79534865144683
9119	Rad18	0.465225833655839	0.871169682586589	475.709086616366	-0.18795377602241	-17.4287566742829
9120	Vgll2	0.46530024739976	0.871213489539288	1.19500312766415	-0.854792411577964	6.2078929135163
9121	Gm13610	0.465459761309092	0.871309141484368	2.23780921917156	-0.714130382433514	4.41248061555925
9122	D130017N08Rik	0.465508197479352	0.871309141484368	0.833375632316975	1.48060715330701	0.690686055504834
9123	Zfp141	0.465555434932266	0.871309141484368	4.92307602420698	17.353918553325	5.11852377900647
9124	Hcfc2	0.465548391907499	0.871309141484368	15.7948225558402	-16.0744784095767	6.97776541519872
9125	Map4k5	0.465653481095098	0.871397133499166	24.1373548084176	0.686542754280324	2.02435760364161
9126	Erp44	0.465733157710364	0.871450734282509	66.0620901174991	0.920484858725048	0.222652222719285
9127	Nfs1	0.465915257258511	0.871695949703774	54.5786659718704	-0.288678168822818	6.80824050558628
9128	Sp2	0.466238108084285	0.872108876508626	116.141559611567	0.169103163567516	30.2616377165424
9129	Strn	0.466189399064848	0.872108876508626	7.42068744878541	-16.2608740248431	6.98680845983339
9130	Nfya	0.466731597775829	0.872936337745899	2.16091729984583	-1.1412661509686	5.69985503142946
9131	Alg5	0.466816668961431	0.87299982906422	60.4832414441241	9.55722798624138	1.95529325619278
9132	Spata2l	0.466942642659593	0.873139790413405	188.962584782951	-0.239504106391603	-17.4483021623861
9133	2200002D01Rik	0.46735793746504	0.873342541054171	49.1552622605405	-0.0745023264627399	3.72303431823363
9134	Myo5a	0.467241267768983	0.873342541054171	2.49170359270009	-0.809030990304953	6.20416335435608
9135	Fyco1	0.467267259170241	0.873342541054171	2.58022913716365	-0.715697325746306	4.45301696905604
9136	Doc2b	0.467316917596309	0.873342541054171	2.07446092053802	0.677474191939821	3.57412046751368
9137	Polr3h	0.467266510587493	0.873342541054171	73.3262052545115	0.0897771886830628	2.29423287283224
9138	Csnk2b	0.467222353781586	0.873342541054171	54.0228202268368	-0.792021925548973	8.59030816316203
9139	Rasef	0.467486368696593	0.873486949541856	8.93074282187204	298.77170515383	4.0032168826542
9140	Scyl1	0.467633018816376	0.873665364256941	9.70589015213788	1.45470976238262	1.3855128947118
9141	Foxn3	0.467756667279394	0.873705190380981	104.705806979651	-0.224551152985262	-7.99457883901769
9142	4833422M21Rik	0.467735847925393	0.873705190380981	2.25645741267469	-16.6312757697706	6.93257249918699
9143	Btbd2	0.468140542644127	0.874326578386865	170.36633978578	0.0686366432709187	29.8077286018038
9144	Hecw2	0.468273147698726	0.874450365319187	1.23207351020744	-0.475900944618843	5.70330972894965
9145	Tstd2	0.468630256720752	0.874450365319187	37.119466507943	-416.791671777833	7.00054351099598
9146	Brinp1	0.46861480654607	0.874450365319187	1.69840611103082	0.594049858273057	3.75770794841645
9147	Zfp658	0.46861480654607	0.874450365319187	1.69840611103082	0.594049858273057	3.75770794841645
9148	Arrdc4	0.468629960274319	0.874450365319187	59.710302751965	16.0687101726858	4.98863830846311
9149	Gm15397	0.468566973979756	0.874450365319187	3.77336255681087	21.034082806775	4.04262948861987
9150	Cep170b	0.468667705750832	0.874450365319187	166.103349407284	0.258750255559633	17.9663732172483
9151	Arrdc3	0.468607541577842	0.874450365319187	121.93407324699	-547.671914961973	6.00171806114909
9152	Tnfaip8l1	0.468462483770004	0.874450365319187	6.15105819813916	-0.573020043006692	6.30731894096564
9153	Gss	0.468938637875616	0.874498315774054	56.1650158810224	-0.0686791668079587	-8.11464400029547
9154	Stbd1	0.46886895697756	0.874498315774054	11.66055022456	0.341986544904253	2.15053555467866
9155	N4bp2l1	0.468949465773191	0.874498315774054	30.8465944450382	1.33412867456637	1.2406703617113
9156	Kl	0.468917401383623	0.874498315774054	1.73651087341804	-0.62104287041805	4.20506012699428
9157	Krt77	0.468917401383623	0.874498315774054	1.73651087341804	-0.62104287041805	4.20506012699428
9158	Usp21	0.46901057319619	0.87451676653179	60.6420418775403	0.106352529729391	10.7079850059724
9159	Ampd1	0.469085549811613	0.874561070922929	2.17184006585825	1.39266609965134	2.76625478429121
9160	Ssbp2	0.469207824043463	0.874689357355432	80.768072698516	0.0738290222154666	8.23674303235935
9161	Fgd4	0.469256805032391	0.874689357355432	10.448058615591	0.634858098582959	1.0038016404933
9162	Gmds	0.469593922623826	0.875222202873221	14.4419127404427	-0.659131596937621	6.61920404077409
9163	Ankrd28	0.469671045412663	0.875270410506016	178.091442917874	-0.125346120546058	-25.2860962244
9164	Strip2	0.469939762912453	0.875675621070826	5.91236548083868	0.420864043822714	5.9324968507955
9165	Slc5a2	0.469993014942792	0.875679293307488	110.402206800261	0.0963296033945021	34.9640359052065
9166	Mansc4	0.47008391320782	0.875753098618452	2.08143693847872	18.1710585884675	4.05503269091812
9167	Oprk1	0.471044204572441	0.876108358270232	0.923715203025941	-0.456683882573072	7.28281969076822
9168	Serpinc1	0.47077380800191	0.876108358270232	2.41416425323683	1.53011480897325	2.21340927185876
9169	RP24-242P4.5	0.470701751636393	0.876108358270232	1.71164283522384	-0.600370068132236	4.23395077021713
9170	D930016D06Rik	0.470394528560126	0.876108358270232	2.71298274953645	18.060230392572	4.07457007220471
9171	Cpa2	0.470873499071864	0.876108358270232	7.37625687770161	1.48565647918278	2.17092273869858
9172	Plekha8	0.471024132805918	0.876108358270232	6.51249205614183	3.02073386369547	1.90662479638524
9173	Hmg20a	0.470812051471899	0.876108358270232	18.4562465894506	-0.690686913919151	6.79941821652338
9174	Mon1a	0.471019509317338	0.876108358270232	123.859377524892	0.223101382034042	21.880899775691
9175	Samd5	0.47053589894815	0.876108358270232	13.7497975354306	-0.436227556302561	6.75014390386245
9176	Cirbp	0.470356674584884	0.876108358270232	97.1097658926634	24.4102941189608	4.00099590276868
9177	Ebf1	0.470662211443276	0.876108358270232	1.57262803365424	-0.87651457791431	6.76968671563735
9178	Zfp738	0.470828662938233	0.876108358270232	144.340869018319	0.155981907522514	30.4670028977102
9179	Dip2b	0.470780959133718	0.876108358270232	530.596222591321	-0.230688376172627	-17.6240082325424
9180	Kcnj6	0.470701751636393	0.876108358270232	1.71164283522384	-0.600370068132236	4.23395077021713
9181	9430020K01Rik	0.47099140026122	0.876108358270232	13.3623026354196	-0.085018472364465	-28.5424890100226
9182	Rnf111	0.471166142460848	0.876239713424247	9.54486724623248	-1.11340262332341	6.68259487381905
9183	Gm1564	0.471312245166272	0.876415975003731	1.65705659293672	0.562344357699283	3.708758278984
9184	Bhlha15	0.471563838719386	0.876788339500462	2.32869639223143	17.7623932968624	4.0647548981903
