	C1	C2	C3	RA1	RA2	RA3	low
C6orf57	9.17949399315521	9.76939370186704	10.2882840324539	10.0288694243991	9.74931190713187	10.4277421524872	3.28320471046945
PKIG	9.29951409498781	10.5673567980264	9.36965769761163	10.0288694243991	11.6559007643273	11.2014658824422	3.28223144540673
SEMA7A	9.35964899127407	9.54467710550125	10.2882840324539	6.52296785021448	6.21298928909807	7.68162711786676	3.28136043032938
ZNF879	10.078869948023	9.6394589458572	9.44971220897061	8.55068525103607	9.65968871966528	10.2882840324539	3.2808281835997
BAIAP2	9.35964899127407	8.82020942983947	11.1167081502644	10.0888145938571	12.2051390096614	10.7670233732483	3.28064169253068
TMEM120A	9.52968149422383	10.4277421524872	9.22957362321791	7.761601129388	6.70279748437792	7.89114615336119	3.2803489692244
ZNF576	10.0091073628821	9.6394589458572	9.50448451349577	10.5770918352843	11.5358409758947	9.68936750398997	3.28026732200339
CTD-2369P2.2	8.77006862303643	9.54467710550125	10.9469881340413	19.4717876796328	15.1292828457322	22.2774960702357	3.27991553718741
FAM163A	8.77006862303643	11.0567577869481	9.44971220897061	11.0265779696311	12.0453431155046	11.355983780975	3.27990500662031
TMEM56	9.35964899127407	9.04973406698234	10.8168978942298	5.61373889527036	5.11442219424506	5.68375312041525	3.27984824569034
PRDM5	11.2165875609827	9.22957362321791	8.82020942983947	13.5417314565597	13.4121732176805	11.6559007643273	3.27821294595033
TCFL5	9.69940313092407	9.76939370186704	9.63443968519671	7.761601129388	7.63169188713124	6.75250166946462	3.2781219222383
SMN1	11.0465247601804	9.10968068005516	9.04973406698234	5.05447806880907	4.96416863712972	7.20181597419209	3.27693218206086
NLGN3	9.83939304090374	9.58949859298622	9.63443968519671	11.2863307583294	8.06109862600265	7.28188723525306	3.27607515720876
RIT1	10.408008732349	9.04973406698234	9.63443968519671	14.4004237527498	15.4330179560054	14.0913584461247	3.27523277869979
FAM50B	9.6394589458572	9.83939304090374	9.55951074588828	7.08218294696357	6.08314824149514	7.54143754199522	3.27481942602235
UNC5D	8.33065197418152	10.1487596944481	10.7071300196269	3.26522707591907	2.96437098243284	3.46500246615261	3.27405361575108
PDE3A	9.35964899127407	9.10968068005516	10.5770918352843	1.24697876599835	1.12691317457364	1.28539143417813	3.27224200651631
SLC29A3	9.88921943194306	10.1986419046434	8.93010519014397	8.28070084040632	11.336333399521	8.96013056456789	3.27161298850263
HEBP2	9.76939370186704	10.1487596944481	9.04973406698234	43.2562709185762	42.2732874904962	45.4813431456399	3.26979198191603
RAD54B	9.17949399315521	10.6370435553311	9.1696271981844	7.99135434347469	8.46053843567004	9.1696271981844	3.26876767689711
RPP38	9.49956626519069	8.46053843567004	11.1167081502644	7.83135229051788	8.27070598699915	8.98978735706884	3.26775628787086
SMIM4	9.10968068005516	11.1167081502644	8.82020942983947	7.04244754720518	7.82131847910179	7.46172323003084	3.26762371186638
TMEM44	9.35964899127407	9.22957362321791	10.2882840324539	13.2319934351661	10.8666120134253	12.0699254368429	3.26521630004302
PRAF2	9.94916342527068	10.8768490743094	8.20077717285551	11.0265779696311	8.2157558237041	9.32477695413257	3.26450821194482
LIG4	10.7367606459471	8.82020942983947	9.36965769761163	11.5162121782248	13.2369613404252	12.1247575624341	3.26443204588932
PRR13	9.88921943194306	9.76939370186704	9.1696271981844	8.12081558930497	8.75040450338484	11.6059160373518	3.26366292076442
PDK3	10.6867538504742	8.84515365581804	9.36965769761163	12.234997055527	8.13605949533732	11.7758027751948	3.26354511247416
RP11-222A11.1	8.82020942983947	10.253324574999	9.78927340739976	8.97999985739114	10.9469881340413	8.33065197418152	3.26334485309136
PSMA6	9.52968149422383	9.6394589458572	9.63443968519671	6.76274055789119	10.1685045808837	8.59036655106071	3.26319364448804
ELP4	9.88921943194306	10.1986419046434	8.77006862303643	8.97999985739114	7.54143754199522	10.2384892881774	3.26291664250448
FAM98C	10.2484151411497	9.2895199569559	9.2895199569559	9.22957362321791	11.4561355285556	11.2964485146729	3.26284566988398
HIATL2	8.92005438744003	10.4277421524872	9.50448451349577	10.1487596944481	8.33065197418152	7.761601129388	3.26267193302397
ZUFSP	10.0091073628821	8.84515365581804	9.98398225534199	6.29288148522642	7.68162711786676	9.10968068005516	3.26258132900619
TESK1	9.69940313092407	8.27070598699915	10.9968073038683	16.2783351926817	10.298435303526	13.0428732234675	3.2616397590248
USP35	9.22957362321791	9.83939304090374	9.68936750398997	15.8382886597414	14.5899501120453	13.5119640645504	3.26041193941722
TST	9.76939370186704	9.68936750398997	9.2895199569559	7.88126364581733	6.64285434317799	8.59036655106071	3.26009185650308
CNPY2	8.6904600340068	9.04973406698234	11.1766583957382	7.88126364581733	10.791542085339	7.51661515609413	3.25990831890819
LRRC37BP1	10.8768490743094	8.98489227450473	8.98978735706884	9.10968068005516	9.579514700299	11.5457894442791	3.25965899117265
FGFR2	9.83939304090374	10.4976274593316	8.50071278311878	4.83392981874794	3.28510333421196	3.61527696213583	3.25938151309936
SEC22A	10.2484151411497	8.77006862303643	9.7443892403637	7.64148243042465	8.91503322893809	11.4363043574742	3.25816293720984
CORIN	8.98978735706884	10.7569465825205	9.04973406698234	57.8120500186437	78.6983982779904	68.4504468388318	3.25778636771726
SNORD13	7.69163580207318	11.2964485146729	10.0337867561711	15.90825158222	28.922682122884	9.22957362321791	3.25596070029648
PLCD3	8.98978735706884	9.54467710550125	10.1487596944481	15.7783276286266	15.6375916658615	17.4819125838748	3.25540496697162
CCS	9.69940313092407	9.2895199569559	9.63443968519671	9.68936750398997	11.6559007643273	11.9254397356193	3.25390026099141
FAM227A	9.52968149422383	8.92005438744003	10.20847194756	13.6016895322377	11.2064321835353	9.80925624863509	3.25372517696282
ZNF624	9.6394589458572	10.0091073628821	8.98978735706884	8.55068525103607	9.22957362321791	9.10968068005516	3.25349352469759
AL357673.1	9.88921943194306	8.64030624499335	10.1487596944481	6.45789710619568	5.28423630349509	5.92353061687084	3.25339020577331
ARHGDIG	8.82020942983947	9.88921943194306	9.93911880839227	6.5627141722296	7.88126364581733	7.28188723525306	3.25326250449079
CROT	8.82020942983947	10.6370435553311	9.22957362321791	7.761601129388	8.6904600340068	9.22957362321791	3.25270074478483
LINC00888	10.9968073038683	8.92005438744003	8.82020942983947	10.2384892881774	11.9853914871332	14.8250280733992	3.25229274708989
C12orf45	10.2484151411497	9.38976824040163	8.98978735706884	8.47076269482557	7.54143754199522	7.28188723525306	3.25223515257025
