	C1	C2	C3	RA1	RA2	RA3	low
PDGFRA	5.84347102068941	6.33288179694125	6.30317245911066	7.88126364581733	11.8451157194656	10.6370435553311	2.62192195749928
FAM174B	5.11442219424506	6.65774422136339	6.80249440922116	10.3580350420614	12.3147753233537	9.6394589458572	2.61855619038151
LINC00116	6.47282444570322	5.7436976530169	6.20304047277846	5.32408345451375	6.08314824149514	6.34783557706553	2.61645024068412
SPATA18	7.69163580207318	5.85855107127952	5.11442219424506	4.63434421353539	4.7040860695666	4.46481036365328	2.61613520530243
STX18-AS1	6.07311823899552	6.00816259863945	6.30317245911066	4.52475859206274	4.7040860695666	5.61866543357121	2.61514648366846
WDR92	7.15706523464131	5.63368355815229	5.69362940734993	3.90502919530448	3.65520474223534	4.67439739057946	2.61426508413099
ULK4	5.45384514709229	7.28188723525306	5.77327981747618	5.61373889527036	6.64285434317799	6.01317152931093	2.61365909630154
TMCC3	6.42287602980734	6.54267522558358	5.45384514709229	13.122483028822	10.9469881340413	9.44971220897061	2.61345794887266
CDC42EP2	6.76274055789119	6.21298928909807	5.45384514709229	6.64285434317799	5.92353061687084	7.39175522317153	2.61338977103082
P2RY11	6.76274055789119	5.85855107127952	5.77327981747618	6.76274055789119	4.96416863712972	4.46481036365328	2.61251435420041
CHCHD7	7.2319792055598	6.15304283090632	5.11442219424506	4.01463074376263	5.58362894122036	5.11442219424506	2.61008727472963
DPCD	6.96237856240979	5.45384514709229	5.99325972746257	6.29288148522642	6.15304283090632	6.55268703870655	2.61006496462623
STYXL1	5.65338245362564	6.77272252615573	5.93331356931071	6.18279425233808	6.21298928909807	4.84426991342371	2.60922940654823
LYST	6.14806661512915	6.33288179694125	5.83322821011427	12.234997055527	10.298435303526	8.39059786636245	2.60909648856942
TMEM231	7.28690406502152	7.39175522317153	4.21496716331766	4.58470658799355	5.34395024283821	5.45384514709229	2.60891479066421
PRSS27	6.07311823899552	5.21405839774081	7.1619960687457	5.45384514709229	6.08314824149514	6.88262650896735	2.6084019752071
PLEKHO2	5.58362894122036	6.44282341004524	6.30317245911066	8.6904600340068	8.75040450338484	9.87917448607596	2.6083247533151
CTD-2203A3.1	6.14806661512915	4.88406637779703	7.55141964133783	5.27400533711738	6.70279748437792	5.05447806880907	2.60832116543277
RPL41P1	6.42287602980734	5.93331356931071	5.93331356931071	2.83472278953553	4.38451190402074	5.94321075309877	2.6069651700567
ADAMTS14	4.93409993121303	6.21298928909807	7.34183266503438	4.52475859206274	4.57439213502355	4.39453379805778	2.60473824505419
RP11-347C12.2	5.58362894122036	6.38785091853033	6.30317245911066	6.13276112665781	6.29288148522642	6.50290955568309	2.60420395009275
SYNGR2	5.93331356931071	6.28788907848143	6.01818463586581	3.5252935268545	4.13454728789817	4.00494510086535	2.60358072213762
RAPGEF5	6.47282444570322	6.08314824149514	5.69362940734993	5.92353061687084	5.28423630349509	4.32455796237769	2.60285404350841
SEMA3F	5.45384514709229	6.08314824149514	6.75250166946462	7.25176717231578	5.16410966614061	5.94321075309877	2.60250466376303
AC010729.1	6.84248977315939	6.08314824149514	5.37395559064387	5.92353061687084	4.83392981874794	3.67523366118659	2.60177464484671
FLRT2	8.64030624499335	5.11943885025723	5.05447806880907	4.63434421353539	3.11476428369412	2.62490509841616	2.60154341871265
EIF3J-AS1	5.84347102068941	6.28788907848143	6.08314824149514	6.23293481689262	7.82131847910179	6.81271610595167	2.60140650474497
C20orf96	6.0031578403729	6.65774422136339	5.57373756815783	16.8028281392415	8.82020942983947	7.08218294696357	2.59980004119115
CCDC74B	5.88326350761476	6.44282341004524	5.87346615351991	18.1456234473086	22.6317493986467	16.4176827191833	2.59950728372918
ZNF284	6.0031578403729	6.33288179694125	5.83322821011427	4.94905229225348	5.11442219424506	6.14309442381989	2.59762608996216
AF186192.5	5.65338245362564	6.00816259863945	6.52786684509171	6.64285434317799	5.40389676492941	7.28188723525306	2.59754992860188
NXT2	7.08218294696357	6.54267522558358	4.77397555626239	3.18513551092433	4.96416863712972	5.39389870615562	2.59642198314255
RP11-381E24.1	5.22429218954624	6.15304283090632	6.87252545064083	7.69163580207318	7.46172323003084	7.98134633981461	2.5957919890455
ADM	4.93409993121303	7.00234456046203	6.38287785736003	3.01468419337496	4.25446169672153	3.46500246615261	2.59494400972319
PIM2	6.36311607226526	6.21298928909807	5.57373756815783	5.61373889527036	6.08314824149514	6.88262650896735	2.594555360829
C21orf59	6.76274055789119	5.05447806880907	6.44282341004524	5.05447806880907	5.34395024283821	6.14309442381989	2.59428772877183
ZBTB49	5.93331356931071	5.11943885025723	7.22168451235251	5.67368437782845	4.19450474776772	5.84347102068941	2.59238636946354
KAZN	5.58362894122036	6.73252334305846	5.83322821011427	6.18279425233808	4.50428334571916	4.07458929453817	2.59221497154299
ARHGAP22	5.58362894122036	5.85855107127952	6.68260449752578	6.18279425233808	6.21298928909807	5.45384514709229	2.59071915553782
FBXO48	5.88326350761476	5.63368355815229	6.59271448862319	5.78352530603224	5.51379143274611	6.44282341004524	2.59052259640529
HNRNPA1P48	7.52166836995968	4.974268796872	5.83322821011427	4.83392981874794	5.92353061687084	6.20304047277846	2.58994389522144
RP11-521B24.3	6.89243786644896	5.31400939755258	5.93331356931071	7.1818385734444	6.64285434317799	6.20304047277846	2.58788438854794
ZNF517	5.93331356931071	5.85855107127952	6.23783688589927	7.54143754199522	6.95238226599453	6.88262650896735	2.58680925370059
TIAM2	6.20304047277846	5.80364207776428	6.01818463586581	6.07311823899552	6.75250166946462	7.46172323003084	2.58642081834861
SPIN2B	6.07311823899552	5.85855107127952	6.08314824149514	3.84507404893195	4.07458929453817	5.22429218954624	2.58593317434531
MAFF	5.70352285566399	6.95238226599453	5.45384514709229	7.39175522317153	8.98978735706884	8.85508750114596	2.58554481356091
DNASE2	5.58362894122036	6.00816259863945	6.44282341004524	4.69429596434565	5.45384514709229	5.45384514709229	2.58527332684088
KIAA1875	4.78432017351898	5.31400939755258	8.50071278311878	7.761601129388	8.6904600340068	8.07113115247568	2.58523284505258
ZDHHC11	5.70352285566399	6.00816259863945	6.30317245911066	6.70279748437792	4.63434421353539	3.79483648115177	2.58495176248803
RP11-398K22.12	5.70352285566399	5.7436976530169	6.59271448862319	5.92353061687084	5.65850564144093	6.39282785433805	2.58490190195762
CTD-2561J22.2	6.47282444570322	5.21405839774081	6.38287785736003	4.58470658799355	4.83392981874794	4.67439739057946	2.58366971929828
TMEM251	6.76274055789119	5.45384514709229	5.83322821011427	4.2646036088255	4.96416863712972	3.46500246615261	2.58305875431788
PCTP	5.93331356931071	7.39175522317153	4.90421939820139	6.5627141722296	8.82020942983947	7.98134633981461	2.58292617813535
TLDC1	7.15706523464131	6.28788907848143	4.77397555626239	7.59141516363109	7.68162711786676	8.96013056456789	2.58237835899153
TMEM67	5.39389870615562	6.08314824149514	6.52786684509171	8.28070084040632	8.06109862600265	6.88262650896735	2.58091940685776
ANKMY2	6.14806661512915	6.38785091853033	5.45384514709229	7.46172323003084	11.5957931051223	9.44971220897061	2.58091239264076
ITPKC	6.89243786644896	5.45384514709229	5.69362940734993	9.86901592055533	8.2157558237041	7.98134633981461	2.5805455624079
GALE	5.65338245362564	5.31400939755258	7.11707084675242	4.52475859206274	5.84347102068941	5.84347102068941	2.58006622522847
SLC9A7	5.84347102068941	6.00816259863945	6.08314824149514	4.19964831596425	5.11442219424506	3.67523366118659	2.57952253441705
SAMD10	6.84248977315939	4.61419377739309	6.75250166946462	3.46500246615261	4.25446169672153	3.61527696213583	2.57867401912435
RND2	5.70352285566399	6.95238226599453	5.37395559064387	6.76274055789119	7.28188723525306	7.89114615336119	2.57844836734224
PPP1R3B	5.77327981747618	7.00234456046203	5.26391143905594	6.0031578403729	7.28188723525306	5.11442219424506	2.57778814055136
MED31	6.47282444570322	5.68375312041525	5.77327981747618	4.32455796237769	5.04421504564054	5.92353061687084	2.57687680604539
WASH7P	6.55268703870655	4.37437414598512	7.40177799582858	5.32408345451375	6.70279748437792	5.92353061687084	2.57634503848563
CDC26	6.76274055789119	6.38785091853033	4.90421939820139	4.40486189326739	5.45384514709229	5.45384514709229	2.5756540576477
CCDC23	5.65338245362564	5.68375312041525	6.59271448862319	5.11442219424506	6.81271610595167	6.61773692995446	2.57561026466258
ABRACL	6.84248977315939	5.93331356931071	5.21405839774081	4.52475859206274	6.35282801304566	6.55268703870655	2.5752553814223
U3	6.14806661512915	5.00930389418769	6.87252545064083	5.50874443365269	4.63434421353539	5.39389870615562	2.57519442600897
GEMIN8	6.30317245911066	6.08314824149514	5.51379143274611	5.22429218954624	6.08314824149514	5.11442219424506	2.57464699822991
AL161626.1	6.20304047277846	17.2378383188431	1.97534506993459	16.9922510171776	0.320181213226118	1.52567499714602	2.57419573249332
MAGEA6	6.30317245911066	6.00816259863945	5.57373756815783	4.63434421353539	5.28423630349509	4.79405441132253	2.57388235669264
AC018737.1	5.58362894122036	6.21298928909807	6.08314824149514	5.45384514709229	6.29288148522642	5.61866543357121	2.57376959996
RP11-54O7.1	6.36311607226526	5.39389870615562	6.14309442381989	5.61373889527036	3.87004382058732	3.67523366118659	2.57334247544901
TMEM151A	6.71260412563821	5.51379143274611	5.69362940734993	6.29288148522642	4.46481036365328	4.9143209018506	2.57308861705916
HOXD11	6.30317245911066	5.63368355815229	5.93331356931071	10.8269742102601	13.4121732176805	13.2319934351661	2.57299823215572
GPLD1	5.22429218954624	6.44282341004524	6.23783688589927	4.69429596434565	4.63434421353539	4.67439739057946	2.5713248228033
C12orf75	5.34395024283821	6.887530440661	5.69362940734993	5.67368437782845	6.99254416214859	7.791519431745	2.57041398584642
C19orf40	6.42287602980734	6.887530440661	4.72437016873667	4.63434421353539	5.04421504564054	6.44282341004524	2.56910941646327
FNBP1P1	5.84347102068941	6.08314824149514	5.87346615351991	7.34183266503438	7.82131847910179	6.68260449752578	2.56861862986452
ASIC1	5.15411128050253	6.33288179694125	6.38287785736003	35.2815133017617	26.4561650456565	20.1358912898014	2.56759762623093
SIX5	6.30317245911066	5.51379143274611	5.99325972746257	5.67368437782845	5.28423630349509	6.20304047277846	2.56748790982344
IL4R	6.20304047277846	6.15304283090632	5.45384514709229	9.86901592055533	10.1685045808837	10.1487596944481	2.56718310367238
CENPBD1	6.36311607226526	5.80364207776428	5.63368355815229	9.04973406698234	6.15304283090632	6.96237856240979	2.5669235057497
RP11-383J24.6	6.20304047277846	6.83757592623663	4.90421939820139	3.13559944681666	4.32455796237769	4.00494510086535	2.56682800262578
ARMC7	7.28690406502152	5.11943885025723	5.57373756815783	6.13276112665781	5.16410966614061	6.20304047277846	2.56664558556577
SLX4IP	6.60262096176078	5.39389870615562	5.83322821011427	5.61373889527036	4.7040860695666	4.9143209018506	2.56622059105467
CKMT2-AS1	5.65338245362564	6.95238226599453	5.26391143905594	5.00433675227719	5.78352530603224	4.73903521558078	2.56425230834072
RP11-512M8.3	7.04244754720518	5.57868106243162	5.26391143905594	8.12081558930497	5.65850564144093	6.01317152931093	2.56404540139422
HNRNPA1L2	6.42287602980734	6.65774422136339	4.83392981874794	5.45384514709229	4.63434421353539	4.32455796237769	2.56381647468671
FAM21B	6.0031578403729	5.45384514709229	6.30317245911066	5.32408345451375	4.50428334571916	5.29425391798072	2.5630244917928
UBL7-AS1	5.22429218954624	6.83757592623663	5.77327981747618	5.27400533711738	5.78352530603224	4.79405441132253	2.56270389561375
NR3C1	7.08218294696357	6.21298928909807	4.67439739057946	7.64148243042465	7.28188723525306	5.84347102068941	2.56142068936161
LINC00205	6.47282444570322	4.974268796872	6.38287785736003	6.29288148522642	7.08218294696357	7.791519431745	2.56102896196999
CAMK2B	5.58362894122036	5.85855107127952	6.23783688589927	4.13454728789817	4.32455796237769	4.07458929453817	2.55759760071869
IKZF4	6.36311607226526	5.45384514709229	5.87346615351991	12.1247575624341	5.72357945787344	3.86500787789112	2.55707310661526
LOX	6.76274055789119	7.2319792055598	4.15501680341029	4.40486189326739	2.41525946763331	2.76424060778226	2.55561761633748
MRM1	5.70352285566399	5.57868106243162	6.38287785736003	4.07458929453817	4.38451190402074	3.93504076265812	2.55532813616798
TMEM42	5.05447806880907	5.93331356931071	6.75250166946462	6.64285434317799	7.13699872001188	6.55268703870655	2.55394074887006
PQLC2	5.15411128050253	6.73252334305846	5.83322821011427	5.39389870615562	7.04244754720518	4.79405441132253	2.55372184336345
RP11-158H5.7	5.58362894122036	7.08218294696357	5.11442219424506	5.84849338634343	7.88126364581733	5.84347102068941	2.55332281409296
ENTPD5	6.10286871212336	5.80364207776428	5.69362940734993	7.72135523612277	6.70279748437792	7.51661515609413	2.55193156519997
C17orf58	6.36311607226526	5.68375312041525	5.57373756815783	4.40486189326739	3.72516223627482	4.00494510086535	2.55174080212075
DGAT2	5.58362894122036	6.38785091853033	5.63368355815229	2.95469899817779	2.32489360874284	2.32489360874284	2.55020408141452
VSNL1	6.55268703870655	5.68375312041525	5.37395559064387	2.14484432471905	2.14484432471905	2.83472278953553	2.54830497314168
ARRDC2	6.96237856240979	5.45384514709229	5.21405839774081	4.63434421353539	4.57439213502355	4.46481036365328	2.54308691278477
C6orf203	5.45384514709229	6.21298928909807	5.83322821011427	3.5753065420056	4.8938837122214	4.98426744482601	2.54228527401467
CTU1	6.36311607226526	5.45384514709229	5.69362940734993	4.32455796237769	4.83392981874794	4.73903521558078	2.54211858969591
TEAD3	5.29425391798072	5.57868106243162	6.68260449752578	11.9853914871332	13.1720330500038	11.7758027751948	2.54158731860706
AC125232.1	5.45384514709229	6.73252334305846	5.37395559064387	5.11442219424506	8.13605949533732	5.94321075309877	2.54146848799874
C20orf24	8.07113115247568	5.11943885025723	4.77397555626239	6.52296785021448	4.25446169672153	4.67439739057946	2.54131591359526
RP11-599J14.2	5.34395024283821	5.51379143274611	6.68260449752578	6.29288148522642	4.13454728789817	4.62419216720727	2.54045392126054
MAGEE1	7.08218294696357	5.23431011507842	5.30909124515586	7.54143754199522	5.28423630349509	5.72357945787344	2.5402194834278
BAG3	6.55268703870655	6.28788907848143	4.77397555626239	8.06109862600265	6.95238226599453	7.761601129388	2.5399511922219
NBPF3	5.84347102068941	5.93331356931071	5.63368355815229	5.84849338634343	5.28423630349509	5.29425391798072	2.53658071479285
RPS10	6.71260412563821	4.67439739057946	6.20304047277846	4.01463074376263	4.7040860695666	4.07458929453817	2.53487616312474
FBXW4	6.71260412563821	5.31400939755258	5.45384514709229	7.46172323003084	7.34183266503438	7.08218294696357	2.53464902645225
TSPAN15	5.29425391798072	7.17203396233141	5.11442219424506	5.11442219424506	6.5627141722296	5.92353061687084	2.53379365640061
PITPNA-AS1	6.47282444570322	5.7436976530169	5.21405839774081	4.8938837122214	4.63434421353539	4.25446169672153	2.53292730841129
SWT1	6.55268703870655	5.93331356931071	4.98426744482601	5.39389870615562	6.39282785433805	6.50290955568309	2.53276871371936
XKR6	6.55268703870655	5.93331356931071	4.98426744482601	7.69163580207318	6.08314824149514	6.61773692995446	2.53276871371936
CTA-445C9.14	5.58362894122036	6.28788907848143	5.51379143274611	4.63434421353539	5.22429218954624	4.67439739057946	2.53227451168152
AF131215.9	5.70352285566399	5.31400939755258	6.38287785736003	5.84849338634343	6.5627141722296	5.94321075309877	2.53195370464306
ZNF177	5.77327981747618	5.39389870615562	6.20304047277846	6.76274055789119	7.28188723525306	8.17081579630028	2.53123170604609
ZNF57	6.42287602980734	5.51379143274611	5.45384514709229	4.83392981874794	5.45384514709229	6.14309442381989	2.53117929498911
KLF9	5.88326350761476	6.28788907848143	5.21405839774081	2.89471190377944	4.19450474776772	3.39473407696022	2.53053305475735
SNORD108	6.14806661512915	5.7436976530169	5.45384514709229	5.84849338634343	6.75250166946462	5.57373756815783	2.52979544760477
NR1H3	5.88326350761476	5.51379143274611	5.93331356931071	5.05447806880907	5.34395024283821	5.77840029101296	2.52949979370716
FZD6	5.15411128050253	6.00816259863945	6.20304047277846	4.77397555626239	5.34395024283821	5.50370205428421	2.52854102708189
ATG10	5.29425391798072	6.887530440661	5.26391143905594	6.29288148522642	7.99135434347469	5.84347102068941	2.52818313224558
HES1	5.88326350761476	7.2319792055598	4.50428334571916	9.86901592055533	10.6867538504742	11.715851829188	2.52743492293778
RP4-769N13.6	5.77327981747618	5.57868106243162	5.93331356931071	5.16410966614061	5.72357945787344	5.22429218954624	2.52605108485656
TMEM99	6.24769937215781	5.80364207776428	5.26391143905594	4.77397555626239	4.7040860695666	5.05447806880907	2.52547293356436
RWDD2A	6.47282444570322	5.7436976530169	5.11442219424506	6.52296785021448	5.45384514709229	6.75250166946462	2.52364881453615
LUM	4.12457233599637	7.69163580207318	5.99325972746257	2.89471190377944	2.77473152434841	2.69423804505633	2.523625296069
RIPPLY2	5.45384514709229	6.38785091853033	5.45384514709229	3.39473407696022	3.5753065420056	4.32455796237769	2.52329270630347
DAB1	7.35706042517225	5.51379143274611	4.67439739057946	5.45384514709229	3.99499474733585	3.67523366118659	2.52231817531149
LINC00925	4.61419377739309	7.28188723525306	5.63368355815229	8.47076269482557	7.93141076774015	8.65031242915513	2.52148984095716
LYNX1	4.41479408523878	6.08314824149514	7.04244754720518	6.76274055789119	8.39059786636245	6.91235869174807	2.52108040818961
TPBG	6.36311607226526	5.00930389418769	5.93331356931071	3.39473407696022	3.87004382058732	5.29425391798072	2.52106053502113
HSCB	5.84347102068941	5.7436976530169	5.63368355815229	4.32455796237769	5.84347102068941	4.57439213502355	2.52096130755905
LCA5	7.86145885736675	4.75399343034415	5.05447806880907	7.04244754720518	8.33065197418152	8.98978735706884	2.52049969816497
SLC17A5	5.93331356931071	6.21298928909807	5.11442219424506	4.8938837122214	5.34395024283821	5.11442219424506	2.51956561881884
ANKRD39	4.78432017351898	5.63368355815229	6.97740221761016	6.23293481689262	5.22429218954624	5.94321075309877	2.51836082387214
UBAP1L	5.34395024283821	4.75399343034415	7.40177799582858	7.64148243042465	6.35282801304566	6.88262650896735	2.51830611654819
GORAB	6.14806661512915	6.54267522558358	4.67439739057946	6.38287785736003	7.1818385734444	5.77840029101296	2.51826461463735
TMEM130	4.66441988882283	6.15304283090632	6.52786684509171	4.69429596434565	5.40389676492941	4.98426744482601	2.51653644326651
PNMAL2	6.96237856240979	4.92908808700032	5.45384514709229	4.13454728789817	4.32455796237769	3.79483648115177	2.51605825351821
AC108488.4	4.78432017351898	5.45384514709229	7.1619960687457	5.78352530603224	5.34395024283821	4.25446169672153	2.51531646820869
ITPRIP	5.51379143274611	5.51379143274611	6.14309442381989	11.4464474444671	6.08314824149514	6.88262650896735	2.51501831712921
ORAI1	6.66265590515975	6.21298928909807	4.50428334571916	4.63434421353539	3.94001248163445	4.73903521558078	2.51422751282447
CMPK2	5.29425391798072	6.73252334305846	5.21405839774081	4.19964831596425	6.81271610595167	6.14309442381989	2.5126604859166
LPCAT3	4.83392981874794	6.08314824149514	6.30317245911066	12.474328550409	14.6699721390548	16.3283946390214	2.51136427530058
RIPK2	6.76274055789119	5.57868106243162	4.90421939820139	5.61373889527036	5.22429218954624	5.77840029101296	2.51051853452102
CDK20	5.58362894122036	5.23431011507842	6.30317245911066	5.39389870615562	5.92353061687084	6.55268703870655	2.50842686961834
DGKA	5.93331356931071	4.75399343034415	6.52786684509171	7.46172323003084	7.761601129388	7.39175522317153	2.50819652297643
FAH	4.83392981874794	7.17203396233141	5.30909124515586	4.94905229225348	5.04421504564054	4.62419216720727	2.50801459471645
PPP1R3F	6.24769937215781	5.39389870615562	5.45384514709229	7.1818385734444	6.35282801304566	6.61773692995446	2.50730906739208
SLC35A1	6.30317245911066	5.57868106243162	5.21405839774081	4.52475859206274	4.7040860695666	5.15910805120492	2.50613631712023
STAG3	5.22429218954624	5.31400939755258	6.59271448862319	2.89471190377944	3.72516223627482	2.56490870463359	2.50530299019727
ARRDC1	5.34395024283821	4.974268796872	6.87252545064083	6.52296785021448	7.40177799582858	7.8415560573478	2.50441046289369
RP11-690D19.3	5.77327981747618	6.00816259863945	5.26391143905594	3.13559944681666	2.83472278953553	4.13454728789817	2.50415007507462
SCARNA15	5.45384514709229	4.67439739057946	7.1619960687457	3.84507404893195	5.11442219424506	4.84426991342371	2.5041386178944
RP11-175O19.4	5.45384514709229	6.28788907848143	5.30909124515586	9.35964899127407	7.40177799582858	6.29288148522642	2.5027714808436
LOH12CR1	5.70352285566399	6.00816259863945	5.30909124515586	6.83266560813048	5.34395024283821	5.05447806880907	2.50241402924883
KLRAP1	4.98426744482601	5.45384514709229	6.68260449752578	4.2646036088255	5.51379143274611	4.67439739057946	2.50168857086612
COMMD8	6.89243786644896	5.21405839774081	5.05447806880907	4.01463074376263	5.11442219424506	5.05447806880907	2.50166107449199
ACP6	4.66441988882283	6.33288179694125	6.14309442381989	6.88262650896735	5.28423630349509	5.68375312041525	2.50117512521062
RNU12	6.14806661512915	5.23431011507842	5.63368355815229	4.58470658799355	5.58362894122036	7.04244754720518	2.50073690965445
DGKK	6.20304047277846	5.85855107127952	4.98426744482601	6.95238226599453	6.64285434317799	5.34907147781602	2.50030030791813
RALGAPA1P	6.30317245911066	4.5542394845606	6.30317245911066	8.23559784678978	10.0288694243991	6.88262650896735	2.49978881011333
ZCCHC24	5.45384514709229	5.45384514709229	6.08314824149514	10.0288694243991	10.9469881340413	9.22957362321791	2.49978854592148
FAHD2B	5.58362894122036	5.39389870615562	5.99325972746257	5.61373889527036	4.8938837122214	5.39389870615562	2.49862413216273
PILRB	5.11442219424506	5.23431011507842	6.68260449752578	6.23293481689262	6.39282785433805	7.15213779527837	2.49432705123922
TMEM141	5.39389870615562	5.68375312041525	5.83322821011427	5.67368437782845	5.92353061687084	6.39282785433805	2.4941556123312
ARSK	6.07311823899552	6.44282341004524	4.56423795533448	4.2646036088255	3.65520474223534	5.92353061687084	2.49350150617738
NINJ1	6.14806661512915	6.08314824149514	4.77397555626239	4.46481036365328	4.38451190402074	5.22429218954624	2.49338071280761
TMEM186	5.51379143274611	5.93331356931071	5.45384514709229	4.52475859206274	4.46481036365328	4.00494510086535	2.49305215464339
USP53	6.20304047277846	5.68375312041525	5.05447806880907	6.0031578403729	5.11442219424506	6.14309442381989	2.49246051818093
AK1	6.0031578403729	5.80364207776428	5.11442219424506	5.00433675227719	5.28423630349509	5.11442219424506	2.49241713631436
ZNF699	5.65338245362564	5.93331356931071	5.30909124515586	6.38287785736003	7.68162711786676	7.08218294696357	2.49213908853024
NEIL1	4.83392981874794	4.67439739057946	7.88126364581733	6.45789710619568	7.761601129388	7.51661515609413	2.49213462664216
MIR4458HG	4.54451845986791	5.85855107127952	6.68260449752578	3.68496957849853	5.51379143274611	3.86500787789112	2.49169394315369
LINC00617	6.66265590515975	6.08314824149514	4.37944009157704	13.5417314565597	10.1685045808837	9.04973406698234	2.49055399437646
SLMO1	4.66441988882283	5.39389870615562	7.04244754720518	5.05447806880907	5.16410966614061	5.22429218954624	2.48970100246009
TERT	4.83392981874794	5.85855107127952	6.23783688589927	3.39473407696022	3.17474322848249	2.51953158240214	2.48826208630852
PHYH	5.84347102068941	6.38785091853033	4.72437016873667	5.22429218954624	5.34395024283821	6.39282785433805	2.48742607870727
ELMO3	4.8938837122214	4.75399343034415	7.55141964133783	6.52296785021448	6.08314824149514	6.07311823899552	2.48562254067181
RP11-111M22.3	5.65338245362564	5.51379143274611	5.63368355815229	3.94499048211865	5.04421504564054	5.29425391798072	2.48541250862847
OPTN	4.72437016873667	5.63368355815229	6.59271448862319	12.8532148081016	14.9993579317043	15.1188235965495	2.48502438094186
ARHGAP4	6.10286871212336	4.67439739057946	6.14309442381989	9.46464799027079	6.95238226599453	7.60138424218906	2.48441116752034
RP11-3P17.3	5.45384514709229	6.15304283090632	5.21405839774081	4.77397555626239	4.38451190402074	5.77840029101296	2.48366017139955
AC016747.3	5.39389870615562	5.39389870615562	5.99325972746257	5.05447806880907	5.96828029940399	6.55268703870655	2.48199925156457
CCDC126	5.84347102068941	5.23431011507842	5.69362940734993	6.64285434317799	4.83392981874794	5.94321075309877	2.48139119285276
PRSS53	5.11442219424506	4.67439739057946	7.28188723525306	5.22429218954624	4.50428334571916	4.46481036365328	2.48122134950656
GABRA3	5.77327981747618	5.51379143274611	5.45384514709229	5.92353061687084	4.07458929453817	5.15910805120492	2.47990319511347
STARD13	6.66265590515975	5.45384514709229	4.77397555626239	5.11442219424506	3.5753065420056	5.29425391798072	2.47952076818539
AC141586.5	6.47282444570322	5.23431011507842	5.11442219424506	7.1818385734444	5.16410966614061	4.79405441132253	2.47898867909772
ATP2B4	5.39389870615562	5.39389870615562	5.93331356931071	10.9469881340413	9.50940530814514	7.68162711786676	2.47716496255085
RP11-83A24.2	5.77327981747618	5.11943885025723	5.83322821011427	5.84849338634343	6.15304283090632	5.29425391798072	2.47655711698164
LL0XNC01-7P3.1	5.65338245362564	5.7436976530169	5.30909124515586	5.22429218954624	6.4630244945241	6.07311823899552	2.47651968129644
RP11-148O21.4	5.22429218954624	4.67439739057946	7.04244754720518	14.500440202944	12.8132075056345	10.1487596944481	2.47536429666914
RP11-228B15.4	4.78432017351898	5.57868106243162	6.44282341004524	5.27400533711738	4.46481036365328	4.25446169672153	2.47531035549845
CD248	5.34395024283821	4.92908808700032	6.52786684509171	32.8406458145374	18.344936181951	20.999890767385	2.4752796560323
CDPF1	5.34395024283821	6.44282341004524	4.98426744482601	5.00433675227719	5.58362894122036	4.57439213502355	2.47432703670113
RP11-61A14.3	6.20304047277846	5.00930389418769	5.51379143274611	6.45789710619568	3.99499474733585	4.13454728789817	2.4735434570291
SIX3	6.30317245911066	5.31400939755258	5.11442219424506	3.68496957849853	1.52567499714602	2.14484432471905	2.47348339172017
EP400NL	5.93331356931071	5.11943885025723	5.63368355815229	8.97999985739114	6.88262650896735	4.39453379805778	2.47296741429702
TNFAIP8	6.0031578403729	5.05447806880907	5.63368355815229	4.8938837122214	4.25446169672153	4.79405441132253	2.47245408564179
FAM86C1	5.34395024283821	5.31400939755258	6.01818463586581	4.19964831596425	3.34507067601396	4.25446169672153	2.47234524098198
AHNAK2	4.46481036365328	5.93331356931071	6.44282341004524	5.78352530603224	4.8938837122214	5.57373756815783	2.47170999425441
C15orf52	5.58362894122036	5.68375312041525	5.37395559064387	14.8698262144441	8.91503322893809	6.39282785433805	2.47134378700805
TMEM161B-AS1	6.10286871212336	5.00930389418769	5.57373756815783	4.83392981874794	7.13699872001188	4.84426991342371	2.47091425607217
GBGT1	4.83392981874794	5.51379143274611	6.38287785736003	7.25176717231578	6.75250166946462	7.46172323003084	2.47014942150936
MFI2	4.24448624538296	5.68375312041525	7.04244754720518	7.34183266503438	8.50071278311878	6.14309442381989	2.46950358139712
TMEM242	5.34395024283821	5.57868106243162	5.69362940734993	4.63434421353539	5.40389676492941	5.22429218954624	2.46905974711084
PTOV1-AS1	4.8938837122214	5.57868106243162	6.20304047277846	6.70279748437792	5.40389676492941	6.81271610595167	2.46795981083035
SNORA49	4.66441988882283	5.68375312041525	6.38287785736003	7.1818385734444	9.28459050556997	4.07458929453817	2.46758286559438
MYO6	6.10286871212336	6.21298928909807	4.45971637659044	8.47076269482557	6.95238226599453	5.15910805120492	2.46724236143253
AMY2B	5.05447806880907	5.05447806880907	6.59271448862319	3.5252935268545	5.22429218954624	4.51443971565021	2.46533228490786
CCDC28B	4.66441988882283	6.00816259863945	5.99325972746257	4.58470658799355	4.57439213502355	6.20304047277846	2.46398747293969
TAF12	5.11442219424506	6.15304283090632	5.30909124515586	5.11442219424506	4.50428334571916	5.11442219424506	2.46144541045154
RNF19B	5.65338245362564	6.33288179694125	4.62419216720727	6.0031578403729	4.25446169672153	6.39282785433805	2.45705926801719
RP11-578F21.12	6.0031578403729	4.75399343034415	5.77327981747618	6.38287785736003	6.01317152931093	7.04244754720518	2.45475088726503
