	C1	C2	C3	RA1	RA2	RA3	high
FMNL3	55.9411435864223	56.2211301021175	58.5022638412447	70.1191031304751	55.9411435864223	59.2636263716521	5.82976631273445
PKP4	63.7923689056247	55.3846327844292	52.0240592675123	61.648043537668	56.8533259082104	63.0549785968086	5.82927761570401
CHST11	49.9558813253402	60.2517700179793	61.0599688611714	89.4943727883318	103.927459599936	99.7558502094666	5.82922309986594
DCTPP1	56.3516391259584	61.2444506657884	53.2124268083725	38.5652707933662	41.3609169181969	41.8296769266441	5.82886139622619
RND3	55.1998630474878	58.2709023301214	57.0730698554697	42.7667603937383	51.9138505446444	54.2019944687085	5.82867826281152
SEMA4C	52.8546128686503	53.3521656075696	65.0338690573312	69.090685222377	70.2676994189881	69.2323424859489	5.8281839204726
TRAPPC11	55.9062024664902	56.4165592088368	57.9771738958433	50.1818180982247	56.7528846059812	55.9909058541889	5.82679877533519
BRD4	58.812853025982	54.4424380349426	56.963623323932	129.583712250679	70.9942420629052	58.4717083057078	5.82556278431643
RDX	56.1561734619413	58.8029125446287	55.2103185582034	22.3775804606519	25.5895567144691	23.6743285517031	5.82535148557956
BRWD3	63.597862820615	56.1511899966413	51.039313118912	84.0763835046102	61.2343248556923	62.9003967891379	5.82522936034233
FASTKD2	54.1013379823221	61.5731195671232	54.6918828352276	40.9612530061797	45.4813431456399	47.9685461067103	5.82502531724472
MGRN1	59.0384638598104	53.2222397502798	57.9771738958433	91.9177443187577	69.3217800353773	65.0338690573312	5.82498456797678
TEX2	55.9062024664902	57.6575588231397	56.5010710154819	58.5323006456619	57.1330391975706	55.3302689546306	5.82486020191725
ANKIB1	56.6720503808386	59.303235472394	54.1609626939674	59.7019001842444	62.4846894113274	59.8315734616791	5.8245952948753
ATP6V0A1	49.627629477894	58.3813159617562	62.8254533154428	63.3945806979105	60.3023355959651	58.0617158972455	5.82459457850041
LRP8	50.8933340031706	57.6024302883306	62.061017350376	48.278648275592	48.8346145508567	42.3387306185241	5.82435933919198
TNKS2	61.4632734632906	52.9042980821612	55.8412521451366	84.480610804887	64.3796815509832	58.0212260678934	5.82340837239788
MYO9A	56.7680351915377	53.4616767619857	59.7810055400058	73.6081762531865	74.1455417841819	68.3863403372927	5.82301844813044
AFF1	56.5010710154819	52.0443902509271	61.6877483606632	59.761493964731	49.9915145376275	43.275773103133	5.82292971823906
CDC23	57.632706283654	56.7129320348442	55.3302689546306	46.7103521409084	51.8145701012652	55.4600304320009	5.82147291092426
FAM105B	58.9431267461614	55.1410123345732	55.5809742603574	51.4551635502184	50.8933340031706	51.6055598491697	5.82094158496154
POLR1E	55.32528446976	57.6024302883306	56.6568977882291	35.8315565984682	40.7414734552201	38.9340039943368	5.82070151335258
ZBTB1	59.5720275833905	52.9042980821612	57.2830093471331	57.8120500186437	58.6482183270351	62.9003967891379	5.82063718982117
TXNL1	61.648043537668	57.8663169553083	50.5940194303161	47.1300111858277	51.2451856648977	49.9309999469078	5.82051002535431
COL4A1	57.632706283654	57.3930837566892	54.5267608771346	55.0705775874027	53.1232396579035	46.4854937228045	5.8201711333748
OAZ2	55.5707618616925	58.9330311510958	55.0603741791795	56.5408787191927	66.544182610099	69.4058749169114	5.82006706324532
TOP3B	52.0189045421862	50.5287510967809	68.5108251254933	61.648043537668	62.4846894113274	58.7926923473053	5.81941892839273
TBC1D9	56.1561734619413	55.4447237759609	57.7816523939734	65.6695111093263	63.8975963570184	59.9424835241375	5.81896351861929
STRN	55.4600304320009	60.3623008900398	53.7003460462541	69.4449686806205	60.652430466608	55.5758678264513	5.81860395907794
SZRD1	59.0384638598104	59.2431906313319	51.3547007715956	61.2842666445423	48.9201218989882	56.9189629145963	5.81819505002197
ACADVL	55.01049588756	54.9349950811185	59.4037009904032	76.5804572725352	84.106227100514	82.3106607927117	5.81792316260463
KIAA0101	58.2319983953577	58.3266049002835	52.8044169317705	36.3713628708748	42.6375372346642	46.5349871980685	5.81746970859681
FUS	59.2534076204889	56.1511899966413	53.7598244655007	171.025391893616	69.7750815072166	45.8305361704586	5.81617581149442
DNAJC21	59.8315734616791	53.8407315934775	55.5210003193081	50.4040540643463	55.6509098065242	50.7243001123652	5.81614095436832
MAGI1	56.5612469718455	55.1410123345732	57.2830093471331	53.0037557323506	48.8701142504359	49.3387143262577	5.8156104172066
TMX2	50.3545111925328	61.1787176765727	57.9771738958433	46.4854937228045	55.7906139340946	52.2390869229958	5.81547339882235
KIAA0430	60.58217714452	51.8245661610174	56.8284890564166	78.0503824801403	57.0228635598364	52.3994052748507	5.81497606730452
RIMS4	58.6532622507931	57.801814786683	52.603679538149	52.4941783848733	47.9486991690111	49.2491099439193	5.81475804773377
ADO	60.1918740102474	53.1529653987315	55.7205486804238	40.3315216215926	42.9660476386367	53.7999847084025	5.8145708883104
AC007249.3	51.5455837121876	54.2622756372735	63.6731167182764	54.457424357052	59.3628432051625	52.8749966785342	5.81408901586592
YIPF3	51.6557515790227	56.6568977882291	60.8309131817829	55.4803720563464	67.2245553971249	71.9198540196794	5.81392318353118
KIAA0586	58.0416249381098	56.0616823910902	54.6918828352276	51.0741461742481	51.8145701012652	48.1937513087897	5.81373798790879
PTPLB	59.303235472394	56.5612469718455	52.9443053096236	51.5455837121876	52.8143962398335	50.4040540643463	5.81272818176086
RBM17	55.9062024664902	52.5741106069713	60.3623008900398	54.2929067334268	56.3716528936405	54.8907592509649	5.8122643246443
SRSF8	58.2319983953577	56.8785673169768	53.5309805891977	49.7669266372888	48.1280288451573	55.9266972599868	5.81195187367144
LZTS2	57.3727485371253	57.4778946188426	53.7598244655007	71.3216492122404	77.595530167631	72.0152186798622	5.81189518807004
SAP18	54.8111824895199	60.8455766210884	53.0934297218048	44.2127444152654	54.0106878005061	53.7999847084025	5.81131342291594
TAF1B	58.0416249381098	56.8785673169768	53.6014057941017	52.5489284714741	55.2901886402154	53.3673549383284	5.81100938635875
PLCB3	57.6826388493985	53.9110441222488	56.8733703163851	54.0106878005061	57.6378212347694	52.303661187437	5.81075186764859
GFM1	56.3516391259584	59.023282287776	53.1430705760861	41.0617530897512	47.5787557310449	45.6809237452551	5.81046919989189
ARF3	55.0603741791795	56.5612469718455	56.7330419220831	58.8881270125992	57.1330391975706	65.806901783989	5.8102672821259
MED17	57.5026483783573	51.7249542558388	59.3529104940351	54.0106878005061	58.5022638412447	65.5052650320825	5.80986397643297
GGA1	51.3948225252531	52.8044169317705	65.0338690573312	65.2296023634751	69.5710782297493	61.5382817058467	5.80975239456934
CLIP1	53.640368021111	57.6024302883306	57.0730698554697	68.177017841386	68.9212038715726	59.7212695396854	5.80934775547974
NUP54	57.2032370415985	56.8284890564166	54.1063089331582	37.9665747469346	49.2641374037801	47.5036121985199	5.80809741914449
PPP6R1	60.0023462683543	53.4616767619857	54.7616490959773	79.6570975261499	59.7414049168125	60.8553262264815	5.80749139316033
HAX1	54.1013379823221	59.6316306283116	54.4321745900037	44.5530135962991	49.5973510580375	52.303661187437	5.80732867328929
PHF20	59.3831630451458	58.1211159307443	50.8436744036547	62.8048533644977	48.4391178555368	50.1563525493357	5.80698964135116
C2orf68	52.603679538149	55.3302689546306	60.0723860433445	47.8490037086136	51.1299532917334	53.6158741773817	5.80523963548401
FAM53B	58.812853025982	56.7129320348442	52.4095972032916	48.278648275592	47.3092308476553	43.5058139675665	5.80514150947374
CARS	52.3941823083439	55.2599547068834	60.3623008900398	53.8507197492822	61.6132302311095	56.5110157617849	5.80502436401458
UBN2	56.6720503808386	56.4908473519676	54.5815212677067	75.4180744161041	59.7414049168125	51.5455837121876	5.80495047686958
BTBD1	59.1728969136692	55.6955440879269	53.0037557323506	42.2089292186788	45.7507942863897	53.6158741773817	5.80479243678557
TMTC3	57.3727485371253	53.3928471474286	56.8284890564166	50.9535117967474	54.9656374748704	53.7306088166112	5.8031369196377
CD151	49.8812568734731	60.9204197511272	57.2830093471331	59.6316306283116	70.9548980128793	61.8919648916495	5.80310509025102
CDK10	52.1989840375381	48.5090639405433	68.7217122441903	53.113224907189	54.6272883970338	51.7353172386371	5.80294211181889
ZNF252P	59.5720275833905	55.8707536026708	52.2539896698641	50.4040540643463	48.3381366561495	47.7686108921949	5.8026846070571
PRMT2	54.1762670428369	57.3930837566892	55.9266972599868	54.0106878005061	60.0823491233448	59.66141492039	5.80261976740204
AKAP8L	50.1563525493357	51.4404703113206	67.3993357755039	70.3073010119885	72.8718299828905	76.5897470718387	5.8026183093934
VPS13B	57.1481735552273	53.7598244655007	56.5612469718455	90.6276399733178	81.3627259234517	62.8048533644977	5.80227800993352
SLC30A5	56.3516391259584	56.2717514137581	54.7616490959773	43.2562709185762	47.8083230760337	50.0865179042849	5.80193953983453
TBKBP1	55.9062024664902	52.3941823083439	59.2636263716521	52.4941783848733	50.9637369372496	43.8580817554123	5.80178205720067
SPDL1	56.1115871631827	55.5809742603574	55.6608732681675	43.1404041290457	48.7297800017878	49.9309999469078	5.80177922419189
CYTH2	50.7243001123652	51.9338366429279	65.8762411286807	74.6211657644226	75.9474577299011	77.3506416935989	5.80163146193038
LAMP5	45.5315691978177	61.1787176765727	62.2457596410907	27.4364302646366	39.3750823135574	38.8692985010187	5.80121896459426
ACTR1B	49.7079143079082	54.0310691679662	64.5347264976822	51.0136948854123	57.7816523939734	55.1456775925823	5.80104159244278
RHOB	56.7680351915377	55.4447237759609	55.0603741791795	37.6672533763277	49.075772313557	47.6088829396527	5.80097589511573
LPPR4	54.4373060705933	53.9813855003528	58.9734519938079	26.4368594734758	29.519827823379	30.8391208150154	5.80096920303573
MCUR1	58.1515006023726	57.801814786683	51.5455837121876	48.4441262951817	47.1398679289413	55.2296034161289	5.80085477386796
COX6A1	51.7353172386371	61.3093098132577	54.5815212677067	36.8298614253056	60.8502803883146	55.2901886402154	5.80048417654386
SCN3A	51.7899773899107	54.8708786435479	60.9008391338976	88.2644379132177	97.1500010263008	88.4445737398756	5.80031999925881
GNAI2	56.1561734619413	57.801814786683	53.2921888951674	64.1761672211363	70.8152574869193	76.4352874118251	5.80008926569464
C17orf85	52.5337638771769	55.0257514512537	59.761493964731	67.7792547623587	60.0023462683543	57.5026483783573	5.79945079792684
PIP5K1A	56.5010710154819	56.8284890564166	53.7003460462541	66.0949985073879	58.6028397005456	58.2319983953577	5.79853608084379
DDX55	52.0189045421862	52.5337638771769	63.0152934209579	48.925105865974	53.2027893062685	51.5455837121876	5.79792241991149
ZNF480	59.7414049168125	54.746637148085	52.603679538149	50.0011107175041	51.9138505446444	49.2491099439193	5.79748317200197
C14orf2	52.6836882864124	64.1014921812906	50.9432887077725	39.3147268995012	47.6683836112141	49.75698184339	5.79746355755558
SCYL2	63.4639420283931	52.608904637302	51.3547007715956	62.1658912873935	62.061017350376	72.9173351046162	5.79584159112275
PRICKLE1	63.7923689056247	49.7079143079082	54.0258520506803	74.3152535769595	64.8048117667074	65.7581855769892	5.79543120964486
STK38L	59.7414049168125	57.4778946188426	49.8812568734731	46.8861240691584	55.0901130782856	57.6226853566508	5.79534016180059
PHC2	53.9413729403886	57.5078346380148	55.2103185582034	54.8261659246461	58.4566549403178	54.7616490959773	5.79529098955453
EIF4E2	55.5707618616925	58.8831602743539	52.3139663134558	52.2688510974939	52.7340024413137	58.9330311510958	5.79505385434917
FAM117B	59.8315734616791	54.5569108572091	52.4095972032916	66.9539962645727	49.0104178702508	50.6546474588449	5.79476142245098
ORC1	54.5467623010343	57.1229530391468	54.6918828352276	36.4313378322812	43.7533543902319	48.3683489544094	5.79289171440573
CTNNA2	54.0156613898296	57.2627418146878	55.0603741791795	51.5455837121876	61.4881197910924	68.1331135709648	5.7925910714358
RAB21	61.8176161804779	53.2921888951674	51.6557515790227	53.0485305963625	50.5235911521931	54.8907592509649	5.79221846379636
CHTF8	59.5120609773453	58.1211159307443	49.1797755963484	74.6211657644226	53.2973351647649	62.4251352062928	5.79203130694043
ORC4	57.8120500186437	59.9424835241375	49.0708452739296	50.6643208935124	49.9915145376275	48.1937513087897	5.79186649912635
ZNF736	53.2921888951674	54.3822251928235	58.62246017925	52.3739428729672	52.4338510190538	55.7611017308787	5.79143235796127
GABPB1	56.963623323932	57.3727485371253	51.9695464767024	43.6345404029596	46.8861240691584	52.7340024413137	5.79128576793366
ACADM	57.6826388493985	56.9933294693098	51.6557515790227	45.0071499107878	51.4153426631562	57.0532986979565	5.79121450671899
PIK3CA	56.3516391259584	53.7003460462541	56.0262453845651	61.8176161804779	66.9438800749945	64.3391508308236	5.79042535272473
WDR18	57.0228635598364	52.1890366327493	56.963623323932	51.3647007144348	47.4680129654127	55.7611017308787	5.79037082052893
HNRNPH2	57.2627418146878	58.1211159307443	50.8436744036547	40.1813201686463	50.5737005865785	58.0212260678934	5.78950391120561
CAPN15	57.1481735552273	53.8407315934775	54.9555471911032	67.9625784890351	57.9319884302702	48.8856805123524	5.78915160091343
TBC1D1	55.1256482461898	57.6575588231397	53.0934297218048	52.6433501939675	55.0405090337418	55.5210003193081	5.78818369856894
CENPT	49.9558813253402	49.4723490696143	68.2809119967554	57.1229530391468	63.8975963570184	57.1330391975706	5.78818118449705
YIPF6	56.5612469718455	55.8707536026708	53.3521656075696	41.9989936317054	52.003821196014	50.8933340031706	5.78774610791525
ZBTB11	58.4666643795926	53.5309805891977	53.8611569477799	45.4667355311954	40.4915565815113	48.8195003311484	5.78767262337549
RFX5	53.0784785309653	55.5306997783217	57.1833489727191	54.1217074119765	60.2420894134919	57.382915246114	5.78759733093848
MAPT	55.1503432453	52.5741106069713	58.1211159307443	42.6472038487973	36.0720715411021	45.7507942863897	5.78752303062013
RP11-466P24.7	54.2469492675202	57.1833489727191	54.2469492675202	35.2265105558514	34.6420711951408	29.6752609126903	5.78682113693344
NAV2	51.0289336866511	57.2627418146878	57.5526971870899	263.171044854326	198.977192108752	135.302237314336	5.78652669041161
ZNF592	57.2627418146878	50.8233286419825	57.6528622432202	81.5634614653528	61.2343248556923	64.1711878851526	5.78542137852877
ZNF518A	57.9166353666401	55.5809742603574	52.1136309945794	64.0514206092635	67.1045278714031	53.7003460462541	5.78533799256228
UNC119B	56.5612469718455	56.5612469718455	52.4095972032916	65.8572197326155	54.0606360023191	50.58879520337	5.78508105307678
RSRC1	53.5362043985818	58.7132289732217	53.2921888951674	38.7153079263003	50.6643208935124	49.627629477894	5.78463627831734
RBP1	53.491467750158	60.3623008900398	51.8245661610174	249.370696151373	244.670861794789	252.586433791787	5.78412566954992
POLQ	54.5467623010343	50.5940194303161	60.5522304395692	48.5140733968458	50.101122075162	51.1351057036323	5.78347493712783
HEATR2	58.1515006023726	51.2798916465167	56.0262453845651	51.9838657158158	45.4813431456399	50.4639058952887	5.78336557746723
KLHL5	56.8733703163851	58.1211159307443	50.4444292834395	52.4739472267499	52.4338510190538	51.8392175366342	5.78243164869335
MKRN1	54.1762670428369	55.0257514512537	55.9266972599868	52.9443053096236	57.7816523939734	63.4738745656123	5.78236311708709
COL6A1	48.0186566825998	50.3254417823589	68.9761123874154	73.0527030328775	74.1455417841819	75.1596676980398	5.78225469325399
SSBP4	57.4630955015467	53.7003460462541	53.9616190007173	60.2923106810891	67.3946436985317	64.5701873767716	5.78176167185788
DNAJA3	52.8546128686503	55.2599547068834	56.8733703163851	41.4906817483913	42.8165793593238	48.278648275592	5.78060045103307
ZIK1	54.2469492675202	57.0626863249746	53.6606151260058	50.2561347912472	57.5479999659713	56.7129320348442	5.78057918299959
SHPRH	55.4600304320009	54.5569108572091	54.8708786435479	50.5786358104209	51.6853039264421	49.3387143262577	5.78034510942431
TBCA	55.7408845714071	59.3985977984256	50.14102902753	41.6600759813759	46.0306461124968	54.2019944687085	5.78031355352483
PSMF1	56.0109568930155	59.5669673130396	49.6777130571462	59.1230258378757	47.1398679289413	52.7340024413137	5.77953487670329
NIPA1	54.7616490959773	55.6955440879269	54.3325163999777	54.4321745900037	47.4091240308293	58.5420447310482	5.77944265121609
ATP11A	52.3941823083439	52.4739472267499	60.2517700179793	49.526894067743	31.3080190270429	25.9495678029633	5.77926528473808
ZFX	57.632706283654	53.7598244655007	53.4616767619857	87.2396219224355	83.0843288207847	74.5557591326422	5.77923518847496
BRF1	51.3948225252531	54.5569108572091	59.0636119945685	58.221836082807	59.4926839935042	57.198122531116	5.77914628647994
CANT1	54.7116174540165	57.9724788172162	52.1989840375381	65.33973251377	57.6976214888648	54.0156613898296	5.77900713124589
ELP3	52.4338510190538	55.3846327844292	56.963623323932	51.7653487096349	69.0411722079138	64.2398280189234	5.77860314860153
C9orf72	50.0760712415964	56.7129320348442	58.2119565277701	34.0937456298439	45.8212219662737	46.1407507294109	5.77829963883587
DOCK11	54.3822251928235	57.3930837566892	52.9443053096236	55.2050905553193	62.9158183798848	64.8344239179256	5.7780906261117
FUT8	51.6903066181806	58.5420447310482	54.5267608771346	63.3346123345052	70.3122621879532	67.2541751018852	5.77737187899709
PIH1D1	49.4773525947824	56.3617064139212	59.1329901137223	53.113224907189	57.3527986812649	62.4846894113274	5.77707703794047
SP4	56.7680351915377	53.2222397502798	54.5267608771346	40.3715892471656	44.5725937073152	50.8933340031706	5.7766189246839
RGMB	55.4600304320009	52.1187767499039	56.963623323932	35.2815133017617	30.050358869652	35.4416017215193	5.77635894400429
SCARNA21	48.4491352526823	54.9349950811185	61.8279926171142	46.2513268979059	60.4621552018478	57.2928926686037	5.7760802814998
CCDC144B	46.690373510967	53.033880327563	66.3299019241042	53.0485305963625	59.4926839935042	53.5362043985818	5.77516103903956
THOC1	56.5612469718455	50.5940194303161	57.3930837566892	46.4255131606757	51.4153426631562	51.0547881815235	5.77514732094024
NKAIN1	54.4373060705933	57.1229530391468	52.8044169317705	43.4051773667843	39.1947408998838	43.2157921120637	5.77503637792385
ACAT1	56.8733703163851	57.0626863249746	50.5940194303161	36.5107046399404	44.6514766719457	46.6851651468156	5.77501736992408
DAG1	48.4491352526823	58.0114855313074	58.3916902525315	55.8308310836795	52.8143962398335	49.1505450393252	5.77478561243524
DNAJC6	55.6806329701577	53.8407315934775	54.6918828352276	52.7143645267053	46.0306461124968	53.5013965618749	5.77432821312809
NAMPT	57.3727485371253	57.1229530391468	49.9814231459391	47.6491934409299	45.7507942863897	50.2064734915827	5.77387082091191
ATXN2	55.7408845714071	54.3325163999777	54.0258520506803	87.7556700157796	65.6449455568818	61.6582164750641	5.77332865628605
HNRNPU-AS1	48.7297800017878	52.5337638771769	63.8926107836565	38.7153079263003	52.5787815781011	43.7340424101137	5.773160679657
SLC12A2	53.2425054805925	55.5809742603574	55.2599547068834	50.5786358104209	55.4447237759609	52.6836882864124	5.77306275021846
VPS39	53.5362043985818	53.7003460462541	56.8733703163851	66.34529924184	66.0051522249004	65.806901783989	5.77299460974782
C3orf17	53.7548469339089	54.080612482955	56.1561734619413	48.5140733968458	54.7066457040199	51.7949326578665	5.77224508411239
REV1	51.8637733718157	56.0616823910902	56.106607654603	52.1840607980459	57.6976214888648	56.2312669298421	5.77189906162598
NUDCD1	63.0103255232806	53.9813855003528	47.9586770496113	36.2712932126098	43.4551678797944	46.3311152903606	5.77187547189571
RAB7A	60.2923106810891	57.6575588231397	46.8911079788455	79.9923497177667	54.1609626939674	50.8933340031706	5.77152747664936
FAM111B	59.66141492039	56.2211301021175	48.4997073836516	42.4427603676185	41.5651989360551	42.2287540780653	5.77055699137909
DAP3	51.5455837121876	56.7129320348442	55.5210003193081	45.946052888388	55.2498722000512	50.2064734915827	5.76944813912552
PRNP	49.627629477894	59.6316306283116	54.6918828352276	39.6547250175221	48.7795831169607	44.562941845892	5.76811078208304
UBL4A	55.8206842001594	52.9042980821612	54.7616490959773	54.2316272266973	59.7414049168125	63.7129215871381	5.7677116401634
INTS10	51.1197952979192	56.8284890564166	55.6608732681675	39.5154071212048	42.7420387167532	41.8296769266441	5.7676480817117
IPO11	56.8733703163851	55.4447237759609	51.2551240513941	45.4667355311954	44.6514766719457	43.5058139675665	5.76742800105442
ZFP90	55.7408845714071	51.9338366429279	55.6608732681675	58.3865028767269	59.9323364668692	61.3796288217179	5.76595284487931
FAM8A1	57.2032370415985	55.5306997783217	50.6643208935124	57.3727485371253	61.3093098132577	64.7194761378698	5.76537892412628
MANEAL	52.9443053096236	55.2599547068834	54.9555471911032	49.3980325131223	51.8145701012652	53.1232396579035	5.76491976472492
SNRPG	54.2469492675202	58.7132289732217	50.4444292834395	41.281910791395	51.0496313920292	52.4338510190538	5.76456894954028
NSMAF	56.963623323932	53.2921888951674	52.8749966785342	43.6345404029596	47.4680129654127	45.4318043071784	5.76411165292791
ELOVL6	57.5026483783573	60.9995955253979	45.6302495004166	79.8216591087403	59.4037009904032	49.1505450393252	5.76273430224145
DDHD1	54.5467623010343	53.3928471474286	54.9555471911032	47.1300111858277	48.4391178555368	45.381136808508	5.76272981541008
SMYD2	46.9310774834993	56.9933294693098	59.7810055400058	48.8599227874625	57.3527986812649	61.5382817058467	5.76226936909279
SNRPC	55.2498722000512	58.5420447310482	49.3778219653787	37.4884721217457	45.9614998548611	47.2445095439502	5.7616972499024
CHP1	53.3521656075696	58.0114855313074	51.5455837121876	55.9611983509675	55.9411435864223	61.3796288217179	5.76117283578596
DPP8	55.1256482461898	53.0884586590954	54.3325163999777	63.1199137576466	60.0023462683543	53.4369626845975	5.75957404102069
XPNPEP1	50.5940194303161	54.746637148085	57.3930837566892	70.4253176235395	81.257027170632	85.7761587420587	5.75946612831241
GPR107	49.5570895953477	55.7855051369233	57.3930837566892	74.0272553949364	62.1658912873935	60.1624769004057	5.7585476510124
PIAS2	54.9504305249454	53.3521656075696	54.1063089331582	53.2770717514457	52.5787815781011	56.4515284171298	5.75841957575221
DNM1	51.9338366429279	50.4040540643463	60.5522304395692	72.9873954378327	53.0683269433931	49.1505450393252	5.7580596575842
IFRD1	55.2498722000512	49.9208378534494	57.2830093471331	46.0662401193768	50.8233286419825	58.5420447310482	5.75650161543121
RAB34	54.4373060705933	54.1812780285989	53.5309805891977	54.0106878005061	65.2296023634751	64.7194761378698	5.75618282117987
VAT1	55.3846327844292	55.4447237759609	51.4153426631562	64.8196577233588	64.0917683468892	67.4741879027825	5.75617304384559
SLMAP	55.8206842001594	53.2921888951674	53.0683269433931	60.5872208261708	61.6978302780005	58.1211159307443	5.75611974988227
CLIP2	53.9863618903936	52.8044169317705	55.3302689546306	84.1553185305821	80.0733289559821	82.9836534525466	5.75570227689758
CDCA2	55.1998630474878	54.1812780285989	52.7143645267053	57.2731277305867	53.0683269433931	55.5758678264513	5.7554798475388
PWP2	55.6806329701577	51.0444751233964	55.4447237759609	36.00631530398	39.9331801182864	38.8046249529808	5.7552549636385
UFM1	54.677118525771	55.7611017308787	51.5800849772208	38.4809675682183	45.8712601232713	52.5834529642256	5.75426490537314
VPS13C	49.627629477894	54.3822251928235	58.2119565277701	63.8224176137398	62.6698241158273	48.5140733968458	5.75379284038365
RAD1	56.5010710154819	53.1931535496486	52.2539896698641	43.962909873727	43.6936758357063	49.75698184339	5.75361475416705
PEA15	54.9504305249454	56.4515284171298	50.5940194303161	63.0301587183035	52.8143962398335	52.8749966785342	5.75329818988562
PAQR8	48.6195003842576	55.5809742603574	58.0416249381098	38.8345372978286	45.0071499107878	43.9221298967847	5.75299946199265
PRPSAP2	53.4171045775543	55.6509098065242	52.7143645267053	49.0005053961535	61.8125905619218	64.9295131607563	5.75256249417745
RNF114	53.2124268083725	57.801814786683	50.9432887077725	39.9284867896512	46.0306461124968	49.9309999469078	5.75251812407123
KATNAL1	56.3516391259584	52.3941823083439	53.0683269433931	50.1157305043069	55.9062024664902	56.5714722728241	5.75249985151871
BRSK2	55.6509098065242	49.7079143079082	56.5612469718455	45.5516438307723	37.7369776705978	37.63676001654	5.75182635185503
ATP7A	52.3088134966755	55.4447237759609	53.8255233131238	91.4069043519755	101.83184621671	100.882594537753	5.75072631638151
BAZ2A	53.7003460462541	52.0443902509271	55.8412521451366	106.416090784427	69.8802394445595	60.5722105109876	5.75059654285707
DDAH1	56.963623323932	52.9042980821612	51.7249542558388	35.941179416683	32.3166361028279	38.3174993612702	5.75002353331874
MTMR3	52.8546128686503	54.1812780285989	54.4321745900037	69.7499173095534	63.5477798643662	64.4599207441246	5.7500225900913
WDR90	51.8637733718157	46.8811406891954	64.0462235281945	63.6436971781958	66.0051522249004	58.6482183270351	5.74954421220149
BRK1	54.6121701682698	57.5479999659713	49.5419895310476	48.1890761614148	56.051609315183	56.7129320348442	5.74947478929451
SKA3	58.1014929552856	55.1410123345732	48.5697021820849	35.3465975970091	37.8167997683726	44.0925880685694	5.74918063797312
SNF8	50.2809088125927	52.8044169317705	58.5420447310482	51.5455837121876	53.8101423165849	51.195083120007	5.74864225305229
GNG12	56.8733703163851	56.3213041056782	48.5190833704671	44.2881953396281	48.7297800017878	51.4856074908851	5.74859020677401
GORASP2	54.1013379823221	55.5306997783217	51.7249542558388	44.022416714233	47.3092308476553	51.9645630608543	5.74853153302913
ZNF536	48.9501474841693	55.0257514512537	57.6528622432202	65.5998373545314	73.2627323520487	69.9309087255851	5.7481988891309
RNGTT	56.5010710154819	56.2211301021175	48.8701142504359	46.4854937228045	54.7066457040199	55.9266972599868	5.74804247690846
MYL6B	52.9443053096236	57.5078346380148	50.9432887077725	47.9134389290548	48.3381366561495	57.6226853566508	5.74763680499628
METTL2B	56.1561734619413	55.0257514512537	50.1868205229907	40.2616866981291	39.5753834447731	43.8033354129753	5.74754813645165
SELT	55.3846327844292	54.1812780285989	51.5455837121876	42.1489499229321	50.6643208935124	56.3213041056782	5.74630442402909
PYGO2	57.5576725665853	51.1299532917334	52.5337638771769	50.6643208935124	48.2088335670704	49.9309999469078	5.74606873370656
LINC00839	50.5940194303161	52.9042980821612	57.702599069558	39.4851541171981	45.6302495004166	43.8033354129753	5.74559079375043
BMI1	58.4666643795926	53.2921888951674	49.5419895310476	38.1170549834433	44.1872012685465	43.3951865314581	5.74532482239097
TGIF2	54.4373060705933	53.9813855003528	52.4840618309925	52.0290369324354	46.7299775214172	47.4633539853455	5.74490711388235
OTUD4	55.32528446976	50.7243001123652	54.9555471911032	69.8401948728649	51.2451856648977	50.7243001123652	5.74488847209676
GNL1	55.4600304320009	50.4040540643463	55.1503432453	63.8224176137398	58.6482183270351	57.0532986979565	5.7447141112771
RGP1	53.8307452902619	53.9813855003528	52.9443053096236	66.6142694563454	65.4099093091312	64.8789117893589	5.74371740216475
RPA1	57.3132316058899	52.9042980821612	50.7243001123652	82.6492574605972	44.4830857778653	43.275773103133	5.74357150630822
GOLPH3	56.1115871631827	56.4908473519676	48.4997073836516	40.4509515911475	52.303661187437	53.9616190007173	5.74335872996437
GRWD1	56.9933294693098	55.2599547068834	48.7997230182793	45.946052888388	38.6056058852716	45.6809237452551	5.74322823296629
ZNF154	51.8245661610174	48.8701142504359	60.6623955450562	63.1199137576466	61.6978302780005	61.8919648916495	5.74305845566583
APEH	50.6693235424169	54.8708786435479	55.0603741791795	55.320300433922	56.4908473519676	56.7680351915377	5.74131731501373
TMED7	53.640368021111	55.1410123345732	51.7249542558388	39.7245972923747	55.5306997783217	57.8120500186437	5.74102987945868
SPOP	55.5707618616925	51.7249542558388	53.2124268083725	51.9138505446444	50.5737005865785	56.5110157617849	5.74091132297608
ADI1	55.6509098065242	55.1998630474878	49.7272637755838	46.3311152903606	54.4524100916075	53.2921888951674	5.7402970984863
DDAH2	53.7003460462541	55.1410123345732	51.5800849772208	68.9012583372643	74.7901800059292	78.2920654566392	5.74021852455102
PARK7	54.3325163999777	55.6955440879269	50.4040540643463	46.221012578286	50.4090666504936	51.6557515790227	5.73956727907804
ADCY9	51.2451856648977	52.6433501939675	56.4465505472257	58.812853025982	50.0558935884303	46.221012578286	5.73877916116121
