	C1	C2	C3	RA1	RA2	RA3	med
TSR3	24.9213861689853	22.5571496286935	22.482256950597	20.0659996701912	23.4548148487635	23.3348778793644	4.54184674989572
SEC11C	21.8975174481999	26.9068340853398	21.4138249222603	16.5080180050412	20.3307048105228	20.5448288167582	4.54102225525701
ZNF804A	25.9986108389984	23.5147831122096	20.6300308927034	13.7121841519002	9.30961777201267	9.37967710672263	4.54084427697739
AMDHD2	23.1449756257392	20.7602568732228	26.2368601405663	20.9199202348326	19.3815997420157	17.916043702246	4.54063423349389
GRIK2	20.2310567138832	25.9834994388164	23.9798276417448	28.269631293579	36.4313378322812	29.7503062848288	4.54059099865596
ZNF787	25.1759333013873	22.0772198481452	22.6567058252864	21.7175328941638	22.9358038682472	21.7977638017021	4.54010872298085
PDE8A	22.3974276895181	22.3974276895181	25.1011276483995	24.6824018562607	27.4059245205527	27.6812028655972	4.54006752105576
GAMT	24.2231889537515	23.3948464381906	22.2175300474999	19.3766611218756	18.5042613609438	22.4772747300742	4.54002076319142
CORO1A	24.2231889537515	22.5571496286935	23.0405304536836	29.2513097681207	29.5654667866547	34.0232850164616	4.53997726672921
HEXA	21.1743583650178	24.2381833807023	24.5226733071675	19.5309093925958	24.8314263128394	21.4284993046745	4.5398334578688
SLC35G2	22.9654150904278	22.8064107063548	24.0288965374196	23.6143597404667	24.5226733071675	24.2231889537515	4.53981898484182
FLRT3	23.8348064153864	21.0848408086357	24.9661724889289	5.92353061687084	5.84347102068941	7.8415560573478	4.53834499453319
MFSD11	20.7399976988502	23.8348064153864	25.3408625792734	22.0720814252192	24.9711862823794	23.8244095474929	4.53757852001201
TAPBP	24.5226733071675	22.492211482128	22.6567058252864	28.7838333454215	28.2148581094998	26.9574074268305	4.53642139276235
FEM1C	24.2231889537515	23.2946453963754	22.1221727743957	32.0570472536962	21.2291348519404	19.4717876796328	4.5358881833913
DYNLT1	21.36898124469	25.3505247617019	23.0405304536836	22.3775804606519	26.1677407548117	26.4418218142684	4.53583065266866
SFXN3	20.0659996701912	26.841379755224	23.1552645739336	20.2707107767265	25.9934033030404	30.7537952584954	4.53544546387552
LMBR1L	20.3108406394158	21.7175328941638	28.2644313225143	41.9989936317054	43.5157051376132	39.1645728226106	4.5352940433022
NOL12	23.3248822098976	22.5571496286935	23.6743285517031	18.7289576559031	21.4882206126815	18.8037434918099	4.53485412201352
KCNH4	21.9572170511366	22.2175300474999	25.5294828280707	16.9475081939713	17.5371441282878	13.951799847503	4.534780749636
ABCA12	20.1209886542882	25.3505247617019	24.4117753184343	3.33476200582177	3.65520474223534	3.73518980251649	4.53469276932935
ORMDL3	23.1449756257392	23.185362562556	23.1552645739336	23.3348778793644	26.5365515545206	26.887010967951	4.53367928552728
PFDN6	23.8348064153864	23.4548148487635	22.2175300474999	15.2888295365074	14.3107377657583	14.9993579317043	4.53347891475548
NMT2	22.7014204294751	23.9149278188754	22.8758360411799	18.2849755219064	21.5573687735762	22.0772198481452	4.53343425395514
ZFP36L2	24.9711862823794	21.3495721233897	23.2946453963754	42.2089292186788	28.2148581094998	27.0669286148208	4.53341805661646
OPA3	21.6277533099987	24.004189135773	23.9149278188754	19.6008040622605	20.1209886542882	23.0250371407947	4.5332885766643
MRPS22	21.6277533099987	26.0675353183231	21.9876204217976	20.3406150677792	22.2175300474999	24.8764070867767	4.53253791747945
ZNF229	23.8348064153864	23.6242631618107	21.9876204217976	23.4642591112713	24.9013042604014	27.1316023592199	4.53193833475187
ISOC2	22.9654150904278	25.8691932541773	20.8202211461828	15.4977399983584	15.4330179560054	15.3780784152607	4.53148920020409
DTNA	22.7014204294751	24.5226733071675	22.2175300474999	18.7289576559031	14.7999165199743	16.4680742199886	4.53146051831814
BMF	20.8996196466738	27.4567486445859	21.5474732573838	28.9975608251012	30.1205122546043	21.7977638017021	4.53131349001914
CCDC59	24.0339030816361	23.6743285517031	21.7175328941638	19.0230514011337	21.4190281393631	21.1195841387656	4.5310129919344
RD3	18.9034224102355	26.356576790065	24.7865968461766	23.3948464381906	23.6743285517031	25.728810070215	4.53071831617238
NFATC4	21.8975174481999	24.004189135773	23.4642591112713	37.7369776705978	41.460167384747	37.7463521543792	4.53010090451504
TRIM52	22.6567058252864	21.2593177076446	25.5294828280707	21.5474732573838	26.0675353183231	24.2231889537515	4.52866066948162
ZNF81	23.6743285517031	23.0250371407947	22.5571496286935	22.5472059820476	22.995771548087	19.3419376951044	4.52863201799827
AC093323.3	23.8348064153864	22.8861150119772	22.5377184088818	18.075751468246	15.4330179560054	19.7707791313027	4.52855608234982
FBXO42	21.5573687735762	25.0410924945348	22.7464439210474	27.6611710242292	26.1677407548117	26.3665170456646	4.52796796884937
DPH1	22.0169180118968	22.5571496286935	24.7220032775863	23.1349583185443	22.7360312601058	18.3596936791186	4.52792574837592
SCRN2	20.5498063681055	24.1632195020269	24.7220032775863	24.3774626422556	28.3541434305901	23.8244095474929	4.52783914309098
ZBTB43	23.9149278188754	21.9371235126856	23.3948464381906	27.0768147787373	24.9711862823794	23.5048381786582	4.52775361550818
ATXN7L2	22.7014204294751	21.6524006655116	24.9661724889289	23.8244095474929	23.3047914476952	20.3807639525469	4.52768950196702
PRKRIP1	22.8965107098113	22.9452444178251	23.3400228228978	28.7087793397481	27.4716036052928	25.9986108389984	4.52730439607482
ANP32B	26.1969606430146	25.7591147702995	18.165592395158	60.8455766210884	21.1195841387656	15.178707835381	4.52715838485218
ACAD10	20.8396539962483	22.302921619288	26.356576790065	22.8564806209153	24.3924171168296	21.6771228953048	4.52683710832912
ASTN1	22.0821527568663	22.492211482128	24.6421116137057	30.8440444408128	26.8364315773962	26.3015692815128	4.52640550483342
CCDC94	22.4872402754584	25.1913096835671	21.5474732573838	19.8307461433821	21.5573687735762	21.0696215367067	4.52511191179337
CLTB	21.9572170511366	25.3505247617019	21.9276535642985	21.4384499334578	23.9149278188754	25.0907869280143	4.52508218312016
MVB12A	23.6743285517031	22.8064107063548	22.5571496286935	20.5498063681055	24.7120767508226	26.5767626385729	4.52404399412639
PTCHD3P1	23.5543907802975	23.9149278188754	21.60210018672	41.5651989360551	33.5101553037136	35.8263909435308	4.52362110657338
TRIAP1	22.9654150904278	23.6242631618107	22.4275756525052	17.5972010662491	15.1292828457322	18.4244523445992	4.52359671845089
RNF141	23.4548148487635	23.3451689008038	22.2175300474999	19.0230514011337	22.167520105357	24.3131315939504	4.52349695423422
SCRT1	24.4323152492584	20.3902544190611	24.4117753184343	32.3821045916167	24.1632195020269	25.0108617174495	4.52334395367375
C1orf27	21.5573687735762	22.6567058252864	24.8517839064934	21.3192826234871	24.1632195020269	24.5226733071675	4.52241763764108
SH3KBP1	24.004189135773	22.302921619288	22.6270112512122	20.4695764413889	15.7233100967243	20.6899963576936	4.52144974451336
MFHAS1	21.36898124469	25.7591147702995	21.9876204217976	25.8588559094002	22.2175300474999	18.8037434918099	4.5210256362383
APIP	22.5968528937231	24.4117753184343	21.9276535642985	17.3971279021562	19.5908770839218	20.6899963576936	4.52074493399614
SIRT2	23.8348064153864	21.4190281393631	23.6743285517031	22.2774960702357	23.3047914476952	25.7695372372498	4.52035690751549
CCNH	22.7464439210474	23.0250371407947	23.0405304536836	19.3766611218756	23.9942144001705	22.5472059820476	4.51960090609427
IFT46	23.6743285517031	22.2175300474999	22.9358038682472	21.0596193361897	22.7360312601058	22.5814858789162	4.51946923516115
OTUD6B	24.5226733071675	21.8975174481999	22.4275756525052	16.6980468553175	17.587261828972	18.8734295687035	4.51864718092914
MTO1	21.1743583650178	23.2450881249679	24.4571424477772	19.9960836138983	21.5573687735762	21.7977638017021	4.51842809446854
ZBTB4	22.2874524988595	21.2291348519404	25.429789064402	32.746056985811	25.429789064402	28.8235403240867	4.51819369378995
ABCF3	24.2231889537515	20.2806498426676	24.4571424477772	23.0200668116144	23.8696523705387	21.6377407340388	4.5175109407742
EDC3	24.3324948388463	22.6567058252864	21.7874745508308	46.9310774834993	25.8190881365398	20.2853977445959	4.51736854282559
RNPC3	20.0659996701912	22.2175300474999	26.9021337894414	19.0230514011337	23.8348064153864	22.0772198481452	4.51665212094585
GPR180	23.1449756257392	23.9149278188754	21.6571246565548	17.2874267417824	20.3307048105228	18.8734295687035	4.51641215959929
PRKAG1	21.1295863163416	24.4618498201656	23.1552645739336	15.9682122536984	21.5573687735762	20.7602568732228	4.51564085116835
MIR3916	20.450220245801	20.9199202348326	27.9659830157564	26.3665170456646	28.4844798548792	27.4763048311321	4.51548368627627
TMEM205	22.4872402754584	23.8348064153864	22.3081283278447	16.6980468553175	18.9535418222183	18.08566414569	4.51517676217774
KCNK10	22.4872402754584	22.6567058252864	23.4642591112713	14.221399798452	10.9469881340413	12.898141484318	4.51509797552472
MRS2	22.9654150904278	22.6567058252864	22.9358038682472	22.167520105357	23.9942144001705	25.2612076569546	4.51426224430728
PELI2	24.6124614010042	20.3902544190611	23.7342972151282	21.5877097001366	20.2310567138832	24.9611597021637	4.51334211212501
EXOSC1	23.5543907802975	21.0848408086357	23.9798276417448	17.0774904698836	19.1326556756381	20.2853977445959	4.5132692404056
RBMX2	24.4323152492584	22.9452444178251	21.2291348519404	15.9682122536984	18.5042613609438	18.0359611671123	4.51293854009829
SLC35D1	24.004189135773	22.0772198481452	22.4275756525052	27.2758531663974	27.5868476161075	26.6921661524924	4.51230089080327
SF3B5	23.4548148487635	24.1632195020269	20.9548726267662	18.1456234473086	20.1710923484712	20.3807639525469	4.51192228031673
TBC1D13	22.0821527568663	23.6242631618107	22.7464439210474	25.7090344528105	24.9013042604014	28.6044276610767	4.51152515358322
SNRNP27	25.2612076569546	22.8064107063548	20.5801516813223	18.5945340477763	20.3807639525469	21.1195841387656	4.51113364107431
RNF26	24.0636169311171	22.0772198481452	22.2672133516035	43.8979628724161	26.1677407548117	22.3578247354552	4.51003910665823
ATRIP	22.2874524988595	20.6196457700533	25.7340273109483	19.252377572863	23.9149278188754	18.6096200665284	4.50990426970735
HEY1	21.7175328941638	25.3505247617019	21.4780571839334	109.080732367496	131.000313859711	126.400333450107	4.50984120600479
RABGAP1L	23.8348064153864	21.3495721233897	23.2346759853347	25.5294828280707	25.429789064402	22.7014204294751	4.50978029174494
TBCE	22.7014204294751	24.5226733071675	21.2291348519404	20.5498063681055	16.6178602912512	17.7965766204446	4.50957623137789
MAPKAPK3	22.8064107063548	24.1632195020269	21.4138249222603	38.2471567689589	48.278648275592	50.9386289050021	4.50885963342242
PRDM10	23.3248822098976	21.0848408086357	23.9798276417448	25.0360767500245	22.8365445992979	25.3951152464866	4.50856049955338
CDR2	24.7375641994437	20.4695764413889	23.2346759853347	20.8797240594153	16.1881142626144	20.4798859813446	4.50741617083037
PRSS3	20.8396539962483	25.5200918062184	22.1221727743957	15.0986362017918	21.2291348519404	22.2175300474999	4.50741407268498
DAPK3	23.0850064602699	23.0954074605517	22.0669441982495	27.2057161467402	25.2612076569546	28.1652673638527	4.50741109361538
LGALS8	24.3324948388463	22.1221727743957	21.8474424360235	27.5461710200564	29.1318656562122	29.5500836337291	4.50720867481859
BMP1	21.1295863163416	23.3451689008038	23.8244095474929	27.1561190640428	30.6893765822033	25.728810070215	4.50687109749805
MANEA	21.7175328941638	23.7597156225331	22.7464439210474	17.0471893620933	22.167520105357	20.1358912898014	4.50626769815811
SDR39U1	22.4872402754584	20.6196457700533	25.2612076569546	25.2662203009687	23.3848507710694	22.8261478051217	4.50527802106289
VIPAS39	21.5573687735762	24.004189135773	22.6270112512122	20.5498063681055	21.4190281393631	20.999890767385	4.50509920665516
BHLHB9	21.8975174481999	24.3426552106307	21.9276535642985	26.8364315773962	21.3292659043373	19.6008040622605	4.50426319480064
TAF6L	19.4014885191745	22.4474409700691	26.8364315773962	21.3192826234871	24.5024681871588	24.6774340764937	4.50423182114353
AIFM1	24.1632195020269	22.8861150119772	21.1245846355683	25.1407324794768	20.6047523048402	19.9311448503864	4.50399751093627
DLK1	21.8374687059531	22.4474409700691	23.8244095474929	7.39175522317153	4.8938837122214	5.45384514709229	4.50386045520157
PSMC3IP	22.5968528937231	22.302921619288	23.1552645739336	19.5309093925958	23.2450881249679	23.6743285517031	4.50349303246484
S100PBP	25.4551044695455	20.5398524710679	22.3081283278447	24.4474298499913	27.1016546110019	25.8588559094002	4.50324485529107
FGD6	25.5397873669029	23.2450881249679	19.6354759136574	39.8640608943829	32.1076349368323	27.3766821967621	4.50297308648898
MCU	23.0850064602699	23.6743285517031	21.3292659043373	19.1326556756381	18.5042613609438	20.4798859813446	4.50296608079807
SCRN3	22.8965107098113	22.8064107063548	22.3081283278447	15.3584406090541	20.6899963576936	22.5472059820476	4.50264030960242
TMCO6	22.0821527568663	19.5309093925958	27.0074420453787	18.5542773000721	20.2310567138832	16.9475081939713	4.50259374647289
DCTD	21.8975174481999	25.1114726305281	21.1596869273227	21.5474732573838	24.5024681871588	21.5474732573838	4.50207217381708
WDR27	22.0821527568663	19.991110078677	26.356576790065	29.2513097681207	24.9711862823794	19.0127268053403	4.50206223311531
KIAA0355	22.4424927822658	22.4474409700691	23.0954074605517	30.1501488604878	31.4378963435377	31.7472747008698	4.5020580668632
KANSL1L	23.3248822098976	22.1221727743957	22.5377184088818	26.1224158046489	22.2175300474999	25.6440088361246	4.50182954752394
ENDOD1	21.6277533099987	24.941504397989	21.5474732573838	14.809866056796	17.4767289127397	16.1182749121752	4.50157842687172
SETD4	22.4424927822658	20.1209886542882	25.7340273109483	20.8297042861242	21.4882206126815	23.3948464381906	4.50146522100798
CCDC18	23.0250371407947	21.8975174481999	23.0405304536836	20.8297042861242	23.7243101292983	21.2291348519404	4.50130967290172
WBP5	22.9654150904278	24.004189135773	21.0696215367067	19.5309093925958	23.3848507710694	23.1552645739336	4.50123258231902
SUV39H1	23.8348064153864	22.0772198481452	22.0669441982495	21.7175328941638	23.5147831122096	22.4772747300742	4.50109985355091
RFXANK	21.4780571839334	22.492211482128	24.0288965374196	23.6143597404667	23.4548148487635	24.3131315939504	4.50094789956689
C12orf43	24.0339030816361	23.0250371407947	20.9548726267662	20.0659996701912	22.0069758438636	21.9323880273762	4.50044815999674
PIAS4	22.9654150904278	21.8474424360235	23.0954074605517	24.1632195020269	22.995771548087	27.4763048311321	4.50010584823102
MAN2B1	21.0696215367067	23.3948464381906	23.4642591112713	25.0360767500245	22.6317493986467	23.2398814720338	4.49920145044106
TSEN2	21.0696215367067	22.8064107063548	24.0288965374196	23.8244095474929	24.5024681871588	25.2012372977907	4.4983861648584
SAC3D1	23.2450881249679	22.7263497263879	21.8474424360235	20.4695764413889	15.9682122536984	21.7377965969307	4.49818018669743
ZNF880	21.5573687735762	23.9149278188754	22.3578247354552	21.9226750952247	23.3848507710694	22.8261478051217	4.49755221668626
GALK2	23.9149278188754	23.5147831122096	20.4695764413889	19.1326556756381	20.8346785472443	22.9358038682472	4.49691499915607
TIPARP	24.4323152492584	22.0772198481452	21.3292659043373	21.1494077427245	22.0069758438636	27.0074420453787	4.49665589567609
AURKAIP1	25.2612076569546	20.8396539962483	21.8474424360235	18.8037434918099	20.8996196466738	22.2774960702357	4.4965012071837
PHF1	22.167520105357	19.0726913192517	27.1863916404066	34.6519421395481	34.4319980664093	36.9342386296966	4.49620826106568
SLC16A9	23.2450881249679	22.8861150119772	21.60210018672	12.9331216792625	15.8982495263068	14.6651599392998	4.49611811393437
SLC35A3	22.6567058252864	21.7175328941638	23.3400228228978	20.4695764413889	19.4416265922758	19.8702870476868	4.49579619823193
SCARA3	22.3578247354552	23.3948464381906	21.9276535642985	29.6601578008353	24.1032009181171	28.2195515915613	4.4951687715034
SOCS7	21.8975174481999	23.2946453963754	22.4275756525052	19.8307461433821	17.7267680473386	18.5542773000721	4.49394121693517
RP11-498C9.15	22.5968528937231	22.1625414341764	22.8261478051217	18.5542773000721	17.4767289127397	20.1358912898014	4.49357229341066
TMEM70	24.4323152492584	22.7263497263879	20.5801516813223	16.4382717973001	17.7267680473386	20.8396539962483	4.49339815385237
CCDC84	17.3070098661683	25.0410924945348	26.356576790065	23.6143597404667	29.7399131610292	22.7014204294751	4.49320042876101
OSBPL2	22.2874524988595	22.2175300474999	23.0405304536836	29.1715004654236	26.8974343146273	25.9986108389984	4.49262945960478
UBE2B	24.2231889537515	22.8064107063548	20.6300308927034	28.0645948101084	21.8875753230616	22.7565713928119	4.49211949491145
DNAJB9	22.8365445992979	21.4190281393631	23.2946453963754	14.6847308316947	16.8076406394741	20.6196457700533	4.49200668259355
FN1	24.1181337819529	21.748209919634	21.7175328941638	115.132978086913	100.440925112084	93.3921539529961	4.49188648144793
ATG2A	20.6196457700533	20.7602568732228	26.5871381117138	30.289894317681	30.773611613702	26.7670622951543	4.49145220637056
FBLL1	22.8365445992979	25.2612076569546	19.7155461478296	18.4194841719388	21.2796153399571	22.2175300474999	4.49112864816995
RCHY1	24.004189135773	22.8861150119772	20.6899963576936	20.0659996701912	21.1195841387656	19.7108119517205	4.49082548669496
MSX1	27.3563573788626	20.8396539962483	19.925971284947	12.7234371652145	11.336333399521	14.1513163955317	4.49054726685278
SDC3	21.9572170511366	22.1625414341764	23.3400228228978	25.5294828280707	20.1710923484712	21.2291348519404	4.49046959917939
RP11-15H20.6	18.4847453407655	23.0954074605517	26.5871381117138	26.4368594734758	27.4716036052928	25.0108617174495	4.49015131435824
ALDH9A1	20.6196457700533	23.5147831122096	23.3948464381906	20.7551086346391	21.9371235126856	26.6921661524924	4.48985420592628
RALGPS2	25.0410924945348	21.5971552139198	20.9548726267662	24.8714362767209	26.8364315773962	24.3131315939504	4.48940294499005
RLTPR	23.6743285517031	21.040038045381	22.7464439210474	18.8537591972775	19.7707791313027	22.7565713928119	4.4892953750385
AC009948.5	21.2291348519404	22.9452444178251	23.2346759853347	21.2291348519404	25.6594425654778	22.3578247354552	4.4887681880173
NHLH2	22.7464439210474	21.5474732573838	23.0405304536836	11.5162121782248	11.1668585855949	12.898141484318	4.48770597928988
TTC27	23.3948464381906	23.3948464381906	20.6300308927034	17.8764901723406	20.0060343967066	19.2621078384425	4.48763726142347
ZNF430	23.1449756257392	22.0069758438636	22.1221727743957	23.7694179030803	23.1756737155767	25.0907869280143	4.48664577474258
DEDD	23.1449756257392	23.0954074605517	21.0696215367067	24.742692752749	23.9149278188754	25.9495678029633	4.48641790902799
GABPB1-AS1	19.7707791313027	21.4190281393631	26.5871381117138	20.1909071807713	23.6743285517031	19.2021423932917	4.48625850775651
ZNF511	21.7874745508308	24.5226733071675	21.0696215367067	21.6476777048958	19.9456139718743	23.6743285517031	4.48618797497748
RRBP1	21.3292659043373	23.185362562556	22.7464439210474	34.3423850934906	29.9901831498798	28.3744856874624	4.4858246343335
PLTP	20.8396539962483	22.8064107063548	23.6143597404667	22.2175300474999	21.1195841387656	21.7377965969307	4.48473981369478
SLC12A9	19.2125023386336	20.4695764413889	28.5345028226889	17.9557669349324	20.0610235971901	18.4244523445992	4.48467279885871
DNAJC12	23.7795958437289	22.3974276895181	21.0696215367067	16.5080180050412	19.1326556756381	16.1182749121752	4.48466864348176
CCDC86	25.8691932541773	20.6899963576936	20.9548726267662	26.8364315773962	13.90182621889	13.90182621889	4.48441283048858
PIGF	21.8374687059531	22.5571496286935	22.7464439210474	19.252377572863	23.5543907802975	23.8649280432722	4.48393857194139
RP11-320M2.1	18.5740482636647	22.6567058252864	26.5871381117138	24.3131315939504	25.8190881365398	19.9311448503864	4.48324639341607
TMEM161A	21.4284993046745	21.2291348519404	24.5826428197285	23.1349583185443	23.6143597404667	25.1458679600158	4.48300023518425
ZNF844	19.9104263392646	25.6643813497897	21.8474424360235	21.2291348519404	29.9901831498798	22.4021653816663	4.48218009449303
TMEM184B	22.0169180118968	22.492211482128	22.5377184088818	27.6611710242292	22.167520105357	23.0250371407947	4.48205460162515
MYO18A	23.0250371407947	21.8072266954642	22.2175300474999	35.5015788484658	31.0680253385633	27.2057161467402	4.48183083876582
GTF3C6	23.6143597404667	23.3948464381906	20.1209886542882	17.5972010662491	19.5214214533977	19.9311448503864	4.48011355269017
PWAR6	23.0250371407947	23.2450881249679	20.7602568732228	22.0069758438636	23.3047914476952	18.7588937973671	4.4799126527215
SH3BGRL2	23.6143597404667	22.6567058252864	20.7602568732228	19.6508446031086	19.1326556756381	18.2849755219064	4.47973703832741
SPICE1	22.2874524988595	22.9452444178251	21.7175328941638	23.2800545061142	22.995771548087	21.2291348519404	4.47969046837718
ARHGAP11B	20.7399976988502	23.185362562556	23.0954074605517	25.8895500039296	26.6971316770314	24.5226733071675	4.47967343500449
RUFY1	22.2874524988595	21.1596869273227	23.544403753317	24.004189135773	24.5024681871588	23.3948464381906	4.47957282580047
CCDC174	23.3948464381906	21.1596869273227	22.4275756525052	21.2291348519404	22.995771548087	23.3948464381906	4.47952233460366
ZNF180	22.7464439210474	23.8348064153864	20.4695764413889	17.2172547486555	20.3807639525469	16.6375602273874	4.47932548708977
EDEM1	22.8064107063548	22.3974276895181	21.7175328941638	30.4895868924205	29.0025231885724	22.6515618317016	4.47913898989111
ZKSCAN7	21.1743583650178	22.8861150119772	22.8758360411799	20.6899963576936	22.8365445992979	20.999890767385	4.47879986329199
ZNF273	23.0250371407947	21.6524006655116	22.2175300474999	18.7289576559031	19.0425213183508	22.2774960702357	4.4784043990386
MRPL40	21.5573687735762	23.8348064153864	21.5474732573838	18.5542773000721	19.4416265922758	19.7707791313027	4.47818466453592
C12orf65	22.8064107063548	22.302921619288	21.7175328941638	19.5309093925958	18.2849755219064	20.2206844645995	4.47710554355925
YPEL1	19.5309093925958	23.0954074605517	24.4571424477772	23.0200668116144	26.1677407548117	21.9773289944751	4.47646841979057
LRSAM1	22.3578247354552	21.6524006655116	22.7464439210474	23.0750667319834	23.0750667319834	21.3192826234871	4.47557737441927
KIAA1009	23.7342972151282	22.6567058252864	20.4695764413889	20.1259500655152	19.7202814810107	20.4798859813446	4.47539232731917
C11orf48	20.9650036551344	22.2175300474999	23.6143597404667	16.3382936460764	20.9699534881128	19.2621078384425	4.47504340856641
EEF1A1P5	25.4104962554154	21.2291348519404	20.3807639525469	19.252377572863	19.3268234815242	20.6899963576936	4.47482084816281
USP20	22.8064107063548	20.2806498426676	23.7342972151282	30.2199809641334	28.8235403240867	28.8235403240867	4.47410030286809
SCAMP2	23.0850064602699	21.5474732573838	22.0669441982495	24.9112148937853	18.9535418222183	20.0060343967066	4.47404866158634
POC5	22.0821527568663	22.0069758438636	22.5377184088818	19.5309093925958	21.3292659043373	22.011946366556	4.47298916298993
COX18	21.0299457823971	24.941504397989	20.8500245705428	16.8028281392415	17.587261828972	16.8675989868374	4.47227566200312
PLD5	22.0821527568663	23.9149278188754	20.6899963576936	38.635109239591	39.0743726638523	29.8295686221274	4.47183664600526
NEAT1	18.6738722991663	24.2231889537515	24.0838593712588	52.8849215968095	50.0558935884303	37.5871341147389	4.47042027071435
ERLEC1	22.7464439210474	22.9452444178251	20.8500245705428	19.6508446031086	22.6671107482526	23.5048381786582	4.46988985384993
PHACTR2	24.9213861689853	22.0069758438636	19.8406146482158	34.7807712789056	32.8654803985031	36.810132682552	4.46986207564257
HIVEP2	27.5461710200564	21.309015685347	18.524478194799	44.9617120599569	38.6553294393571	39.6740115587468	4.46951097910201
TCAIM	22.7014204294751	23.0954074605517	20.6899963576936	16.6980468553175	20.6899963576936	20.2853977445959	4.46836874830126
PLAGL2	24.3081294040812	20.9199202348326	21.3292659043373	35.8812027871565	19.5214214533977	22.1269123962219	4.46831160849724
ACER3	18.9034224102355	24.5826428197285	23.3400228228978	22.9358038682472	22.7360312601058	23.6743285517031	4.46829257832577
ANKRD36B	19.4614550695634	22.0069758438636	25.2612076569546	22.4872402754584	26.6471129974925	20.8396539962483	4.4670961274261
CTD-2314B22.3	20.1710923484712	21.309015685347	25.1458679600158	16.8675989868374	15.3535376691455	17.7267680473386	4.46661960118477
CABLES1	21.8975174481999	20.6196457700533	23.9149278188754	16.2281732713461	12.3147753233537	14.0117566975414	4.46616086295334
PUS3	22.3974276895181	22.302921619288	21.60210018672	14.0913584461247	16.8076406394741	18.3596936791186	4.46584054221988
LANCL2	21.0696215367067	22.9452444178251	22.3081283278447	16.9922510171776	21.0696215367067	21.8569022560626	4.4655711115349
ARHGAP29	19.2125023386336	21.5474732573838	26.0481713825125	37.2497043428819	45.172114729933	34.7166035797047	4.46551017337703
ZNF136	22.2874524988595	22.0772198481452	21.8474424360235	20.4695764413889	21.8875753230616	22.4021653816663	4.46401297192123
RP11-296I10.6	22.6567058252864	20.2206844645995	23.4642591112713	20.3406150677792	20.6047523048402	20.5448288167582	4.4640063802761
ZNF525	22.9654150904278	21.1596869273227	22.0669441982495	18.2054257203154	19.2621078384425	20.2206844645995	4.46281742913245
RELL2	22.0169180118968	19.3121363321443	25.2059359549616	25.5994695397824	25.6594425654778	27.0669286148208	4.46255603569562
ALG2	21.4780571839334	19.9207990624198	24.9661724889289	16.2281732713461	18.9535418222183	25.46011976188	4.46096598775579
ZC2HC1A	22.9358038682472	22.2175300474999	20.9548726267662	26.1969606430146	25.429789064402	26.1625244180934	4.46078998296078
PSMG3	22.2874524988595	22.9452444178251	20.8500245705428	20.6096869872462	20.0060343967066	20.0060343967066	4.46008675541633
ECI2	21.5573687735762	25.2612076569546	19.5705343677626	21.4384499334578	23.9149278188754	22.1269123962219	4.45985738093574
ZNF555	22.2175300474999	20.5398524710679	23.3400228228978	31.5380279883058	29.4153179280665	34.0232850164616	4.4595715050599
ZCCHC7	21.0696215367067	23.8348064153864	21.1596869273227	16.4382717973001	16.5080180050412	18.8037434918099	4.45844562484003
SGK1	17.8614949629506	27.1212090409551	21.9276535642985	45.2568289348095	55.5306997783217	48.1077601101273	4.4582700181687
SPPL2A	22.167520105357	22.5571496286935	21.2291348519404	24.742692752749	28.054665529723	26.4418218142684	4.45795400809392
ZC4H2	21.4138249222603	23.3451689008038	21.2291348519404	19.9960836138983	22.7761678155033	23.9544823631401	4.45783213382672
PIP4K2A	23.8348064153864	21.5474732573838	20.6300308927034	25.5294828280707	25.7442459509906	26.1625244180934	4.45703962577298
CMBL	24.3081294040812	22.8064107063548	19.0830148416402	28.8434186553249	15.0593190531438	16.268683042139	4.45631722936905
ZBTB24	24.0636169311171	20.9199202348326	21.0150147924459	13.971442066305	15.4330179560054	13.6723977202828	4.45631187115777
LYAR	22.9358038682472	23.3948464381906	19.7155461478296	12.1247575624341	12.6239384359838	13.951799847503	4.45630339735971
TOM1L1	19.6354759136574	24.2231889537515	22.2175300474999	14.8698262144441	15.8982495263068	18.6096200665284	4.45577803207862
MTMR14	21.0299457823971	23.5147831122096	21.3292659043373	24.5226733071675	27.8460798311195	26.0481713825125	4.45487725126121
ARHGAP1	21.7874745508308	21.1596869273227	22.8758360411799	31.178125887611	24.5226733071675	25.1458679600158	4.45480867205662
LITAF	21.9572170511366	22.6567058252864	21.1596869273227	23.7243101292983	22.4772747300742	25.8588559094002	4.45391196496998
CHST14	20.8396539962483	23.7597156225331	21.2593177076446	24.2231889537515	23.5543907802975	25.5294828280707	4.45390949134271
LRRC20	22.2874524988595	21.5474732573838	21.8474424360235	20.2707107767265	16.6680341795819	17.5769072339675	4.45233303724559
CDYL	22.7014204294751	22.9452444178251	20.1209886542882	19.6508446031086	19.9005227579552	20.0060343967066	4.45182107455324
DPH3	23.6143597404667	23.185362562556	19.0830148416402	23.1950554600649	18.5642233160712	21.7377965969307	4.45031736873452
DONSON	21.3292659043373	21.8975174481999	22.3578247354552	22.3081283278447	25.9934033030404	24.0584089167541	4.450055248959
TMEM65	24.5226733071675	22.0772198481452	19.2824136910101	16.5781315330582	14.8649291798859	18.2849755219064	4.44991490206717
ORC5	21.1295863163416	23.2946453963754	21.1596869273227	18.2849755219064	18.8037434918099	20.4452378521567	4.44878848585985
